account_id	account_type	region	code	row_sum	column_sum	balance
ACT:FR:REU_RATV	activity	FR	REU_RATV	456.9478859665861	456.9478859665861	0.0
ACT:FR:TRADE	activity	FR	TRADE	386911.7535785198	386911.75357851957	2.3283064365386963e-10
ACT:FR:TRANSPORT	activity	FR	TRANSPORT	198856.95054183478	198856.9505418348	-2.9103830456733704e-11
ACT:FR:UTIL_WASTE	activity	FR	UTIL_WASTE	135274.67186024977	135274.67186024974	2.9103830456733704e-11
ACT:IT:AGRI_FOOD	activity	IT	AGRI_FOOD	191742.09053891632	191742.09053891647	-1.4551915228366852e-10
ACT:IT:BASIC_METALS	activity	IT	BASIC_METALS	50620.09996999235	50620.099969992356	-7.275957614183426e-12
ACT:IT:CONSTRUCTION	activity	IT	CONSTRUCTION	184000.43998142594	184000.43998142588	5.820766091346741e-11
ACT:IT:EXTRACTIVE	activity	IT	EXTRACTIVE	7790.594758176207	7790.594758176206	9.094947017729282e-13
ACT:IT:INC_EE	activity	IT	INC_EE	128.62879631457298	128.628796314573	-2.842170943040401e-14
ACT:IT:METAL_COMPONENTS	activity	IT	METAL_COMPONENTS	81294.53347541785	81294.5334754178	4.3655745685100555e-11
ACT:IT:NEW_ELMA	activity	IT	NEW_ELMA	27682.193229125627	27682.193229125645	-1.8189894035458565e-11
ACT:IT:NEW_OFMA	activity	IT	NEW_OFMA	3391.756710750689	3391.756710750689	0.0
ACT:IT:NEW_RATV	activity	IT	NEW_RATV	11810.074956235834	11810.074956235832	1.8189894035458565e-12
ACT:IT:OTHER_MANUFACTURING	activity	IT	OTHER_MANUFACTURING	578227.6176113383	578227.6176113383	0.0
ACT:IT:OTHER_SERVICES	activity	IT	OTHER_SERVICES	1.0149413357720881e6	1.0149413357720879e6	2.3283064365386963e-10
ACT:IT:PUBLIC_SOCIAL	activity	IT	PUBLIC_SOCIAL	383922.43525779346	383922.4352577934	5.820766091346741e-11
ACT:IT:REC_EE	activity	IT	REC_EE	278.21624443963447	278.21624443963447	0.0
ACT:IT:REF_ELMA	activity	IT	REF_ELMA	2750.7246255280925	2750.724625528094	-1.3642420526593924e-12
ACT:IT:REF_OFMA	activity	IT	REF_OFMA	320.65591085623305	320.6559108562332	-1.7053025658242404e-13
ACT:IT:REF_RATV	activity	IT	REF_RATV	1116.521810178221	1116.5218101782204	4.547473508864641e-13
ACT:IT:REP_ELMA	activity	IT	REP_ELMA	25.054711558565554	25.05471155856556	-7.105427357601002e-15
ACT:IT:REP_OFMA	activity	IT	REP_OFMA	6.243395038086201	6.243395038086201	0.0
ACT:IT:REP_RATV	activity	IT	REP_RATV	21.739461190797442	21.739461190797446	-3.552713678800501e-15
ACT:IT:REU_ELMA	activity	IT	REU_ELMA	778.8822251122077	778.8822251122074	3.410605131648481e-13
ACT:IT:REU_OFMA	activity	IT	REU_OFMA	96.18544083592643	96.18544083592646	-2.842170943040401e-14
ACT:IT:REU_RATV	activity	IT	REU_RATV	334.917083636794	334.917083636794	0.0
ACT:IT:TRADE	activity	IT	TRADE	332329.7769180294	332329.7769180294	0.0
ACT:IT:TRANSPORT	activity	IT	TRANSPORT	184042.4662844512	184042.46628445125	-5.820766091346741e-11
ACT:IT:UTIL_WASTE	activity	IT	UTIL_WASTE	111473.93897177589	111473.93897177595	-5.820766091346741e-11
ACT:PL:AGRI_FOOD	activity	PL	AGRI_FOOD	83866.38133642543	83866.38133642542	1.4551915228366852e-11
ACT:PL:BASIC_METALS	activity	PL	BASIC_METALS	10395.575339816156	10395.575339816154	1.8189894035458565e-12
ACT:PL:CONSTRUCTION	activity	PL	CONSTRUCTION	82078.30209387114	82078.30209387113	1.4551915228366852e-11
ACT:PL:EXTRACTIVE	activity	PL	EXTRACTIVE	11051.740982547033	11051.740982547037	-3.637978807091713e-12
ACT:PL:INC_EE	activity	PL	INC_EE	29.005356337304583	29.005356337304587	-3.552713678800501e-15
ACT:PL:METAL_COMPONENTS	activity	PL	METAL_COMPONENTS	24679.82934564148	24679.829345641476	3.637978807091713e-12
ACT:PL:NEW_ELMA	activity	PL	NEW_ELMA	9122.200433143436	9122.20043314344	-3.637978807091713e-12
ACT:PL:NEW_OFMA	activity	PL	NEW_OFMA	160.3335193948745	160.33351939487451	-2.842170943040401e-14
ACT:PL:NEW_RATV	activity	PL	NEW_RATV	6100.712971589807	6100.712971589809	-1.8189894035458565e-12
ACT:PL:OTHER_MANUFACTURING	activity	PL	OTHER_MANUFACTURING	162363.0442965556	162363.0442965556	0.0
ACT:PL:OTHER_SERVICES	activity	PL	OTHER_SERVICES	186324.75780178513	186324.7578017851	2.9103830456733704e-11
ACT:PL:PUBLIC_SOCIAL	activity	PL	PUBLIC_SOCIAL	78864.5560598197	78864.55605981963	7.275957614183426e-11
ACT:PL:REC_EE	activity	PL	REC_EE	17.450220587965177	17.450220587965163	1.4210854715202004e-14
ACT:PL:REF_ELMA	activity	PL	REF_ELMA	1064.5429190486684	1064.5429190486682	2.2737367544323206e-13
ACT:PL:REF_OFMA	activity	PL	REF_OFMA	30.43791982427904	30.43791982427904	0.0
ACT:PL:REF_RATV	activity	PL	REF_RATV	1158.167131865884	1158.167131865883	9.094947017729282e-13
ACT:PL:REP_ELMA	activity	PL	REP_ELMA	15.548778925476539	15.548778925476542	-3.552713678800501e-15
ACT:PL:REP_OFMA	activity	PL	REP_OFMA	0.03425954877246014	0.03425954877246014	0.0
ACT:PL:REP_RATV	activity	PL	REP_RATV	1.3035806545686244	1.3035806545686244	0.0
ACT:PL:REU_ELMA	activity	PL	REU_ELMA	346.9731191610597	346.9731191610597	0.0
ACT:PL:REU_OFMA	activity	PL	REU_OFMA	6.593789145375234	6.593789145375235	-8.881784197001252e-16
ACT:PL:REU_RATV	activity	PL	REU_RATV	250.8946047182361	250.8946047182362	-8.526512829121202e-14
ACT:PL:TRADE	activity	PL	TRADE	103238.73773912364	103238.73773912362	1.4551915228366852e-11
ACT:PL:TRANSPORT	activity	PL	TRANSPORT	60836.963875484624	60836.96387548461	1.4551915228366852e-11
ACT:PL:UTIL_WASTE	activity	PL	UTIL_WASTE	33675.10706235515	33675.10706235514	7.275957614183426e-12
ACT:REU:AGRI_FOOD	activity	REU	AGRI_FOOD	1.2279938533818019e6	1.227993853381802e6	-2.3283064365386963e-10
ACT:REU:BASIC_METALS	activity	REU	BASIC_METALS	259986.7314424022	259986.73144240218	2.9103830456733704e-11
ACT:REU:CONSTRUCTION	activity	REU	CONSTRUCTION	1.4311181160319375e6	1.4311181160319387e6	-1.1641532182693481e-9
ACT:REU:EXTRACTIVE	activity	REU	EXTRACTIVE	307189.65274135163	307189.65274135175	-1.1641532182693481e-10
ACT:REU:INC_EE	activity	REU	INC_EE	368.02142923336737	368.02142923336726	1.1368683772161603e-13
ACT:REU:METAL_COMPONENTS	activity	REU	METAL_COMPONENTS	268925.97157516395	268925.97157516395	0.0
ACT:REU:NEW_ELMA	activity	REU	NEW_ELMA	105307.02728531581	105307.02728531585	-4.3655745685100555e-11
ACT:REU:NEW_OFMA	activity	REU	NEW_OFMA	9940.29052402373	9940.290524023723	7.275957614183426e-12
ACT:REU:NEW_RATV	activity	REU	NEW_RATV	177100.77031049517	177100.77031049528	-1.1641532182693481e-10
ACT:REU:OTHER_MANUFACTURING	activity	REU	OTHER_MANUFACTURING	2.593661994505149e6	2.5936619945051507e6	-1.862645149230957e-9
ACT:REU:OTHER_SERVICES	activity	REU	OTHER_SERVICES	6.10869683177014e6	6.1086968317701435e6	-3.725290298461914e-9
