sensitivity_profile,stage,scenario,instrument,wedge,termination_status,primal_status,solver_valid,solver_elapsed_seconds,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,worst_equation_block,worst_equation_tag,worst_equation_indices,worst_equation_scaled_residual,worst_bound_variable,worst_bound_violation,solver_message,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,source_profile,changed_parameter,parameter_distance,source_baseline_valid,source_tax_valid,continuation_error
sensitivity_536,policy,virgin_metal_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,17.143061551,0.0008658875891598277,0,0.0,0,common_eu_trade,eu_cet_quantity,NEW_ELMA|SK,0.0008658875891598277,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,2.0,1.0,0.5,2.0,sensitivity_293,circular_metal.material_substitution_elasticity,0.6931471805599453,true,true,
