sensitivity_profile,stage,scenario,instrument,wedge,termination_status,primal_status,solver_valid,solver_elapsed_seconds,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,worst_equation_block,worst_equation_tag,worst_equation_indices,worst_equation_scaled_residual,worst_bound_variable,worst_bound_violation,solver_message,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,target_profile,source_profile,continued_parameter,source_parameter_value,target_parameter_value,trial_fraction,trial_parameter_value,continuation_phase,continuation_path,attempt,trial_accepted
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,34.87499534,0.0010658728151178298,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010658728151178298,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,1.0,2.0,direct_target,parameter_only,1,false
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,21.858553792,0.0009060310768873592,0,0.0,0,material_composite_production_SK,eqpzs,IND_SK_NEW_ELMA,0.0009060310768873592,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.5,1.25,parameter_bisection,parameter_only,2,true
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,29.821140197,0.0010651123792905226,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010651123792905226,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,1.0,2.0,parameter_bisection,parameter_only,3,false
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,16.412410059,0.0008444530775761905,0,0.0,0,material_composite_production_SK,eqpzs,IND_SK_NEW_ELMA,0.0008444530775761905,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.75,1.625,parameter_bisection,parameter_only,4,true
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,17.788357617,0.0010393171574787363,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010393171574787363,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,1.0,2.0,parameter_bisection,parameter_only,5,false
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,9.636141305,0.0008513318589991048,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0008513318589991048,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.875,1.8125,parameter_bisection,parameter_only,6,true
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,51.619901228,0.0010820368801770508,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010820368801770508,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,1.0,2.0,parameter_bisection,parameter_only,7,false
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,12.688917085,0.001032344267758445,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.001032344267758445,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.9375,1.90625,parameter_bisection,parameter_only,8,false
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,7.871572888,0.0009435301511996341,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0009435301511996341,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.90625,1.859375,parameter_bisection,parameter_only,9,true
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,3.705155853,0.00098165993825583,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.00098165993825583,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.96875,1.953125,parameter_bisection,parameter_only,10,true
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,4.403098507,0.0010001784000319702,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010001784000319702,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,1.0,2.0,parameter_bisection,parameter_only,11,false
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,4.683414312,0.0009878784281491804,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0009878784281491804,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.984375,1.9765625,parameter_bisection,parameter_only,12,true
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,10.611148815,0.0010493468157783958,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010493468157783958,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,1.0,2.0,parameter_bisection,parameter_only,13,false
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,26.363448054,0.00107068332756044,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.00107068332756044,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.9921875,1.98828125,parameter_bisection,parameter_only,14,false
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,5.248062653,0.0010229456580319596,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010229456580319596,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.98828125,1.982421875,parameter_bisection,parameter_only,15,false
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,35.407935755,0.0010741633489648184,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010741633489648184,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.986328125,1.9794921875,parameter_bisection,parameter_only,16,false
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,54.292832741,0.001080439581594872,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.001080439581594872,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.9853515625,1.97802734375,parameter_bisection,parameter_only,17,false
