product_region	product_code	activity_region	activity_code	value_meur
DE	CPA_C25	DE	C26_MON	0.13664018205039755
DE	CPA_C25	DE	C26_OFMA_res	0.0010232232466902706
DE	CPA_C25	DE	C26_RATV_c	61.848772297040654
DE	CPA_C25	DE	C26_RATV_res	26.56517677675331
DE	CPA_C25	DE	C27_BAT	2.3898957000222016
DE	CPA_C25	DE	C27_ELMA_c	354.7776769068824
DE	CPA_C25	DE	C27_ELMA_res	158.20770000000002
DE	CPA_C25	DE	C27_HPP	11.9837273930954
DE	CPA_C25	DE	C28	2102.634
DE	CPA_C25	DE	C29	907.376
DE	CPA_C25	DE	C30	203.031
DE	CPA_C25	DE	C31_C32	242.349
DE	CPA_C25	DE	C33_ELMA	7.67318655123549
DE	CPA_C25	DE	C33_OFMA	0.00020431742138948367
DE	CPA_C25	DE	C33_RATV	5.3045397818497815
DE	CPA_C25	DE	C33_res	211.36506934949333
DE	CPA_C25	DE	D35	44.629
DE	CPA_C25	DE	E36	7.06
DE	CPA_C25	DE	E37-E39_ELMA	0.02404636301857407
DE	CPA_C25	DE	E37-E39_OFMA	6.762620028605879e-7
DE	CPA_C25	DE	E37-E39_RATV	0.01755728254953416
DE	CPA_C25	DE	E37-E39_res	7.953395678169889
DE	CPA_C25	DE	F	177.299
DE	CPA_C25	DE	G46_ELMA	13.703242296102653
DE	CPA_C25	DE	G46_OFMA	0.0005413382157950652
DE	CPA_C25	DE	G46_RATV	14.054357585330727
DE	CPA_C25	DE	G46_res	409.4798587803508
DE	CPA_C25	DE	G47_ELMA	0.011906614504610754
DE	CPA_C25	DE	G47_OFMA	7.563744096638519e-7
DE	CPA_C25	DE	G47_RATV	0.019637180807928676
DE	CPA_C25	DE	G47_res	0.9914554483130508
DE	CPA_C25	DE	H49	136.35
DE	CPA_C25	DE	H52	40.122
DE	CPA_C26_DES	DE	C13-C15	5.384148943199738e-5
DE	CPA_C26_DES	DE	C18	0.00016206369202590698
DE	CPA_C26_DES	DE	C20	0.0014092342569459544
DE	CPA_C26_DES	DE	C22	0.0018824030799462319
DE	CPA_C26_DES	DE	C23	0.0029594485580781453
DE	CPA_C26_DES	DE	C24	0.0004842229094635318
DE	CPA_C26_DES	DE	C25	0.004184942329055616
DE	CPA_C26_DES	DE	C26_DES	1.8587154128700565
DE	CPA_C26_DES	DE	C27_BAT	0.0001623700216104848
DE	CPA_C26_DES	DE	C27_ELMA_c	0.02410367074418894
DE	CPA_C26_DES	DE	C27_ELMA_res	0.010748664750393275
DE	CPA_C26_DES	DE	C27_HPP	0.0008141769851182137
DE	CPA_C26_DES	DE	C28	0.04232318525965934
DE	CPA_C26_DES	DE	C29	0.008852597741131002
DE	CPA_C26_DES	DE	C30	0.0004272269612115325
DE	CPA_C26_DES	DE	C31_C32	0.009007786330600493
DE	CPA_C26_DES	DE	C33_ELMA	9.43655980200874e-5
DE	CPA_C26_DES	DE	C33_OFMA	2.5127156138588063e-9
DE	CPA_C26_DES	DE	C33_RATV	6.52357485893524e-5
DE	CPA_C26_DES	DE	C33_res	0.0025993882771572475
DE	CPA_C26_DES	DE	F	0.002182265396151878
DE	CPA_C26_DES	DE	G46_ELMA	7.301185207216534e-5
DE	CPA_C26_DES	DE	G46_OFMA	2.8842886142267436e-9
DE	CPA_C26_DES	DE	G46_RATV	7.48826193696747e-5
DE	CPA_C26_DES	DE	G46_res	0.0021817378858071507
DE	CPA_C26_DES	DE	G47_ELMA	1.604454672807692e-6
DE	CPA_C26_DES	DE	G47_OFMA	1.0192388907085056e-10
DE	CPA_C26_DES	DE	G47_RATV	2.6461733934402463e-6
DE	CPA_C26_DES	DE	G47_res	0.00013360181656259338
DE	CPA_C26_DES	DE	J61	0.000484088103531053
DE	CPA_C26_MON	DE	C13-C15	0.003081401670784424
DE	CPA_C26_MON	DE	C18	0.00927506531952187
DE	CPA_C26_MON	DE	C20	0.08065186976977018
DE	CPA_C26_MON	DE	C22	0.10773178931021417
DE	CPA_C26_MON	DE	C23	0.16937216684877007
DE	CPA_C26_MON	DE	C24	0.02771255583740023
DE	CPA_C26_MON	DE	C25	0.2395083869508408
DE	CPA_C26_MON	DE	C26_MON	106.37612070454342
DE	CPA_C26_MON	DE	C27_BAT	0.009292596864501157
DE	CPA_C26_MON	DE	C27_ELMA_c	1.379476906874753
DE	CPA_C26_MON	DE	C27_ELMA_res	0.6151567103728761
DE	CPA_C26_MON	DE	C27_HPP	0.04659615379745669
DE	CPA_C26_MON	DE	C28	2.4221977353867374
DE	CPA_C26_MON	DE	C29	0.5066429208790098
DE	CPA_C26_MON	DE	C30	0.02445062136967951
DE	CPA_C26_MON	DE	C31_C32	0.515524517282132
DE	CPA_C26_MON	DE	C33_ELMA	0.005400636469593325
DE	CPA_C26_MON	DE	C33_OFMA	1.4380519878689029e-7
DE	CPA_C26_MON	DE	C33_RATV	0.0037335063873370623
DE	CPA_C26_MON	DE	C33_res	0.14876556099671492
DE	CPA_C26_MON	DE	F	0.12489320612667104
DE	CPA_C26_MON	DE	G46_ELMA	0.004178540477532427
DE	CPA_C26_MON	DE	G46_OFMA	1.6507068895499292e-7
DE	CPA_C26_MON	DE	G46_RATV	0.004285606339510019
DE	CPA_C26_MON	DE	G46_res	0.12486301618811722
DE	CPA_C26_MON	DE	G47_ELMA	9.18245271749365e-5
DE	CPA_C26_MON	DE	G47_OFMA	5.833204938961402e-9
