scenario,instrument,wedge,termination_status,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,fiscal_basis_kind,fiscal_basis_million_eur,primary_metal_market_demand_reduction_tonnes,primary_metal_market_demand_reduction_per_million_eur,primary_metal_market_demand_tonnes,primary_metal_domestic_demand_tonnes,primary_metal_ce_rise_demand_tonnes,recycled_metal_market_demand_tonnes,recycled_metal_domestic_demand_tonnes,recycled_metal_ce_rise_demand_tonnes,primary_metal_output_tonnes,recycled_metal_output_tonnes,external_metal_import_tonnes,tax_revenue_million_eur,support_expenditure_million_eur,household_transfer_million_eur,solver_elapsed_seconds,solver_attempts,sensitivity_profile,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,solver_valid,solver_message,profile_elapsed_seconds
virgin_metal_tax_tax_0_0025,virgin_metal_tax,0.0025,LOCALLY_INFEASIBLE,0.00013132750341726673,0,0.0,0,tax_revenue,62.67474228862558,-83.7358815073967,-1.336038704743001,5.08008946709102e8,4.320726925992479e8,2.540627168570604e7,714753.0504301878,696420.7363869062,38903.62504195223,4.411820235391727e8,714742.9427563474,6.682685009069552e7,62.67474228862558,1.1144796881214256e-12,62.67474228862335,17.58646948,1,sensitivity_295,0.5,2.0,2.0,1.0,0.5,1.0,true,,131.213088886
virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,LOCALLY_INFEASIBLE,0.00026255413472697775,0,0.0,0,tax_revenue,125.34919491667671,-381.58643728494644,-3.044187380210923,5.0800924455965775e8,4.320731637501253e8,2.5406765768097185e7,714840.3012761446,696507.987234112,39000.48339062607,4.411819342503209e8,714830.1941247326,6.682686481361935e7,125.34919491667671,2.9574464803041114e-13,125.34919491667611,12.33836781,1,sensitivity_295,0.5,2.0,2.0,1.0,0.5,1.0,true,,131.213088886
virgin_metal_tax_tax_0_01,virgin_metal_tax,0.01,LOCALLY_INFEASIBLE,0.0005326514484428335,0,0.0,0,tax_revenue,250.69894612169546,-312.4511198401451,-1.2463200371351926,5.080091754243403e8,4.320731088015893e8,2.5407079704634435e7,715004.0580552574,696671.7440059676,39191.64596449786,4.411819151083788e8,714993.949295168,6.682686612095187e7,250.69894612169546,1.240377100508561e-12,250.69894612169298,14.76002728,1,sensitivity_295,0.5,2.0,2.0,1.0,0.5,1.0,true,,131.213088886
virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,0.000996205681635276,0,0.0,0,tax_revenue,501.38906111473864,-1177.4611043930054,-2.348398071898807,5.0801004043432486e8,4.32073943932919e8,2.5407762668501973e7,715348.7299054168,697016.41583404,39573.94679256757,4.4118190254543275e8,715338.6870001383,6.682686702839951e7,501.38906111473864,1.5237072627375596e-12,501.3890611147356,11.699385465,1,sensitivity_295,0.5,2.0,2.0,1.0,0.5,1.0,true,,131.213088886
recycling_support_support_0_0025,recycling_support,-0.0025,ALMOST_LOCALLY_SOLVED,4.954405530895702e-7,0,5.051946423252716e-12,0,support_expenditure,0.09716513469444545,15.03308242559433,154.71683822462413,5.0800884794013804e8,4.3207257049804664e8,2.5406129523162045e7,714737.9971799257,696405.6831449985,38904.83213356885,4.4118201262026757e8,714727.8276149537,6.682684722660063e7,-2.0251651924379088e-14,0.09716513469444545,-0.09716513469448596,4.216063597,1,sensitivity_295,0.5,2.0,2.0,1.0,0.5,1.0,true,,131.213088886
recycling_support_support_0_005,recycling_support,-0.005,ALMOST_LOCALLY_SOLVED,1.569179957994618e-6,0,0.0,0,support_expenditure,0.19481865471434917,26.879420936107635,137.97149444194298,5.0800883609379953e8,4.3207254182776016e8,2.5406125587337993e7,714836.5267910293,696504.2127399388,39002.50450141931,4.4118200530414814e8,714826.4318021045,6.682684126002025e7,3.7729052412923395e-16,0.19481865471434917,-0.1948186547143484,5.377904548,1,sensitivity_295,0.5,2.0,2.0,1.0,0.5,1.0,true,,131.213088886
recycling_support_support_0_01,recycling_support,-0.01,ALMOST_LOCALLY_SOLVED,7.903745415038797e-6,0,0.0,0,support_expenditure,0.39160384000098736,-27.168857276439667,-69.37842406338805,5.0800889014207774e8,4.3207249913236696e8,2.5406027160166014e7,715033.5193939263,696701.2053310148,39199.145768474686,4.411819767040286e8,715023.4835200523,6.682682993669365e7,-2.806487929475246e-13,0.39160384000098736,-0.39160384000154863,3.668875787,1,sensitivity_295,0.5,2.0,2.0,1.0,0.5,1.0,true,,131.213088886
recycling_support_support_0_02,recycling_support,-0.02,ALMOST_LOCALLY_SOLVED,3.3579842377839952e-6,0,9.99975537897098e-9,0,support_expenditure,0.7911966570376604,164.8491280078888,208.35417660269778,5.0800869812409246e8,4.3207231480272853e8,2.540586940001435e7,715439.0076419758,697106.693590933,39598.560712626204,4.4118189909102935e8,715428.9124069929,6.6826808336905845e7,2.57245272675559e-15,0.7911966570376604,-0.7911966570376552,4.86333896,1,sensitivity_295,0.5,2.0,2.0,1.0,0.5,1.0,true,,131.213088886
refurbishment_support_support_0_0025,refurbishment_support,-0.0025,ALMOST_LOCALLY_SOLVED,1.0748957478746768e-5,0,9.998122653630193e-9,0,support_expenditure,44.12715389930605,328.7730351090431,7.450583281651742,5.0800853420018536e8,4.320719911947443e8,2.540591306119447e7,714641.4252564309,696309.1112054212,38808.791146123134,4.4118168673948115e8,714631.3300651949,6.682685295128994e7,-2.3528596150638856e-13,44.12715389930605,-44.12715389930652,4.033212739,1,sensitivity_295,0.5,2.0,2.0,1.0,0.5,1.0,true,,131.213088886
refurbishment_support_support_0_005,refurbishment_support,-0.005,ALMOST_LOCALLY_SOLVED,2.0861117995682485e-5,0,9.873833821429632e-9,0,support_expenditure,88.6681106697695,904.524779677391,10.201241154738844,5.080079584484408e8,4.3207116703837895e8,2.5405432352358732e7,714640.3612175987,696308.0471665218,38808.48041140157,4.4118109732480943e8,714630.2661545728,6.6826873506935336e7,-1.551373963409849e-14,88.6681106697695,-88.66811066976953,3.913675175,1,sensitivity_295,0.5,2.0,2.0,1.0,0.5,1.0,true,,131.213088886
