scenario,instrument,wedge,termination_status,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,fiscal_basis_kind,fiscal_basis_million_eur,primary_metal_market_demand_reduction_tonnes,primary_metal_market_demand_reduction_per_million_eur,primary_metal_market_demand_tonnes,primary_metal_domestic_demand_tonnes,primary_metal_ce_rise_demand_tonnes,recycled_metal_market_demand_tonnes,recycled_metal_domestic_demand_tonnes,recycled_metal_ce_rise_demand_tonnes,primary_metal_output_tonnes,recycled_metal_output_tonnes,external_metal_import_tonnes,tax_revenue_million_eur,support_expenditure_million_eur,household_transfer_million_eur,solver_elapsed_seconds,solver_attempts,sensitivity_profile,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,solver_valid,solver_message,profile_elapsed_seconds
virgin_metal_tax_tax_0_0025,virgin_metal_tax,0.0025,LOCALLY_INFEASIBLE,7.571250698292859e-5,0,0.0,0,tax_revenue,62.674113364805955,107.05231475830078,1.7080786470034848,5.080087559209086e8,4.320724957799401e8,2.540603254146869e7,714841.2369708916,696508.9229193138,38998.806271881935,4.4118202258303905e8,714831.1461737739,6.682685005970935e7,62.674113364805955,2.1554036220835206e-13,62.67411336480552,12.573567914,1,sensitivity_595,0.5,0.5,0.5,1.0,1.0,2.0,true,,201.656212876
virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,ALMOST_LOCALLY_SOLVED,5.292283748636361e-5,0,0.0,0,tax_revenue,125.34465747860631,459.7147536277771,3.667605487742792,5.080084032584697e8,4.320721337083807e8,2.540567368213311e7,714957.6789041117,696625.3687462446,39186.922581877625,4.411819052211671e8,714922.0655252391,6.682683160305924e7,125.34465747860631,1.7445981703044208e-11,125.3446574785714,11.787578582,1,sensitivity_595,0.5,0.5,0.5,1.0,1.0,2.0,true,,201.656212876
virgin_metal_tax_tax_0_01,virgin_metal_tax,0.01,LOCALLY_INFEASIBLE,0.00029815484539568896,0,0.0,0,tax_revenue,250.69365331405368,2596.8425369262695,10.358628958480669,5.080062661306864e8,4.320699487799687e8,2.5405441810242698e7,715436.2033216746,697103.8892748279,39580.50451739639,4.411812260691668e8,715426.0989725792,6.68267622214735e7,250.69365331405368,2.3138242369578013e-13,250.69365331405322,59.686481889999996,3,sensitivity_595,0.5,0.5,0.5,1.0,1.0,2.0,true,,201.656212876
virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,0.0005049355856524128,0,0.0,0,tax_revenue,501.3331368718497,5237.452055931091,10.447049418299041,5.080036255211674e8,4.320672541802285e8,2.5402738456981827e7,716220.6174072122,697888.3033505558,40354.759530305135,4.4118047472997373e8,716210.5454833405,6.682667776803051e7,501.3331368718497,4.5363523761405374e-13,501.33313687184886,21.648470741,1,sensitivity_595,0.5,0.5,0.5,1.0,1.0,2.0,true,,201.656212876
recycling_support_support_0_0025,recycling_support,-0.0025,ALMOST_LOCALLY_SOLVED,2.3741556572823334e-7,0,0.0,0,support_expenditure,0.09740885464577521,28.923354387283325,296.9273634564574,5.0800883404986894e8,4.320725761139504e8,2.540613883265282e7,714835.2333108131,696502.9192598256,39002.32307171482,4.4118199563932294e8,714825.1379375726,6.6826849667436324e7,-1.1934710183341395e-16,0.09740885464577521,-0.09740885464577548,5.44250104,1,sensitivity_595,0.5,0.5,0.5,1.0,1.0,2.0,true,,201.656212876
recycling_support_support_0_005,recycling_support,-0.005,ALMOST_LOCALLY_SOLVED,9.406414729351551e-7,0,0.0,0,support_expenditure,0.19579787785822106,89.70503306388855,458.1512018676972,5.0800877326819026e8,4.320725226265481e8,2.5406080521667205e7,715031.1981143093,696698.884062528,39198.35082040701,4.411819320035283e8,715021.1079543987,6.68268425752945e7,-2.3758986653536204e-14,0.19579787785822106,-0.19579787785826858,3.976060401,1,sensitivity_595,0.5,0.5,0.5,1.0,1.0,2.0,true,,201.656212876
recycling_support_support_0_01,recycling_support,-0.01,ALMOST_LOCALLY_SOLVED,4.199012032080062e-6,0,1.6102833362737144e-9,0,support_expenditure,0.3955613588318264,241.48250126838684,610.4805130145525,5.0800862149072206e8,4.3207238596106005e8,2.5405966852567766e7,715428.3538803103,697096.0398292395,39594.89438233621,4.411817974650146e8,715418.2587785334,6.682683369612438e7,-5.294865722163407e-16,0.3955613588318264,-0.3955613588318274,4.719305612,1,sensitivity_595,0.5,0.5,0.5,1.0,1.0,2.0,true,,201.656212876
recycling_support_support_0_02,recycling_support,-0.02,ALMOST_LOCALLY_SOLVED,3.2300083496777213e-6,0,3.7620313849026074e-10,0,support_expenditure,0.8073487427734092,536.8766902685165,664.9873367291494,5.0800832609653306e8,4.320721205823092e8,2.5405720213296447e7,716239.345421083,697907.0313687675,40406.16518670752,4.4118152820954454e8,716229.2576759725,6.6826807324644394e7,-2.894224362084548e-14,0.8073487427734092,-0.8073487427734672,4.065583632,1,sensitivity_595,0.5,0.5,0.5,1.0,1.0,2.0,true,,201.656212876
refurbishment_support_support_0_0025,refurbishment_support,-0.0025,ALMOST_LOCALLY_SOLVED,1.936837671245861e-5,0,0.0,0,support_expenditure,43.983926728620446,-15.977095305919647,-0.363248497672749,5.0800887895031863e8,4.320725243017854e8,2.5406514978415985e7,714641.5385803898,696309.2245296823,38808.23906222149,4.4118206911224693e8,714631.4416484139,6.6826862121254206e7,-5.390152503386377e-14,43.983926728620446,-43.98392672862056,4.149955081,1,sensitivity_595,0.5,0.5,0.5,1.0,1.0,2.0,true,,201.656212876
refurbishment_support_support_0_005,refurbishment_support,-0.005,ALMOST_LOCALLY_SOLVED,2.2375923317314473e-5,0,9.997014191576861e-9,0,support_expenditure,88.09269605805476,-113.09749788045883,-1.283846481505407,5.080089760707212e8,4.320725313555609e8,2.5407010136764564e7,714644.7744984,696312.4604472021,38809.14163628352,4.411821029047296e8,714634.6793280167,6.6826892795575805e7,2.736743794298751e-14,88.09269605805476,-88.0926960580547,5.79053396,1,sensitivity_595,0.5,0.5,0.5,1.0,1.0,2.0,true,,201.656212876
