scenario,instrument,wedge,termination_status,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,fiscal_basis_kind,fiscal_basis_million_eur,primary_metal_market_demand_reduction_tonnes,primary_metal_market_demand_reduction_per_million_eur,primary_metal_market_demand_tonnes,primary_metal_domestic_demand_tonnes,primary_metal_ce_rise_demand_tonnes,recycled_metal_market_demand_tonnes,recycled_metal_domestic_demand_tonnes,recycled_metal_ce_rise_demand_tonnes,primary_metal_output_tonnes,recycled_metal_output_tonnes,external_metal_import_tonnes,tax_revenue_million_eur,support_expenditure_million_eur,household_transfer_million_eur,solver_elapsed_seconds,solver_attempts,sensitivity_profile,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,solver_valid,solver_message,profile_elapsed_seconds
virgin_metal_tax_tax_0_0025,virgin_metal_tax,0.0025,LOCALLY_INFEASIBLE,8.631341059510873e-5,0,0.0,0,tax_revenue,62.674108638021856,151.0832360982895,2.4106164312743554,5.080087118899843e8,4.320724497030936e8,2.5405996374858543e7,714739.089907141,696406.7758559958,38903.08974553866,4.411820206682136e8,714728.9951295024,6.682684981990098e7,62.674108638021856,6.374016403388282e-15,62.674108638021835,14.460911356,1,sensitivity_326,1.0,0.5,0.5,0.5,1.0,1.0,true,,145.461775208
virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,LOCALLY_INFEASIBLE,0.00012664075321975875,0,0.0,0,tax_revenue,125.3416620891505,1410.7781307697296,11.255460532877725,5.0800745219508964e8,4.3207114018478507e8,2.5404616761044927e7,714828.9978339914,696496.683783217,38996.133564696545,4.411819827013209e8,714818.9033525963,6.682684640227169e7,125.3416620891505,2.2424463393330859e-13,125.34166208915006,8.475553464,1,sensitivity_326,1.0,0.5,0.5,0.5,1.0,1.0,true,,145.461775208
virgin_metal_tax_tax_0_01,virgin_metal_tax,0.01,LOCALLY_INFEASIBLE,0.00025735817827206124,0,0.0,0,tax_revenue,250.66867807597626,2998.3280432224274,11.961319085560627,5.080058646451772e8,4.320693354557354e8,2.540291037269271e7,715019.7265360868,696687.412502347,39185.09870233187,4.4118185043270326e8,715009.5018515561,6.682683893803869e7,250.66867807597626,3.499045695853227e-13,250.66867807597555,20.525295063,1,sensitivity_326,1.0,0.5,0.5,0.5,1.0,1.0,true,,145.461775208
virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,0.0005085030106181772,0,0.0,0,tax_revenue,501.29213470269224,5797.463667154312,11.565040154864365,5.0800306550955325e8,4.3206629756137836e8,2.540036676801378e7,715459.7686914783,697127.4546093073,39565.97173084876,4.411816091568255e8,715449.7964367222,6.6826815124448895e7,501.29213470269224,1.2542887826894744e-12,501.29213470268974,14.099373676,1,sensitivity_326,1.0,0.5,0.5,0.5,1.0,1.0,true,,145.461775208
recycling_support_support_0_0025,recycling_support,-0.0025,ALMOST_LOCALLY_SOLVED,1.8801377319800737e-7,0,1.306722520128982e-12,0,support_expenditure,0.09716529314639862,24.33726727962494,250.4728436619448,5.080088386359531e8,4.320725809128164e8,2.540614956238413e7,714737.9072258355,696405.5931747686,38904.90010922547,4.4118199796542513e8,714727.8121128823,6.6826847340681404e7,-1.2429973373666886e-15,0.09716529314639862,-0.09716529314640109,4.919956188,1,sensitivity_326,1.0,0.5,0.5,0.5,1.0,1.0,true,,145.461775208
recycling_support_support_0_005,recycling_support,-0.005,ALMOST_LOCALLY_SOLVED,3.722300818308466e-7,0,2.3229401406760124e-11,0,support_expenditure,0.1948188358330341,27.295425713062286,140.10670783627577,5.080088356777947e8,4.3207257705324525e8,2.540613684814555e7,714835.5280286303,696503.2139771652,39002.54457086292,4.4118199031784767e8,714825.4352286449,6.682685332503598e7,-1.827913145761573e-14,0.1948188358330341,-0.19481883583307064,3.175935559,1,sensitivity_326,1.0,0.5,0.5,0.5,1.0,1.0,true,,145.461775208
recycling_support_support_0_01,recycling_support,-0.01,ALMOST_LOCALLY_SOLVED,7.445199375141459e-7,0,0.0,0,support_expenditure,0.39160545530274216,95.81383019685745,244.66929379925452,5.080087671593902e8,4.3207251387153566e8,2.5406080528937764e7,715032.1583528888,696699.8443017596,39199.31059234385,4.411819296940319e8,715022.0634881479,6.682684853278711e7,1.4543107004594312e-15,0.39160545530274216,-0.39160545530273927,2.817428711,1,sensitivity_326,1.0,0.5,0.5,0.5,1.0,1.0,true,,145.461775208
recycling_support_support_0_02,recycling_support,-0.02,ALMOST_LOCALLY_SOLVED,1.4957451721324523e-6,0,2.763891668513984e-9,0,support_expenditure,0.7912092283733608,323.6319691538811,409.0346238999674,5.0800853934125125e8,4.3207230933402056e8,2.5406025947830074e7,715455.5098972076,697123.1958462527,39599.20224966609,4.411817110266561e8,715445.4144594287,6.68268400164311e7,-7.587819303422504e-14,0.7912092283733608,-0.7912092283735126,2.506266176,1,sensitivity_326,1.0,0.5,0.5,0.5,1.0,1.0,true,,145.461775208
refurbishment_support_support_0_0025,refurbishment_support,-0.0025,ALMOST_LOCALLY_SOLVED,9.343993737229225e-6,0,9.91053949521143e-9,0,support_expenditure,43.98397377593634,-100.47549867630005,-2.284366100892645,5.080089634487191e8,4.320726254193821e8,2.540653794139885e7,714640.8672267549,696308.5531743269,38808.26711614436,4.4118205205460525e8,714630.7765097681,6.682687871114943e7,-1.8899357710799e-13,43.98397377593634,-43.98397377593672,2.647668041,1,sensitivity_326,1.0,0.5,0.5,0.5,1.0,1.0,true,,145.461775208
refurbishment_support_support_0_005,refurbishment_support,-0.005,ALMOST_LOCALLY_SOLVED,1.935474564530205e-5,0,7.627672669625306e-9,0,support_expenditure,88.09289156722573,-147.24759149551392,-1.6715036693187197,5.080090102208119e8,4.320725904054011e8,2.5406835703126706e7,714646.3720792673,696314.0580281959,38808.56444660105,4.4118201650330156e8,714636.2770326014,6.682697676453539e7,4.984118118842116e-14,88.09289156722573,-88.09289156722562,3.458211279,1,sensitivity_326,1.0,0.5,0.5,0.5,1.0,1.0,true,,145.461775208
