scenario,instrument,wedge,termination_status,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,fiscal_basis_kind,fiscal_basis_million_eur,primary_metal_market_demand_reduction_tonnes,primary_metal_market_demand_reduction_per_million_eur,primary_metal_market_demand_tonnes,primary_metal_domestic_demand_tonnes,primary_metal_ce_rise_demand_tonnes,recycled_metal_market_demand_tonnes,recycled_metal_domestic_demand_tonnes,recycled_metal_ce_rise_demand_tonnes,primary_metal_output_tonnes,recycled_metal_output_tonnes,external_metal_import_tonnes,tax_revenue_million_eur,support_expenditure_million_eur,household_transfer_million_eur,solver_elapsed_seconds,solver_attempts,sensitivity_profile,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,solver_valid,solver_message,profile_elapsed_seconds
virgin_metal_tax_tax_0_0025,virgin_metal_tax,0.0025,LOCALLY_INFEASIBLE,0.00013287922836013877,0,0.0,0,tax_revenue,62.6744265740073,-3.6370659470558167,-0.05803110049616635,5.080088666102853e8,4.3207260943921185e8,2.540616157567163e7,714725.2156754276,696392.9016158875,38902.612661766994,4.4118202323036504e8,714715.020758314,6.682685006757374e7,62.6744265740073,6.697027403291786e-13,62.67442657400596,9.658989675,1,sensitivity_321,2.0,1.0,2.0,2.0,0.5,1.0,true,,236.137557808
virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,LOCALLY_INFEASIBLE,0.00012326751032265548,0,0.0,0,tax_revenue,125.3385151221691,2403.209821999073,19.17375373129826,5.0800645976339734e8,4.3207015856715703e8,2.5403989667409286e7,714828.944829681,696496.630700896,38997.55488958901,4.4118150316312426e8,714830.3816571077,6.6826779843773805e7,125.3385151221691,-4.097879124469605e-12,125.33851512217731,8.665351432,1,sensitivity_321,2.0,1.0,2.0,2.0,0.5,1.0,true,,236.137557808
virgin_metal_tax_tax_0_01,virgin_metal_tax,0.01,LOCALLY_INFEASIBLE,0.0005391018704121731,0,3.243723015292743e-10,0,tax_revenue,250.69212325657583,2700.0598933696747,10.770421736012203,5.0800616291332597e8,4.320697183889343e8,2.5405412547089566e7,715031.0987504789,696698.7847001775,39198.048547787694,4.4117929110509074e8,715021.0027137746,6.682679602576834e7,250.69212325657583,1.3621215326514272e-11,250.6921232565486,18.917932048,1,sensitivity_321,2.0,1.0,2.0,2.0,0.5,1.0,true,,236.137557808
virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,0.000774166151976442,0,0.0,0,tax_revenue,501.29763893088386,7501.045118927956,14.963256429703947,5.080013619281004e8,4.3206492265925604e8,2.540114410641672e7,715368.3929197392,697036.0787999994,39572.45229808271,4.4117888104554373e8,715358.6666926078,6.682675061974834e7,501.29763893088386,7.216092027489634e-13,501.2976389308824,106.282931348,7,sensitivity_321,2.0,1.0,2.0,2.0,0.5,1.0,true,,236.137557808
recycling_support_support_0_0025,recycling_support,-0.0025,ALMOST_LOCALLY_SOLVED,2.536514051021399e-7,0,4.019185639468475e-10,0,support_expenditure,0.09716531531967655,10.10041755437851,103.95085449110991,5.080088528728018e8,4.3207259011044484e8,2.5406154618392047e7,714737.8698270465,696405.5557759329,38904.90539269552,4.41181997998798e8,714727.774882678,6.682684910591907e7,-2.974003409066995e-15,0.09716531531967655,-0.09716531531968249,4.822743503,1,sensitivity_321,2.0,1.0,2.0,2.0,0.5,1.0,true,,236.137557808
recycling_support_support_0_005,recycling_support,-0.005,ALMOST_LOCALLY_SOLVED,5.08328841464234e-7,0,0.0,0,support_expenditure,0.1948190319441131,29.629400610923767,152.08678697994674,5.080088333438187e8,4.320725672413312e8,2.540614331084038e7,714835.4605495519,696503.1464985356,39002.576433041395,4.4118197720665145e8,714825.3652528191,6.6826867500987485e7,-4.150093281032642e-15,0.1948190319441131,-0.19481903194412137,5.495406865,1,sensitivity_321,2.0,1.0,2.0,2.0,0.5,1.0,true,,236.137557808
recycling_support_support_0_01,recycling_support,-0.01,ALMOST_LOCALLY_SOLVED,1.929787774076226e-6,0,0.0,0,support_expenditure,0.39160625986507774,81.92837733030319,209.2111023928229,5.08008781044842e8,4.3207251185095346e8,2.5406087621836115e7,715032.1952982165,696699.8812464619,39199.37725132104,4.4118190147239363e8,715022.103974381,6.682687600723899e7,7.110989455865661e-16,0.39160625986507774,-0.39160625986507636,3.872642664,1,sensitivity_321,2.0,1.0,2.0,2.0,0.5,1.0,true,,236.137557808
recycling_support_support_0_02,recycling_support,-0.02,ALMOST_LOCALLY_SOLVED,2.7419031551961157e-6,0,0.0,0,support_expenditure,0.791206228787712,231.97099751234055,293.18651581872285,5.080086310022218e8,4.3207236051666135e8,2.5405975284453936e7,715434.1484264,697101.8343753607,39599.02429287906,4.411817358864777e8,715424.0534646655,6.682690206664217e7,1.8553189627423226e-14,0.791206228787712,-0.7912062287876749,3.889092344,1,sensitivity_321,2.0,1.0,2.0,2.0,0.5,1.0,true,,236.137557808
refurbishment_support_support_0_0025,refurbishment_support,-0.0025,ALMOST_LOCALLY_SOLVED,7.447258457542479e-6,0,8.891701183002949e-9,0,support_expenditure,44.12706577926057,760.7071652412415,17.23901537089667,5.080081022660541e8,4.3207168910685164e8,2.5406145484531388e7,714651.3532959436,696319.0392428718,38809.91365012419,4.411813129970621e8,714641.2664435932,6.682679020283929e7,-2.16746602967597e-13,44.12706577926057,-44.127065779261,13.370868615,1,sensitivity_321,2.0,1.0,2.0,2.0,0.5,1.0,true,,236.137557808
refurbishment_support_support_0_005,refurbishment_support,-0.005,ALMOST_LOCALLY_SOLVED,2.0383867427260132e-5,0,9.08010494285971e-9,0,support_expenditure,88.66788481326697,1373.1034115552902,15.485915948564942,5.080074898698078e8,4.320711303819157e8,2.540602453428412e7,714659.78147333,696327.4674222633,38810.55692151406,4.411807810157265e8,714649.685725,6.682683164594904e7,-1.0804540243505888e-13,88.66788481326697,-88.66788481326718,5.61918471,1,sensitivity_321,2.0,1.0,2.0,2.0,0.5,1.0,true,,236.137557808
