scenario,instrument,wedge,termination_status,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,fiscal_basis_kind,fiscal_basis_million_eur,primary_metal_market_demand_reduction_tonnes,primary_metal_market_demand_reduction_per_million_eur,primary_metal_market_demand_tonnes,primary_metal_domestic_demand_tonnes,primary_metal_ce_rise_demand_tonnes,recycled_metal_market_demand_tonnes,recycled_metal_domestic_demand_tonnes,recycled_metal_ce_rise_demand_tonnes,primary_metal_output_tonnes,recycled_metal_output_tonnes,external_metal_import_tonnes,tax_revenue_million_eur,support_expenditure_million_eur,household_transfer_million_eur,solver_elapsed_seconds,solver_attempts,sensitivity_profile,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,solver_valid,solver_message,profile_elapsed_seconds
virgin_metal_tax_tax_0_0025,virgin_metal_tax,0.0025,LOCALLY_INFEASIBLE,8.618603419356124e-5,0,0.0,0,tax_revenue,62.674355063535785,50.15464335680008,0.8002418741438357,5.080088128185755e8,4.3207255243920755e8,2.5406106388357975e7,714690.7029709877,696358.3889200591,38855.442800513454,4.411820221612392e8,714680.6073613116,6.6826849831689805e7,62.674355063535785,3.2491863979856476e-14,62.674355063535714,7.582132912,1,sensitivity_119,1.0,0.5,1.0,1.0,1.0,0.5,true,,168.355749069
virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,ALMOST_LOCALLY_SOLVED,5.489396430051738e-5,0,7.169734831138088e-9,0,tax_revenue,125.3435390906636,585.016787648201,4.6673070817399385,5.080082779564312e8,4.320719917229928e8,2.540546694563383e7,714726.4797389432,696394.166089212,38901.075569158,4.411820140957702e8,714714.3839264249,6.682684912717078e7,125.3435390906636,-2.7708986394323305e-11,125.343539090719,6.153355024,1,sensitivity_119,1.0,0.5,1.0,1.0,1.0,0.5,true,,168.355749069
virgin_metal_tax_tax_0_01,virgin_metal_tax,0.01,LOCALLY_INFEASIBLE,0.00034136711462847617,0,0.0,0,tax_revenue,250.67888722268458,1874.4980121850967,7.47768602674517,5.080069884752067e8,4.320706575584672e8,2.540405305105963e7,714830.7225700651,696498.408519216,38994.390239719076,4.411819805909588e8,714820.6238285583,6.682684494954049e7,250.67888722268458,7.806699434240433e-15,250.67888722268452,21.971769306,1,sensitivity_119,1.0,0.5,1.0,1.0,1.0,0.5,true,,168.355749069
virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,0.000684297219543494,0,0.0,0,tax_revenue,501.34282138927597,2510.527856349945,5.007607068937373,5.080063524453625e8,4.320700235736046e8,2.5403324527936295e7,715023.4100451755,696691.0959963638,39182.709786745356,4.4118197189081067e8,715013.2970472175,6.682684387033221e7,501.34282138927597,6.962828402694922e-13,501.3428213892746,17.538859694,1,sensitivity_119,1.0,0.5,1.0,1.0,1.0,0.5,true,,168.355749069
recycling_support_support_0_0025,recycling_support,-0.0025,ALMOST_LOCALLY_SOLVED,2.4717873763906565e-7,0,7.396131981058563e-11,0,support_expenditure,0.09704374232390817,-8.426030278205872,-86.82713667494245,5.0800887139924914e8,4.32072609312834e8,2.540617073163228e7,714689.312458425,696356.998408661,38856.27789426212,4.411820282472053e8,714679.2130081211,6.682685210317894e7,-4.08099696076398e-15,0.09704374232390817,-0.09704374232391635,4.148158077,1,sensitivity_119,1.0,0.5,1.0,1.0,1.0,0.5,true,,168.355749069
recycling_support_support_0_005,recycling_support,-0.005,ALMOST_LOCALLY_SOLVED,1.1859834211591643e-5,0,2.2755108441803292e-10,0,support_expenditure,0.19433130761757586,5.883337736129761,30.274780776484906,5.080088570898811e8,4.3207259503753775e8,2.5406167272100717e7,714738.0430807903,696405.7290297198,38905.0349394084,4.411820161515751e8,714727.9479722684,6.682685205541523e7,1.7735236732415975e-16,0.19433130761757586,-0.1943313076175755,4.639245677,1,sensitivity_119,1.0,0.5,1.0,1.0,1.0,0.5,true,,168.355749069
recycling_support_support_0_01,recycling_support,-0.01,ALMOST_LOCALLY_SOLVED,1.065249565739948e-6,0,0.0,0,support_expenditure,0.38964297233960976,37.401140332221985,95.98823278563701,5.080088255720785e8,4.320725650140523e8,2.5406141474159375e7,714837.4402952944,696505.1262441761,39003.055584655536,4.411819838864834e8,714827.3455143007,6.6826851039313935e7,-8.116185530602947e-15,0.38964297233960976,-0.389642972339626,4.864501553,1,sensitivity_119,1.0,0.5,1.0,1.0,1.0,0.5,true,,168.355749069
recycling_support_support_0_02,recycling_support,-0.02,ALMOST_LOCALLY_SOLVED,3.747252339017379e-6,0,5.534212971788706e-10,0,support_expenditure,0.7832534574488036,114.10012376308441,145.67458678666915,5.080087488730951e8,4.320724924480509e8,2.5406094672893763e7,715042.4177573725,696710.1037063324,39201.400216212634,4.411819090939604e8,715032.322513028,6.682684965676974e7,9.295294627965285e-16,0.7832534574488036,-0.7832534574488017,3.643816499,1,sensitivity_119,1.0,0.5,1.0,1.0,1.0,0.5,true,,168.355749069
refurbishment_support_support_0_0025,refurbishment_support,-0.0025,ALMOST_LOCALLY_SOLVED,1.0648360864678172e-5,0,9.13295178396437e-9,0,support_expenditure,44.031570260333986,457.0630846619606,10.380349416557321,5.080084059101342e8,4.320721319425012e8,2.540622139398514e7,714649.9637533642,696317.6497022689,38807.95219072399,4.4118151636639464e8,714639.8683263949,6.682701229648273e7,9.783199657814273e-14,44.031570260333986,-44.031570260333794,10.017227439,1,sensitivity_119,1.0,0.5,1.0,1.0,1.0,0.5,true,,168.355749069
refurbishment_support_support_0_005,refurbishment_support,-0.005,ALMOST_LOCALLY_SOLVED,1.631529023433331e-5,0,9.516633614497347e-9,0,support_expenditure,88.28427776209799,458.3441348671913,5.191684708599005,5.08008404629084e8,4.320720730946637e8,2.54063685612322e7,714657.2896564222,696324.9756057576,38808.23191673017,4.4118149989603925e8,714647.1933308269,6.6827011300877646e7,8.240765593576604e-14,88.28427776209799,-88.28427776209782,5.668888418,1,sensitivity_119,1.0,0.5,1.0,1.0,1.0,0.5,true,,168.355749069
