scenario,instrument,wedge,termination_status,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,fiscal_basis_kind,fiscal_basis_million_eur,primary_metal_market_demand_reduction_tonnes,primary_metal_market_demand_reduction_per_million_eur,primary_metal_market_demand_tonnes,primary_metal_domestic_demand_tonnes,primary_metal_ce_rise_demand_tonnes,recycled_metal_market_demand_tonnes,recycled_metal_domestic_demand_tonnes,recycled_metal_ce_rise_demand_tonnes,primary_metal_output_tonnes,recycled_metal_output_tonnes,external_metal_import_tonnes,tax_revenue_million_eur,support_expenditure_million_eur,household_transfer_million_eur,solver_elapsed_seconds,solver_attempts,sensitivity_profile,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,solver_valid,solver_message,profile_elapsed_seconds
virgin_metal_tax_tax_0_0025,virgin_metal_tax,0.0025,LOCALLY_INFEASIBLE,0.00013519166224207346,0,0.0,0,tax_revenue,62.67343966783005,380.86311835050583,6.0769461572411645,5.080084821101009e8,4.320721941463998e8,2.54057468746603e7,714736.7184273902,696404.4043763163,38902.64099986931,4.411819946228809e8,714726.6233070963,6.682684723945354e7,62.67343966783005,-1.7927460698094508e-15,62.67343966783005,17.73549827,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,LOCALLY_INFEASIBLE,0.00026995461707335355,0,0.0,0,tax_revenue,125.34660538456922,433.48057639598846,3.458255411592918,5.080084294926429e8,4.3207214202963144e8,2.5405699269649427e7,714835.2558932573,696502.9418419007,38998.215159966014,4.4118199437203443e8,714825.1704675881,6.68268472100115e7,125.34660538456922,3.6171904129300534e-13,125.34660538456849,11.593763083,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
virgin_metal_tax_tax_0_01,virgin_metal_tax,0.01,LOCALLY_INFEASIBLE,0.000544018059318585,0,0.0,0,tax_revenue,250.6729159518021,2698.2558406591415,10.764050158406208,5.080061647173786e8,4.3206981666279703e8,2.54036114517196e7,715056.9610026814,696724.6469235644,39185.93033298925,4.411818861343444e8,715046.9505345407,6.6826832500051744e7,250.6729159518021,-1.534991936385322e-12,250.67291595180518,13.535291216,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,0.0009966877348702718,0,0.0,0,tax_revenue,501.31719851158,4423.7900740504265,8.824333350590685,5.080044391831452e8,4.32068063128319e8,2.5402144718804844e7,715445.1441981661,697112.8300844667,39566.833620537785,4.4118181080073816e8,715435.9879282665,6.682682182164323e7,501.31719851158,-2.3366033062005267e-12,501.31719851158476,12.988619365,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
recycling_support_support_0_0025,recycling_support,-0.0025,ALMOST_LOCALLY_SOLVED,4.482302979891273e-7,0,1.301170142224189e-10,0,support_expenditure,0.09716522612733579,-4.430979609489441,-45.60252454599969,5.080088674041989e8,4.320725889080743e8,2.5406155426103152e7,714737.8698463553,696405.5557953184,38904.87021132402,4.4118201431282604e8,714727.7745867001,6.682685920768436e7,-5.039408804029277e-15,0.09716522612733579,-0.09716522612734585,4.737691713,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
recycling_support_support_0_005,recycling_support,-0.005,ALMOST_LOCALLY_SOLVED,8.956018257011422e-7,0,1.301279837876457e-11,0,support_expenditure,0.19481850171924317,4.442521929740906,22.803388233336857,5.0800885853069735e8,4.3207256189173055e8,2.5406111737846933e7,714835.4599658205,696503.1459143563,39002.47209131653,4.4118198403415114e8,714825.3679239261,6.682687384257414e7,-3.647160042662432e-14,0.19481850171924317,-0.1948185017193161,3.712458483,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
recycling_support_support_0_01,recycling_support,-0.01,ALMOST_LOCALLY_SOLVED,1.7988049919592797e-6,0,1.6273289461713242e-11,0,support_expenditure,0.39160425419531464,74.12035781145096,189.27362769272432,5.0800878885286146e8,4.32072471622929e8,2.5406027613301024e7,715032.028824867,696699.7147737917,39199.17926733684,4.411819166232717e8,715021.9336916152,6.6826897822833404e7,1.7394249471052923e-15,0.39160425419531464,-0.3916042541953112,5.181076734,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
recycling_support_support_0_02,recycling_support,-0.02,ALMOST_LOCALLY_SOLVED,3.599811569054978e-6,0,3.439442128426991e-10,0,support_expenditure,0.791198786939442,142.1762871146202,179.69730169151828,5.0800872079693216e8,4.320723359645334e8,2.5405878258842353e7,715431.6401021047,697099.326006317,39598.67261026911,4.4118180669229656e8,715421.7215699165,6.682691256960484e7,-4.095659983141102e-14,0.791198786939442,-0.7911987869395238,4.135653303,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
refurbishment_support_support_0_0025,refurbishment_support,-0.0025,ALMOST_LOCALLY_SOLVED,1.0197131576768987e-5,0,0.0,0,support_expenditure,44.12710121154674,479.5915992259979,10.86841387851018,5.0800838338162005e8,4.320719814912669e8,2.5405817995237954e7,714640.2201940785,696307.9061432371,38807.60378084196,4.41181828880174e8,714630.1235773107,6.682685501309192e7,-1.3231882668631884e-14,44.12710121154674,-44.12710121154676,5.076518012,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
refurbishment_support_support_0_005,refurbishment_support,-0.005,ALMOST_LOCALLY_SOLVED,2.1565656673744828e-5,0,0.0,0,support_expenditure,88.66794602208124,1064.1545306444168,12.00156965832283,5.0800779881868863e8,4.3207133173705375e8,2.5405281328884073e7,714672.6049181701,696340.2908673169,38806.70596812353,4.4118178302755773e8,714662.5057957831,6.682684972743774e7,-1.3554640055710781e-13,88.66794602208124,-88.66794602208151,4.990206366,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
refurbishment_support_support_0_01,refurbishment_support,-0.01,ALMOST_LOCALLY_SOLVED,4.164778117839061e-5,0,7.882144953961553e-9,0,support_expenditure,179.0081196994738,1926.9976298213005,10.764861577544211,5.0800693597558945e8,4.3207010210563534e8,2.5404599329016402e7,714675.6710596036,696343.357012887,38806.30914797059,4.411813992074844e8,714665.5600572764,6.682680200169153e7,3.3045829286563923e-13,179.0081196994738,-179.00811969947316,5.458267161,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
refurbishment_support_support_0_02,refurbishment_support,-0.02,ALMOST_LOCALLY_SOLVED,8.540544337209042e-5,0,6.451425299878637e-9,0,support_expenditure,364.8500412456933,4165.921776354313,11.41817542936481,5.080046970514429e8,4.3206738713051623e8,2.540261736586517e7,714677.3476340673,696345.0335824119,38803.58617069822,4.411809882724827e8,714667.2457564538,6.682675250949546e7,3.7895651132265753e-13,364.8500412456933,-364.85004124569264,6.482368,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
repair_support_support_0_0025,repair_support,-0.0025,ALMOST_LOCALLY_SOLVED,1.254932615472169e-7,0,1.3142786945682984e-11,0,support_expenditure,0.7001846825904952,1.8720020651817322,2.67358328699198,5.080088611012172e8,4.320726000658222e8,2.5406154833528284e7,714640.8018216377,696308.4877706601,38807.710974332425,4.4118202252514297e8,714630.7058248955,6.6826850023952074e7,-4.698084036425512e-12,0.7001846825904952,-0.7001846825998914,3.93334697,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
repair_support_support_0_005,repair_support,-0.005,ALMOST_LOCALLY_SOLVED,2.763177984017475e-7,0,1.7464662720556902e-11,0,support_expenditure,1.4074071329368154,6.465660393238068,4.594022754273151,5.080088565075589e8,4.320725903264235e8,2.5406154007111143e7,714641.1756662063,696308.8616151349,38807.724471227215,4.4118201874066544e8,714631.0805545212,6.68268496454912e7,5.108418053200486e-16,1.4074071329368154,-1.4074071329368145,2.689210162,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
repair_support_support_0_01,repair_support,-0.01,ALMOST_LOCALLY_SOLVED,5.955949666309016e-7,0,2.8390942697001575e-10,0,support_expenditure,2.8432861337078164,15.1479811668396,5.327631639762446,5.080088478252381e8,4.3207257787773764e8,2.5406149987451784e7,714642.5108386299,696310.1967875471,38807.73320666529,4.411820162240574e8,714632.4157778767,6.6826849425784774e7,-7.020512501184421e-12,2.8432861337078164,-2.8432861337218576,3.69932798,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
repair_support_support_0_02,repair_support,-0.02,ALMOST_LOCALLY_SOLVED,1.240609659214038e-6,0,0.0,0,support_expenditure,5.803083974285411,33.355653524398804,5.747918464079474,5.0800882961756575e8,4.320725556920316e8,2.5406139487802703e7,714644.3073076272,696311.9932565661,38807.73878881352,4.4118201418402725e8,714634.2121141145,6.682684923786611e7,-2.5010518771358834e-11,5.803083974285411,-5.803083974335432,4.606408494,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
reuse_support_support_0_0025,reuse_support,-0.0025,ALMOST_LOCALLY_SOLVED,6.5694418598632685e-6,0,9.922593782260068e-9,0,support_expenditure,26.910750326314027,459.2919206023216,17.067228339345636,5.080084036812987e8,4.320720475821137e8,2.5406108177584913e7,714640.7522343039,696308.4381833094,38808.93542178895,4.411814559102151e8,714630.6570585981,6.6826842693067856e7,-2.2594070653180887e-15,26.910750326314027,-26.91075032631403,4.403251611,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
reuse_support_support_0_005,reuse_support,-0.005,ALMOST_LOCALLY_SOLVED,1.216814833268869e-5,0,9.998369848068322e-9,0,support_expenditure,54.080707208246324,1222.8618817329407,22.61179531221952,5.0800764011133754e8,4.320712598796259e8,2.5405512205912396e7,714641.8522677928,696309.53821669,38808.134787075745,4.411806158136038e8,714631.757405814,6.6826985455974504e7,2.852579988670637e-15,54.080707208246324,-54.08070720824632,4.90162887,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
reuse_support_support_0_01,reuse_support,-0.01,LOCALLY_INFEASIBLE,5.7602024319036715e-5,0,0.0,0,support_expenditure,109.20940331881751,2383.832766354084,21.82809074961161,5.080064791404529e8,4.320700119335741e8,2.5404435749441806e7,714644.8241793335,696312.5101279195,38806.302803337305,4.411805363287383e8,714634.7291419253,6.68269755725104e7,-6.177614089974413e-14,109.20940331881751,-109.20940331881764,12.84842047,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
reuse_support_support_0_02,reuse_support,-0.02,ALMOST_LOCALLY_SOLVED,5.624529064067213e-5,0,0.0,0,support_expenditure,222.70324946754312,4899.213286221027,21.9988406003705,5.0800396375993305e8,4.320672412596768e8,2.5402181577111196e7,714648.5573793885,696316.243327279,38802.65564398072,4.411803394187522e8,714638.4561132812,6.682695178509101e7,-1.3155925543163418e-12,222.70324946754312,-222.70324946754573,4.722487043,1,sensitivity_351,2.0,2.0,2.0,0.5,1.0,1.0,true,,141.984681475
