scenario,instrument,wedge,termination_status,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,fiscal_basis_kind,fiscal_basis_million_eur,primary_metal_market_demand_reduction_tonnes,primary_metal_market_demand_reduction_per_million_eur,primary_metal_market_demand_tonnes,primary_metal_domestic_demand_tonnes,primary_metal_ce_rise_demand_tonnes,recycled_metal_market_demand_tonnes,recycled_metal_domestic_demand_tonnes,recycled_metal_ce_rise_demand_tonnes,primary_metal_output_tonnes,recycled_metal_output_tonnes,external_metal_import_tonnes,tax_revenue_million_eur,support_expenditure_million_eur,household_transfer_million_eur,solver_elapsed_seconds,solver_attempts,sensitivity_profile,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,solver_valid,solver_message,profile_elapsed_seconds
virgin_metal_tax_tax_0_0025,virgin_metal_tax,0.0025,LOCALLY_INFEASIBLE,0.0001287452404413747,0,0.0,0,tax_revenue,62.67451585213873,15.920653522014618,0.25402116483156423,5.080088470525676e8,4.320725787964661e8,2.540617444924672e7,714737.3593747434,696405.0453236826,38903.37635634505,4.4118202209218997e8,714727.264110925,6.682685012644266e7,62.67451585213873,4.342282622895576e-15,62.67451585213872,29.814019307,1,sensitivity_274,0.5,1.0,0.5,1.0,0.5,1.0,true,,176.928574261
virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,LOCALLY_INFEASIBLE,0.0002564950554282408,0,0.0,0,tax_revenue,125.34897042345898,16.5491304397583,0.1320244624575005,5.080088464240907e8,4.320725795013677e8,2.540615908127744e7,714833.5584495148,696501.244397967,38998.979327493675,4.411820220948366e8,714823.4727402563,6.682685012027363e7,125.34897042345898,4.1931993371939877e-13,125.34897042345813,9.922602694,1,sensitivity_274,0.5,1.0,0.5,1.0,0.5,1.0,true,,176.928574261
virgin_metal_tax_tax_0_01,virgin_metal_tax,0.01,LOCALLY_INFEASIBLE,0.00035909894609931214,0,0.0,0,tax_revenue,250.69050310362468,236.31873965263367,0.9426712888080553,5.080086266544815e8,4.3207233450473374e8,2.540564290929627e7,715007.9330076535,696675.6189501311,39188.86181184048,4.411819797335436e8,714997.8700395097,6.682685183919088e7,250.69050310362468,-1.1046694211655208e-13,250.6905031036249,12.297835917,1,sensitivity_274,0.5,1.0,0.5,1.0,0.5,1.0,true,,176.928574261
virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,0.0009068661287832125,0,0.0,0,tax_revenue,501.3623659223282,1349.9595411419868,2.6925825169556594,5.0800751301368e8,4.320711669846837e8,2.5404425798674773e7,715410.2693460227,697077.9552935924,39571.426099182565,4.411818517709258e8,715400.173865046,6.682684711443008e7,501.3623659223282,5.241188471950591e-13,501.3623659223271,25.395669749,1,sensitivity_274,0.5,1.0,0.5,1.0,0.5,1.0,true,,176.928574261
recycling_support_support_0_0025,recycling_support,-0.0025,ALMOST_LOCALLY_SOLVED,2.4183084124107523e-7,0,0.0,0,support_expenditure,0.09716527480759077,15.315168738365173,157.61977484953007,5.080088476580524e8,4.3207258496747345e8,2.540614748015032e7,714737.9111383812,696405.5970875195,38904.89205344939,4.4118200240888345e8,714727.8152744297,6.6826846332073525e7,1.3901325181439978e-16,0.09716527480759077,-0.0971652748075905,4.544537604,1,sensitivity_274,0.5,1.0,0.5,1.0,0.5,1.0,true,,176.928574261
recycling_support_support_0_005,recycling_support,-0.005,ALMOST_LOCALLY_SOLVED,6.489980935285543e-7,0,2.863054287568707e-10,0,support_expenditure,0.19481896095140688,23.13815414905548,118.76746511766255,5.08008839835067e8,4.3207256999773395e8,2.540612743667959e7,714835.5970546046,696503.2830035395,39002.56742238917,4.411820083061551e8,714825.5019719601,6.682684083159553e7,-8.42242711089622e-15,0.19481896095140688,-0.19481896095142373,4.260048506,1,sensitivity_274,0.5,1.0,0.5,1.0,0.5,1.0,true,,176.928574261
recycling_support_support_0_01,recycling_support,-0.01,ALMOST_LOCALLY_SOLVED,1.313823473481079e-5,0,2.2862639670101524e-9,0,support_expenditure,0.3916036887042844,103.93424618244171,265.4067088242537,5.0800875903897494e8,4.320724836632356e8,2.5406017555671636e7,715033.3201259725,696701.0060720728,39199.131166292944,4.411820023964685e8,715023.2323242037,6.682684004579999e7,4.903940513506728e-16,0.3916036887042844,-0.39160368870428336,4.293371156,1,sensitivity_274,0.5,1.0,0.5,1.0,0.5,1.0,true,,176.928574261
recycling_support_support_0_02,recycling_support,-0.02,ALMOST_LOCALLY_SOLVED,2.9608634462073372e-6,0,9.999387642908499e-9,0,support_expenditure,0.791203382918785,198.73849761486053,251.1850959000014,5.080086642347235e8,4.3207237828081006e8,2.5405926641637594e7,715441.9967578059,697109.6827067232,39598.90317364379,4.4118186276283944e8,715431.901689654,6.682681209303052e7,5.8374426760022375e-15,0.791203382918785,-0.7912033829187732,4.335998837,1,sensitivity_274,0.5,1.0,0.5,1.0,0.5,1.0,true,,176.928574261
refurbishment_support_support_0_0025,refurbishment_support,-0.0025,ALMOST_LOCALLY_SOLVED,1.0826693746037552e-5,0,9.877808999719711e-9,0,support_expenditure,43.983951668065124,-153.6967994570732,-3.494383601932382,5.080090166700206e8,4.3207258871535295e8,2.540642199646347e7,714640.7384183203,696308.4243702831,38807.84584901638,4.4118212551450753e8,714630.631398824,6.682687517385195e7,-4.1861619725385373e-13,43.983951668065124,-43.98395166806597,4.411302587,1,sensitivity_274,0.5,1.0,0.5,1.0,0.5,1.0,true,,176.928574261
refurbishment_support_support_0_005,refurbishment_support,-0.005,ALMOST_LOCALLY_SOLVED,2.1364967756729778e-5,0,9.7742981228222e-9,0,support_expenditure,88.09276525180135,-158.15866494178772,-1.7953649711155324,5.0800902113188607e8,4.3207238411459637e8,2.5406670843993083e7,714645.3435877704,696313.0295367162,38808.04834876622,4.411821588780992e8,714635.24853799,6.6826899736119926e7,-1.3944496025829736e-14,88.09276525180135,-88.09276525180138,3.965130397,1,sensitivity_274,0.5,1.0,0.5,1.0,0.5,1.0,true,,176.928574261
