product_region	product_sector	activity_region	activity_sector	supply_value_meur	product_output_meur	sales_share
DE	AGRI_FOOD	DE	AGRI_FOOD	225938.09533071693	228497.62080696906	0.9887984589633239
DE	AGRI_FOOD	DE	EXTRACTIVE	43.26455693516124	228497.62080696906	0.0001893435773307697
DE	AGRI_FOOD	DE	OTHER_MANUFACTURING	1293.2975058279824	228497.62080696906	0.005660004254138551
DE	AGRI_FOOD	DE	OTHER_SERVICES	241.5967691459064	228497.62080696906	0.0010573272854775293
DE	AGRI_FOOD	DE	REF_ELMA	22.934215304993298	228497.62080696906	0.00010036960220416358
DE	AGRI_FOOD	DE	REF_RATV	23.52191531681166	228497.62080696906	0.00010294162028357651
DE	AGRI_FOOD	DE	REU_ELMA	2.9012780167912133	228497.62080696906	1.2697191360439434e-5
DE	AGRI_FOOD	DE	REU_RATV	4.786901426893183	228497.62080696906	2.0949458510717172e-5
DE	AGRI_FOOD	DE	TRADE	927.2223342776217	228497.62080696906	0.00405790804737054
DE	BASIC_METALS	DE	BASIC_METALS	83961.27027605155	86551.6060197207	0.9700717772576174
DE	BASIC_METALS	DE	METAL_COMPONENTS	830.8272379909447	86551.6060197207	0.009599212264202718
DE	BASIC_METALS	DE	NEW_ELMA	124.67841209316532	86551.6060197207	0.001440509515961581
DE	BASIC_METALS	DE	NEW_RATV	3.5156783205308995	86551.6060197207	4.061944638820284e-5
DE	BASIC_METALS	DE	OTHER_MANUFACTURING	1501.3681155850265	86551.6060197207	0.017346507876964654
DE	BASIC_METALS	DE	OTHER_SERVICES	2.7760098070560484	86551.6060197207	3.207346385257759e-5
DE	BASIC_METALS	DE	REF_ELMA	4.079037116332653	86551.6060197207	4.712838159702373e-5
DE	BASIC_METALS	DE	REF_RATV	4.149859909248398	86551.6060197207	4.7946654026302596e-5
DE	BASIC_METALS	DE	TRADE	118.94139284684918	86551.6060197207	0.0013742251393896552
DE	CONSTRUCTION	DE	AGRI_FOOD	714.4927254180418	302067.7552259	0.0023653392758975936
DE	CONSTRUCTION	DE	BASIC_METALS	65.85266099561646	302067.7552259	0.00021800625805415362
DE	CONSTRUCTION	DE	CONSTRUCTION	284177.4925239679	302067.7552259	0.9407740071807634
DE	CONSTRUCTION	DE	EXTRACTIVE	83.51395163627019	302067.7552259	0.0002764742353046411
DE	CONSTRUCTION	DE	INC_EE	1.8019922364425571	302067.7552259	5.965523314777327e-6
DE	CONSTRUCTION	DE	METAL_COMPONENTS	249.74562293500932	302067.7552259	0.000826786767585432
DE	CONSTRUCTION	DE	NEW_ELMA	168.80989703722994	302067.7552259	0.0005588477886723999
DE	CONSTRUCTION	DE	NEW_RATV	16.900547766709746	302067.7552259	5.594952613883183e-5
DE	CONSTRUCTION	DE	OTHER_MANUFACTURING	1917.807400529091	302067.7552259	0.006348931216093779
DE	CONSTRUCTION	DE	OTHER_SERVICES	2371.4638084448343	302067.7552259	0.007850767807611065
DE	CONSTRUCTION	DE	PUBLIC_SOCIAL	222.57552627562757	302067.7552259	0.0007368397401741059
DE	CONSTRUCTION	DE	REC_EE	4.836046876225719	302067.7552259	1.600980837100307e-5
DE	CONSTRUCTION	DE	REF_ELMA	5.778037053075046	302067.7552259	1.9128281496825e-5
DE	CONSTRUCTION	DE	REF_RATV	5.881105906445174	302067.7552259	1.9469492538344636e-5
DE	CONSTRUCTION	DE	REU_ELMA	1.5657977424260008	302067.7552259	5.1835977701593015e-6
DE	CONSTRUCTION	DE	REU_RATV	0.9147031356289409	302067.7552259	3.0281389516232356e-6
DE	CONSTRUCTION	DE	TRADE	195.22815814720755	302067.7552259	0.0006463058528084439
DE	CONSTRUCTION	DE	TRANSPORT	548.2234865096949	302067.7552259	0.0018149023754611229
DE	CONSTRUCTION	DE	UTIL_WASTE	11314.871233286534	302067.7552259	0.03745805713299243
DE	EXTRACTIVE	DE	BASIC_METALS	0.9973910302855502	9855.45501042417	0.00010120192616480965
DE	EXTRACTIVE	DE	CONSTRUCTION	138.75525400256527	9855.45501042417	0.01407903073534434
DE	EXTRACTIVE	DE	EXTRACTIVE	8937.13668167094	9855.45501042417	0.906821315932961
DE	EXTRACTIVE	DE	NEW_RATV	0.7004018180402861	9855.45501042417	7.106742583670334e-5
DE	EXTRACTIVE	DE	OTHER_MANUFACTURING	717.5894305637603	9855.45501042417	0.07281139529374969
DE	EXTRACTIVE	DE	OTHER_SERVICES	18.537491090996436	9855.45501042417	0.0018809371126334835
DE	EXTRACTIVE	DE	REF_ELMA	1.9452601720167786	9855.45501042417	0.0001973790322171088
DE	EXTRACTIVE	DE	REF_RATV	1.7700901888066214	9855.45501042417	0.00017960512091368558
DE	EXTRACTIVE	DE	TRADE	38.02300988676014	9855.45501042417	0.003858067420179281
DE	INC_EE	DE	INC_EE	46.25753877802942	76.55646662587444	0.6042277134351883
DE	INC_EE	DE	REC_EE	25.626198519415734	76.55646662587444	0.33473590996106173
DE	INC_EE	DE	UTIL_WASTE	4.672729328429288	76.55646662587444	0.06103637660374997
DE	METAL_COMPONENTS	DE	BASIC_METALS	1748.1300868514381	127251.4229928182	0.013737607373947393
DE	METAL_COMPONENTS	DE	CONSTRUCTION	177.29594982371776	127251.4229928182	0.0013932728267700705
DE	METAL_COMPONENTS	DE	EXTRACTIVE	1.0033774920917846	127251.4229928182	7.885000171262628e-6
DE	METAL_COMPONENTS	DE	INC_EE	0.008066300727573424	127251.4229928182	6.338868782652959e-8
DE	METAL_COMPONENTS	DE	METAL_COMPONENTS	118184.83604879084	127251.4229928182	0.9287506046628723
DE	METAL_COMPONENTS	DE	NEW_ELMA	369.1448228930516	127251.4229928182	0.002900909193871139
DE	METAL_COMPONENTS	DE	NEW_RATV	61.97933724123746	127251.4229928182	0.00048706203658512677
DE	METAL_COMPONENTS	DE	OTHER_MANUFACTURING	5810.306226384912	127251.4229928182	0.04566004913526848
DE	METAL_COMPONENTS	DE	OTHER_SERVICES	211.35965905233027	127251.4229928182	0.0016609610649639568
DE	METAL_COMPONENTS	DE	REC_EE	0.027072929385890978	127251.4229928182	2.1275148638156223e-7
DE	METAL_COMPONENTS	DE	REF_ELMA	21.373851276464265	127251.4229928182	0.00016796551876414425
DE	METAL_COMPONENTS	DE	REF_RATV	19.356319796306636	127251.4229928182	0.00015211083177748877
DE	METAL_COMPONENTS	DE	REU_ELMA	0.00876891832753729	127251.4229928182	6.891017893003986e-8
DE	METAL_COMPONENTS	DE	REU_RATV	0.016499484630855175	127251.4229928182	1.2966051178686127e-7
DE	METAL_COMPONENTS	DE	TRADE	410.4685824806806	127251.4229928182	0.0032256502349985237
DE	METAL_COMPONENTS	DE	TRANSPORT	176.4689123655165	127251.4229928182	0.0013867735874000878
DE	METAL_COMPONENTS	DE	UTIL_WASTE	59.63941073655389	127251.4229928182	0.00046867382174515886
DE	NEW_ELMA	DE	BASIC_METALS	330.3658994935197	63189.84479246072	0.00522814861436305
DE	NEW_ELMA	DE	CONSTRUCTION	19.557362465799393	63189.84479246072	0.00030950166961215284
DE	NEW_ELMA	DE	INC_EE	0.12985303883130997	63189.84479246072	2.054966889977279e-6
DE	NEW_ELMA	DE	METAL_COMPONENTS	275.81206143291257	63189.84479246072	0.004364816250756485
DE	NEW_ELMA	DE	NEW_ELMA	57603.75613553513	63189.84479246072	0.9115983165448117
DE	NEW_ELMA	DE	NEW_OFMA	0.022210604107399747	63189.84479246072	3.514900880093589e-7
