label,ACT_AGRI_FOOD,ACT_EXTRACTIVE,ACT_BASIC_METALS,ACT_METAL_COMPONENTS,ACT_NEW_ELMA,ACT_NEW_OFMA,ACT_NEW_RATV,ACT_REP_ELMA,ACT_REP_OFMA,ACT_REP_RATV,ACT_REF_ELMA,ACT_REF_OFMA,ACT_REF_RATV,ACT_REU_ELMA,ACT_REU_OFMA,ACT_REU_RATV,ACT_REC_EE,ACT_INC_EE,ACT_CONSTRUCTION,ACT_UTIL_WASTE,ACT_TRADE,ACT_TRANSPORT,ACT_OTHER_MANUFACTURING,ACT_OTHER_SERVICES,ACT_PUBLIC_SOCIAL,COM_AGRI_FOOD,COM_EXTRACTIVE,COM_BASIC_METALS,COM_METAL_COMPONENTS,COM_NEW_ELMA,COM_NEW_OFMA,COM_NEW_RATV,COM_REP_ELMA,COM_REP_OFMA,COM_REP_RATV,COM_REF_ELMA,COM_REF_OFMA,COM_REF_RATV,COM_REU_ELMA,COM_REU_OFMA,COM_REU_RATV,COM_REC_EE,COM_INC_EE,COM_CONSTRUCTION,COM_UTIL_WASTE,COM_TRADE,COM_TRANSPORT,COM_OTHER_MANUFACTURING,COM_OTHER_SERVICES,COM_PUBLIC_SOCIAL,CAP,LAB,HH,GOV,INV,EXT
ACT_TRADE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21906.06183099033,278.60559285762827,2219.219984689291,2974.4443051786566,983.0071113149079,268.37742304555906,1800.2766130542002,39.61278533657352,4.274088469201932,54.800115118954174,753.4898021275704,60.54627631239194,1285.43714873087,467.67860588266626,56.27949950743397,856.0670059602099,6.025780034255677,9.736977576615056,5669.867650925734,3699.6230703951683,2.9893533400264285e6,28373.69244515323,45413.53740040823,156563.1896797384,1441.6902460552503,0.0,0.0,0.0,0.0,0.0,0.0
ACT_TRANSPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.4216641865581,290.0368046975453,5.913744395568539,222.75984574383335,17.459465715835798,0.5292837250852596,9.133416831939716,0.5618158801392252,0.10695667298354487,1.2039035269321379,179.19417617411125,13.935102700854257,292.0767460188578,103.51133572674878,16.775316396780855,253.05894968500647,1.0062184711678392,1.3523268550048306,6321.202085543557,1394.3830464827904,16991.52026157549,1.8956598682240704e6,2600.9366753853255,44364.9209307324,2484.61670280432,0.0,0.0,0.0,0.0,0.0,0.0
ACT_OTHER_MANUFACTURING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7844.819448922486,18362.423454339805,6890.473350195028,35297.33994904578,15058.178400555435,611.8581828365182,8254.127844605211,6.01947758654204,0.8492272259747686,10.59688256797399,2415.043580334287,153.28473206246278,3440.272481924373,487.827911567673,39.68193778622012,730.7844478508963,8.419048861869232,6.608621834461955,7103.169472496051,6457.166609134418,126389.56843292873,5659.039244480422,4.592889734111478e6,246920.37243068777,2363.302821143189,0.0,0.0,0.0,0.0,0.0,0.0
ACT_OTHER_SERVICES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3008.0489151217885,1054.6765814602309,210.86901388085835,5738.087407928543,1580.5473692015003,1055.3474733028074,10611.609408227634,31.176400446373105,2.3782651371440457,76.33822989288726,744.7955724683144,105.36165068097671,1887.2000663551398,556.9359292004069,94.58247160184794,1749.0226350941846,2.7426155980724287,3.7337807512340304,31136.198437602627,3053.4787551084887,80645.5547104665,5727.806549106037,31169.708177364286,1.048315261038799e7,24134.555967720808,0.0,0.0,0.0,0.0,0.0,0.0
ACT_PUBLIC_SOCIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118.9382427975186,166.72559653884485,3.2513424894742187,296.78235831750493,97.09515892746668,8.569599174984216,183.2196966715631,0.2218648152368983,0.08340798779985016,0.5818963644563394,20.799812718781972,2.404171134448864,44.888877436901176,19.24594762429573,3.126743255975575,55.42436207450809,132.58134343653438,85.4274232920492,6106.687453740079,29134.294551111765,3321.8615891087434,12051.459265698477,3198.7285572354376,148391.68725992925,4.0945964924781183e6,0.0,0.0,0.0,0.0,0.0,0.0
COM_AGRI_FOOD,640757.6583238699,340.0883519017392,305.9010811384548,241.1991389845162,194.16515353298527,17.935933224828066,228.87830206903962,0.6885251469342396,0.10489865040608863,1.7528000295997392,184.96745831505675,21.37200218576442,339.48475138023,41.395761065706,2.844693802326731,42.377136361195724,1.1476171800621047,2.051659112531075,2005.539534656949,2887.2174995804435,21722.30624661404,5694.663319849892,45158.131767620034,153191.84945888686,35781.88355974194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847551.0328327961,3985.833003913978,24809.049366786745,147064.91251739446
COM_EXTRACTIVE,3099.7374003722903,22353.60401011511,20491.86803312347,1077.7747942679093,143.35641398232764,2.8188681253603667,62.25903168886249,0.20802855885930344,0.027689408425947432,0.586567448729339,40.221160487143386,5.935468811656632,100.3299996963574,1.9444638406363437,0.07162161059368305,2.7999208006668943,0.9537723823644477,0.9216635405254661,16847.059466762235,45556.62582482902,3130.935324871718,1706.6158199358001,138750.96652980286,2742.635728160258,1544.1694264991265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9626.99371534072,280.1337387345821,7022.336839694992,55286.49323675858
COM_BASIC_METALS,1138.066370301454,2006.844447198631,97301.59872297675,65130.36129217596,16021.0881244362,200.798685000319,3619.574640723505,1.0705975194762019,0.06519541552255748,1.916566773492637,130.26236377806828,4.111521934900898,119.92986043321899,4.52191597633292,0.2812414792874197,5.899708234710785,7.112039639951319,10.870929324935775,38542.67178463064,6029.736146297429,2515.5300845773586,2020.4753662811875,103937.64316317294,10627.079658948809,676.4496709809374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.86507221949836,5.231950115587387,2390.7289002454904,76223.66869285413
COM_METAL_COMPONENTS,10171.79659154108,2097.27669432192,8931.088944216393,83980.00551341564,8343.097989380178,298.8742273681566,4522.135444652575,1.9156349693070267,0.16534032717731095,3.435190837720844,226.30107895465028,9.04875502406045,241.27289274233013,13.983269147826817,1.0080723256622495,21.504660937547236,9.016814425744037,10.00031553809727,77991.25300587028,8461.96587262228,7551.4621284606455,5230.838587520809,147339.59312301475,26052.691962591634,8440.49056680485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21523.246950141303,139.28004952469314,71257.98680672003,56020.68648485069
COM_NEW_ELMA,714.1330171920247,378.7673848510833,790.2363658435135,2000.3719752695968,17981.913285234765,278.8928740979155,3981.7768127899544,1.8067997291624893,0.10012814891054829,2.9402533273718747,66.40469638572516,3.038427834133086,76.32305137846011,6.249748451266369,0.6156542310119977,13.229530895359993,0.3754799787598213,0.5495188055483837,23754.93190942519,4915.3971904774235,2987.2896050016566,1832.8662494762445,33874.57118607647,11893.758010206087,1501.304238130203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28440.591306698083,27.632323533559337,31714.55545846862,50447.20925598747
COM_NEW_OFMA,21.993866550972587,15.13855801592112,21.596158895865837,55.58402354852127,128.47131691379042,69.73490700785095,917.0662290028504,0.1650574277912086,0.010267240930121171,0.2533039583701976,1.9992788752241781,0.14471251102201735,2.779570357989089,0.2245912383825725,0.015212867504460641,0.41292043990747407,0.0031497551927539245,0.0063291603939199335,252.7556058936253,88.84880700700742,124.12761813058205,77.67807364985381,1047.4852456563563,1114.421310540355,544.6687329866362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.8669231199976,26.952846719792802,2770.512182929288,3780.221619202372
COM_NEW_RATV,380.0230572097026,263.7379159592411,320.3446211219014,921.4970621826564,2952.2405602412427,1040.3381348215105,19979.803301521704,2.6242554289680498,0.23191930690750112,4.831420948539075,59.525592478572015,2.785526023252401,73.16591302925244,4.724349669141222,0.4200487266000594,9.381751124077207,0.17516391196403425,0.2602662600139631,2954.668198898323,1372.6981029886317,2331.835678167181,953.8356981248688,22708.283112970275,18939.15598004136,10170.492083804611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35274.407036491626,756.9421901106876,49979.64854519848,78253.10284733876
COM_REP_ELMA,3.975489752902501,0.7133256805937489,1.3887971238934524,1.0233542410218246,0.8801225161595473,0.034388650448993495,1.7426741520655558,0.0,0.0,0.019161860185555123,0.08852911153205145,0.0,0.1771256782840508,0.03018107532646204,0.0,0.05998933373590968,0.0,0.0,2.5614135765831296,2.640530855073022,16.503212052940917,5.741166651083941,21.794968061078038,44.03705282761995,24.537169047670098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.95640573810529,0.0008298624562071326,10.97840035591453,9.618873926316889
COM_REP_OFMA,0.24982281088711134,0.10730623127602479,0.1298548977791256,0.10385060535050777,0.03850794212707021,0.0,0.09712799221398723,0.0,0.0,0.0,0.0,0.0,0.008799691597241576,0.0,0.0,0.0,0.0,0.0,0.20647370950248806,0.3218180688340574,0.9452988723260156,0.5309358787615791,1.8902707712911244,4.721944061546922,3.96254207411073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.26356515781147,0.0,0.5028066690752059,1.2256392888702565
