product_region	product_sector	original_supply_total_meur	original_use_total_meur	original_gap_meur	balanced_supply_total_meur	balanced_use_total_meur	balanced_gap_meur
PL	METAL_COMPONENTS	24276.272999999997	24276.247000000018	0.025999999979831045	24276.231180158255	24276.231180158138	1.1641532182693481e-10
PL	NEW_ELMA	9719.745000000003	9719.723999999993	0.02100000000973523	9719.711056057922	9719.711056057831	9.094947017729282e-11
PL	NEW_OFMA	150.3505312669786	150.35013690219847	0.00039436478013499254	150.34513253321302	150.34513253311775	9.526957001071423e-11
PL	NEW_RATV	5720.85886873302	5720.843863097794	0.015005635225861624	5720.831735008208	5720.831735008117	9.094947017729282e-11
PL	OTHER_MANUFACTURING	160072.61259999996	160072.1800000001	0.432599999854574	160072.50652901517	160072.506529015	1.7462298274040222e-10
PL	OTHER_SERVICES	197605.59077398828	197604.73350035772	0.8572736305650324	197605.4372797948	197605.43727979469	1.1641532182693481e-10
PL	PUBLIC_SOCIAL	78134.90299999999	78134.78799999994	0.11500000004889444	78134.85963875298	78134.85963875287	1.1641532182693481e-10
PL	REC_EE	16.3213317707719	16.321194360817884	0.00013740995401434475	16.346014737218574	16.346014737123443	9.513101417724101e-11
PL	REF_ELMA	964.406312116779	964.4052133836321	0.0010987331468186312	964.379348257952	964.3793482578571	9.481482265982777e-11
PL	REF_OFMA	25.686085279694346	25.68608591963808	-6.399437353366011e-7	25.694834169297344	25.69483416920221	9.513456689091981e-11
PL	REF_RATV	977.3591588741257	977.3591832242423	-2.435011663237674e-5	977.3341906088529	977.3341906087581	9.470113582210615e-11
PL	REP_ELMA	32.44148183936569	32.440081659830966	0.0014001795347269308	32.510773514224844	32.510773514129696	9.514877774563502e-11
PL	REP_OFMA	0.0714802453448952	0.07147716024504568	3.0850998495174364e-6	0.20814290882403017	0.2081429087288702	9.515996324260811e-11
PL	REP_RATV	2.719833392503406	2.7197160040572266	0.00011738844617958932	2.812141457889488	2.8121414577943376	9.515055410247442e-11
PL	REU_ELMA	479.0499153236567	479.0486225102192	0.001292813437487439	479.023197144734	479.02319714463886	9.515588317299262e-11
PL	REU_OFMA	8.408805111336104	8.408788087419254	1.7023916850433807e-5	8.4346280110162	8.43462801092106	9.513989596143801e-11
PL	REU_RATV	319.9562175887043	319.9555698263541	0.0006477623501837115	319.93291831481633	319.93291831472084	9.549694368615746e-11
PL	TRADE	93472.64293624024	93472.61576186653	0.027174373710295185	93472.57725423324	93472.57725423305	1.8917489796876907e-10
PL	TRANSPORT	62449.188	62449.06600000003	0.12199999997392297	62449.12876650349	62449.12876650335	1.382431946694851e-10
PL	UTIL_WASTE	32184.594724986182	32184.486090795795	0.10863419038651045	32184.542392203883	32184.54239220378	1.0186340659856796e-10
REU	AGRI_FOOD	1.1933852609999997e6	1.1933796819999993e6	5.579000000376254	1.1933845951503376e6	1.193384595150338e6	-4.656612873077393e-10
REU	BASIC_METALS	252676.94899999996	252675.408	1.540999999968335	252676.73797456606	252676.73797456597	8.731149137020111e-11
REU	CONSTRUCTION	1.4240218259999997e6	1.424020238e6	1.5879999997559935	1.4240216504006232e6	1.4240216504006227e6	4.656612873077393e-10
REU	EXTRACTIVE	299769.58500000025	299767.6069999999	1.97800000035204	299769.3343874121	299769.33438741235	-2.3283064365386963e-10
REU	INC_EE	378.8398852899943	378.83452997901446	0.005355310979837213	378.85845092669945	378.8584509266044	9.5042196335271e-11
REU	METAL_COMPONENTS	254545.743	254544.05300000004	1.6899999999441206	254545.5594187419	254545.5594187418	1.1641532182693481e-10
REU	NEW_ELMA	102345.10803142341	102343.89658790642	1.211443516993313	102344.98066377705	102344.98066377698	7.275957614183426e-11
