product_region	product_sector	activity_region	activity_sector	original_value_meur	balanced_value_meur	delta_meur	abs_delta_meur	pct_delta	objective_contribution
ROW	INC_EE	ROW	PUBLIC_SOCIAL	359.32691443385727	359.04317298006913	-0.28374145378813864	0.28374145378813864	-0.07896470940263176	0.040254606298903206
ROW	REP_RATV	ROW	PUBLIC_SOCIAL	0.42377135673282934	0.14626075331915117	-0.27751060341367817	0.27751060341367817	-65.4859274947734	0.03850606750351188
ROW	OTHER_MANUFACTURING	ROW	TRANSPORT	3373.9526294512957	3373.6760586046603	-0.27657084663542264	0.27657084663542264	-0.008197235616802398	0.038245716604317234
ROW	REC_EE	ROW	PUBLIC_SOCIAL	19.417538090780525	19.142006759932045	-0.27553133084848014	0.27553133084848014	-1.4189817965610316	0.03795875713956731
ROW	OTHER_SERVICES	ROW	NEW_ELMA	11265.093651784622	11264.819503881114	-0.27414790350849216	0.27414790350849216	-0.002433605187694658	0.03757853649905076
ROW	TRANSPORT	ROW	AGRI_FOOD	3464.0359999999987	3463.7645078462156	-0.27149215378312874	0.27149215378312874	-0.007837451856248862	0.036853994782901016
ROW	AGRI_FOOD	ROW	AGRI_FOOD	1.0279997152000003e7	1.0279996892511772e7	-0.2594882305711508	0.2594882305711508	-2.524205276853278e-6	0.03366707090247335
ROW	UTIL_WASTE	ROW	AGRI_FOOD	1992.0443990292301	1991.786844306471	-0.25755472275909597	0.25755472275909597	-0.012929165779869585	0.03316721760775739
ROW	OTHER_SERVICES	ROW	NEW_OFMA	9681.116380242998	9680.859262969265	-0.2571172737334564	0.2571172737334564	-0.002655863886299058	0.03305464622606257
ROW	TRANSPORT	ROW	TRADE	20401.73293067796	20401.476005826717	-0.25692485124454834	0.25692485124454834	-0.0012593285683992657	0.03300518959351664
ROW	OTHER_SERVICES	ROW	REF_RATV	3603.2289716967475	3602.9758189254967	-0.253152771250825	0.253152771250825	-0.007025719798528826	0.03204316279598627
ROW	OTHER_SERVICES	ROW	REF_ELMA	2345.9990095226035	2345.746859355828	-0.2521501667756638	0.2521501667756638	-0.010748093488196947	0.03178985330249754
ROW	PUBLIC_SOCIAL	ROW	AGRI_FOOD	283.7	283.44812539418734	-0.2518746058126453	0.2518746058126453	-0.08878202531288168	0.03172040852663773
ROW	OTHER_SERVICES	ROW	REU_RATV	1229.356542413979	1229.1053108236747	-0.2512315903043145	0.2512315903043145	-0.020436023369672172	0.03155865598341747
ROW	OTHER_SERVICES	ROW	REF_OFMA	683.5034862079838	683.2526723328748	-0.25081387510897457	0.25081387510897457	-0.03669533223604572	0.031453799973590144
ROW	OTHER_SERVICES	ROW	REU_ELMA	736.2638116998654	736.0130318645611	-0.25077983530434267	0.25077983530434267	-0.03406113832015581	0.03144526289763662
ROW	OTHER_SERVICES	ROW	REU_OFMA	233.1990248559939	232.94857541342176	-0.2504494425721475	0.2504494425721475	-0.10739729410395527	0.03136246164234971
ROW	OTHER_SERVICES	ROW	INC_EE	21.9025490013088	21.65223653122596	-0.2503124700828394	0.2503124700828394	-1.1428462964191148	0.03132816633948619
ROW	OTHER_SERVICES	ROW	REC_EE	1.1835839800316053	0.933315144456208	-0.25026883557539725	0.25026883557539725	-21.145000253274326	0.03131724503013261
ROW	OTHER_MANUFACTURING	ROW	EXTRACTIVE	36227.69947449473	36227.449614922894	-0.24985957183525898	0.24985957183525898	-0.0006896920739092661	0.03121490281884947
ROW	AGRI_FOOD	ROW	TRADE	44904.46701499197	44904.22209406374	-0.244920928227657	0.244920928227657	-0.0005454266457408052	0.029993130541948552
ROW	UTIL_WASTE	ROW	TRADE	5111.033291169272	5110.790303749052	-0.24298742021983344	0.24298742021983344	-0.004754174085300161	0.02952144319254496
FR	OTHER_MANUFACTURING	FR	OTHER_MANUFACTURING	444168.06999999995	444167.828159463	-0.24184053693898022	0.24184053693898022	-5.444797887857636e-5	0.02924342265346713
