activity_region	activity_sector	original_total_meur	target_meur	balanced_total_meur	delta_from_original_meur	target_residual_meur	sum_abs_cell_adjustment_meur
SK	NEW_OFMA	0.046952278852121006	0.046952278852121006	0.046952278852126855	5.8494875609937935e-15	5.8494875609937935e-15	0.004052552203732129
SK	NEW_RATV	3857.9428477211477	3857.9428477211477	3857.942847721149	1.3642420526593924e-12	1.3642420526593924e-12	0.1953347600824639
SK	OTHER_MANUFACTURING	48659.90619999998	48659.90619999998	48659.906199999976	-7.275957614183426e-12	-7.275957614183426e-12	0.2567515518078756
SK	OTHER_SERVICES	44877.87751322089	44877.87751322089	44877.87751322089	0.0	0.0	0.2915193143761237
SK	PUBLIC_SOCIAL	15554.244999999997	15554.244999999997	15554.244999999999	1.8189894035458565e-12	1.8189894035458565e-12	0.21360828241410432
SK	REC_EE	0.7497333842678701	0.7497333842678701	0.7497333842678676	-2.4424906541753444e-15	-2.4424906541753444e-15	0.1507506332217939
SK	REF_ELMA	424.68393284604014	424.68393284604014	424.68393284604025	1.1368683772161603e-13	1.1368683772161603e-13	0.2136103633299218
SK	REF_OFMA	0.008248037768605181	0.008248037768605181	0.008248037768613537	8.35616298378028e-15	8.35616298378028e-15	0.013894048449102107
SK	REF_RATV	677.7191459420748	677.7191459420748	677.7191459420748	0.0	0.0	0.21362580761523134
SK	REP_ELMA	0.5252863281401764	0.5252863281401764	0.5252863281401762	-2.220446049250313e-16	-2.220446049250313e-16	0.14613149117236973
SK	REP_OFMA	5.48191536155437e-6	5.48191536155437e-6	5.481915350017346e-6	-1.1537023269505512e-14	-1.1537023269505512e-14	2.907197539471914e-6
SK	REP_RATV	0.4504343486911148	0.4504343486911148	0.4504343486911159	1.1102230246251565e-15	1.1102230246251565e-15	0.14422823518451688
SK	REU_ELMA	246.52099568206012	246.52099568206012	246.5209956820601	-2.842170943040401e-14	-2.842170943040401e-14	0.21059255107121722
SK	REU_OFMA	0.004142754761455223	0.004142754761455223	0.004142754761453461	-1.7616116898544476e-15	-1.7616116898544476e-15	0.0024418217085912922
SK	REU_RATV	340.3990497362961	340.3990497362961	340.3990497362961	0.0	0.0	0.21086528568856366
SK	TRADE	14634.130245621363	14634.130245621363	14634.130245621363	0.0	0.0	0.2915193143726583
SK	TRANSPORT	10625.21	10625.21	10625.21	0.0	0.0	0.126385407973913
SK	UTIL_WASTE	11171.106247196989	11171.106247196989	11171.106247196987	-1.8189894035458565e-12	-1.8189894035458565e-12	0.18238575453547423
