product_region	product_sector	use_region	use_code	original_value_meur	balanced_value_meur	delta_meur	abs_delta_meur	pct_delta	objective_contribution
ROW	OTHER_SERVICES	IT	REC_EE	3.9483482999647093	4.20037522788923	0.2520269279245211	0.2520269279245211	6.383097659514327	0.03175878619953587
ROW	OTHER_SERVICES	SK	P3_S13	23.41014365811005	23.661943108355572	0.251799450245521	0.251799450245521	1.075599765310664	0.0317014815719733
ROW	OTHER_SERVICES	PL	NEW_OFMA	0.8228965732738744	1.074614004841254	0.2517174315673796	0.2517174315673796	30.589194285489338	0.03168083267743921
ROW	OTHER_SERVICES	IT	REU_RATV	3.8335524867638564	4.0852572824624405	0.25170479569858406	0.25170479569858406	6.5658366897974565	0.03167765208883297
ROW	OTHER_SERVICES	PL	P3_S13	13.017	13.267760973180192	0.2507609731801921	0.2507609731801921	1.9264114095428446	0.03144053283513851
ROW	OTHER_SERVICES	DE	REP_RATV	0.39711771925448247	0.6476791408770457	0.25056142162256323	0.25056142162256323	63.09499915867453	0.03139051300275995
ROW	OTHER_SERVICES	DE	INC_EE	1.778858543120401	2.029212820050162	0.25035427692976087	0.25035427692976087	14.073872141097832	0.031338631988511695
ROW	OTHER_SERVICES	PL	REF_OFMA	0.16284439416183386	0.41313228189342666	0.25028788773159283	0.25028788773159283	153.69757676942697	0.031322013372571206
ROW	OTHER_SERVICES	IT	INC_EE	1.82545519683033	2.0756913052423966	0.25023610841206656	0.25023610841206656	13.708148457796696	0.03130905497660776
ROW	OTHER_SERVICES	PL	INC_EE	0.4589569846557131	0.7088740882453346	0.2499171035896215	0.2499171035896215	54.4532738241465	0.0312292793333128
ROW	OTHER_SERVICES	PL	REC_EE	0.2761179876403196	0.5245385686358156	0.24842058099549602	0.24842058099549602	89.96899590587228	0.0308563925310699
ROW	OTHER_SERVICES	PL	P3_S15	3.6909999999999994	3.9392832585913244	0.24828325859132505	0.24828325859132505	6.726720633739504	0.030822288248363392
ROW	OTHER_SERVICES	IT	REU_OFMA	1.1009648474864768	1.3487188130142038	0.247753965527727	0.247753965527727	22.503349320675756	0.03069101371735707
ROW	OTHER_SERVICES	DE	REP_ELMA	0.16000012334365085	0.4073345190157166	0.24733439567206575	0.24733439567206575	154.58387812666678	0.030587151641232987
ROW	OTHER_SERVICES	PL	REP_ELMA	0.2295739194964181	0.4758648114538647	0.24629089195744663	0.24629089195744663	107.28173849089568	0.030329601730597327
ROW	OTHER_SERVICES	IT	REP_ELMA	0.011450533667520909	0.2532924206103808	0.2418418869428599	0.2418418869428599	2112.05777796049	0.029243749140041516
ROW	OTHER_SERVICES	IT	REP_RATV	0.009935394055415976	0.25103702800607375	0.24110163395065778	0.24110163395065778	2426.6942267803524	0.029064998946838488
ROW	OTHER_SERVICES	IT	REP_OFMA	0.0028533637243018397	0.23684418074739091	0.23399081702308908	0.23399081702308908	8200.525402009234	0.027375851225566378
ROW	OTHER_SERVICES	PL	REU_OFMA	0.058324938017743765	0.29028801888726335	0.23196308086951958	0.23196308086951958	397.70823382435685	0.026903435443239643
ROW	OTHER_SERVICES	DE	NEW_OFMA	0.036055969380912	0.267621882317177	0.231565912936265	0.231565912936265	642.2401530517601	0.02681138601700293
ROW	OTHER_MANUFACTURING	ROW	P51G	3.3214079766909615e6	3.3214082057172307e6	0.22902626916766167	0.22902626916766167	6.89545731132479e-6	0.026226515984429107
ROW	OTHER_MANUFACTURING	ROW	OTHER_MANUFACTURING	6.955475675532854e6	6.955475903482291e6	0.22794943675398827	0.22794943675398827	3.277265961202937e-6	0.02598047285823025
ROW	OTHER_SERVICES	SK	INC_EE	0.06922976568334503	0.2971017464303294	0.22787198074698434	0.22787198074698434	329.1531879354673	0.025962819804777
ROW	OTHER_SERVICES	FR	NEW_OFMA	0.016754555781868515	0.2382484046990873	0.2214938489172188	0.2214938489172188	1321.99177227316	0.024529762554081874
ROW	OTHER_MANUFACTURING	ROW	OTHER_SERVICES	866419.9651799954	866420.1811935576	0.21601356216706336	0.21601356216706336	2.4931738746600486e-5	0.023330929520051873
ROW	OTHER_SERVICES	PL	REP_RATV	0.019247049668877126	0.23474521494147932	0.21549816527260218	0.21549816527260218	1119.6425892798893	0.023219729617928883
ROW	OTHER_MANUFACTURING	ROW	P3_S13	362869.79011616163	362869.9996860197	0.2095698580960743	0.2095698580960743	5.775345972696899e-5	0.021959762711204363
ROW	OTHER_MANUFACTURING	ROW	AGRI_FOOD	626182.8603427614	626183.0535992937	0.19325653230771422	0.19325653230771422	3.086263526950083e-5	0.018674043639801297
ROW	OTHER_MANUFACTURING	ROW	CONSTRUCTION	1.6764045947278207e6	1.6764047838001212e6	0.18907230044715106	0.18907230044715106	1.1278440839506805e-5	0.01787416739818888
ROW	OTHER_MANUFACTURING	ROW	PUBLIC_SOCIAL	796810.1453605052	796810.3333104053	0.18794990004971623	0.18794990004971623	2.3587789531053352e-5	0.017662582464349163
