instrument,wedge_percent,family,route,valid_parameter_configurations,median_change_tonnes,lower_quartile_change_tonnes,upper_quartile_change_tonnes,median_change_percent,lower_quartile_change_percent,upper_quartile_change_percent
recycling_support,0.5,RATV,REC,729,4.297635990923538,2.146175481218833,8.610451569923342,0.030319184115738487,0.015140949512053534,0.060745457972594494
recycling_support,0.5,RATV,REP,729,0.11935879098018631,-0.35922076208225917,0.4670072388398694,4.405595094222299e-6,-1.3259025281473458e-5,1.7237480235039982e-5
recycling_support,0.5,RATV,REU,729,0.0002466135732945851,8.864446543377369e-5,0.00037069332298766966,1.8971457766323327e-5,6.8192302221188044e-6,2.851664905288099e-5
recycling_support,1.0,ELMA,INC,729,-0.012273261293358928,-0.043222379779734865,-0.003016017712411667,-8.020725666382493e-6,-2.8246351362945165e-5,-1.971004291197976e-6
recycling_support,1.0,ELMA,REC,729,42.2117238192054,21.067335967250052,84.79763619499401,0.07594214973405963,0.037901763722682294,0.152557493567335
recycling_support,1.0,ELMA,REP,729,0.26257493198318116,-0.5821460128736362,0.8119400324112576,1.17954416696382e-5,-2.6151275318632697e-5,3.6474126525393485e-5
recycling_support,1.0,ELMA,REU,729,-0.0001020247669227814,-0.0001948359968277913,1.1095763957635896e-5,-4.859794917735941e-5,-9.28071698406682e-5,5.285298748148956e-6
recycling_support,1.0,OFMA,INC,729,-0.00014043577059266732,-0.000675202211229603,-6.937784908955802e-6,-5.268489123977388e-6,-2.5330408992923533e-5,-2.602730357306602e-7
recycling_support,1.0,OFMA,REC,729,0.8452356187725877,0.4216796493758668,1.6979903863627401,0.0752255617384068,0.037529285081499414,0.15112032408908474
recycling_support,1.0,OFMA,REP,729,-0.4810628504108405,-0.8877177324276895,0.18879465751942082,-0.0005338687224395418,-0.0009851617752095246,0.00020951849124750614
recycling_support,1.0,OFMA,REU,729,0.0016653429803682451,0.0011492680546593137,0.0024888533449358707,0.004701677048637349,0.0032446692957681044,0.0070266514389256615
recycling_support,1.0,RATV,INC,729,-0.002786791641426589,-0.028247567339320767,0.0016173449351128966,-7.738917311121154e-6,-7.844346331088585e-5,4.491365098968067e-6
recycling_support,1.0,RATV,REC,729,8.67556586237734,4.335982639553734,17.3580345845384,0.06120482964242607,0.030589714030904845,0.12245835793619204
recycling_support,1.0,RATV,REP,729,-0.4552517850243021,-1.6619493084144779,0.2578865463437978,-1.6803580316693647e-5,-6.134341391923453e-5,9.518726640141388e-6
recycling_support,1.0,RATV,REU,729,0.0001401692272215982,-2.7182451026508403e-5,0.00035697638691889466,1.0782920578326159e-5,-2.091088153605207e-6,2.7461434330367434e-5
recycling_support,2.0,ELMA,INC,729,-0.033439947055327934,-0.16782913493976537,-0.008196629748653095,-2.1853412489007343e-5,-0.00010967838278702082,-5.356597324170855e-6
recycling_support,2.0,ELMA,REC,729,85.42759193234296,42.79050780337674,172.21831640742892,0.1536908325689945,0.07698342680148935,0.3098340458109919
recycling_support,2.0,ELMA,REP,729,0.3150321576185888,-1.5273306476383368,1.457476975987447,1.4151935263524513e-5,-6.861104153546041e-5,6.54730614429019e-5
recycling_support,2.0,ELMA,REU,729,-0.0002289990153014898,-0.0004331841968836514,4.208512696335376e-6,-0.00010908020515949987,-0.00020634071725466704,2.0046611454998524e-6
recycling_support,2.0,OFMA,INC,729,-0.00036029536876400203,-0.0029320299082871704,-7.435099789054878e-5,-1.351658643479313e-5,-0.00010999596198173986,-2.7892994932138393e-6
recycling_support,2.0,OFMA,REC,729,1.7078972101524266,0.8505622971971756,3.448248687507291,0.15200202662039167,0.07569963354488292,0.3068924673431812
recycling_support,2.0,OFMA,REP,729,-0.3813571088775092,-1.300462855346784,0.41624998532007984,-0.00042321836395347895,-0.001443213589598814,0.00046194140264317824
recycling_support,2.0,OFMA,REU,729,0.00274675810634617,0.0012653846756272014,0.004920407545662364,0.0077547806662089,0.0035724953701598908,0.013891533155691015
recycling_support,2.0,RATV,INC,729,-0.01958969830994306,-0.09191902506418614,-0.004042774585599318,-5.440057057615255e-5,-0.0002552590311080665,-1.1226780560257174e-5
recycling_support,2.0,RATV,REC,729,17.75351693073702,9.225490809133717,35.293938718402345,0.12524842719618617,0.06508446852895756,0.24899349978286014
recycling_support,2.0,RATV,REP,729,-2.207972848933423,-7.312143052186002,-0.4241540561342845,-8.149742697252928e-5,-0.00026989500559125075,-1.5655746958846886e-5
recycling_support,2.0,RATV,REU,729,-0.00016157164611962926,-0.0005022990591339038,0.00029749289051927974,-1.242936315160715e-5,-3.8640798473163506e-5,2.2885495444836035e-5
refurbishment_support,0.25,ELMA,INC,729,-0.2182776818806076,-0.29421500167434544,-0.16296139723355907,-0.00014264712235904174,-0.00019227308528346006,-0.0001064972569375685
refurbishment_support,0.25,ELMA,REC,729,0.02286332240399247,-0.00912293624490701,0.3022843012604568,4.113288196565199e-5,-1.641286656030361e-5,0.0005438327931571625
refurbishment_support,0.25,ELMA,REP,729,-6.223040002401831,-248.72882965080134,111.5978483317549,-0.00027955260162024036,-0.011173444393737205,0.005013220037846804
refurbishment_support,0.25,ELMA,REU,729,-0.0007163631878293053,-0.028742061839471145,0.012993089303918515,-0.00034122873146094965,-0.013690844906162127,0.006189060878978873
refurbishment_support,0.25,OFMA,INC,729,-0.0038484024084810553,-0.0051668437958868885,-0.0028920296896928765,-0.00014437394510106012,-0.0001938356604520348,-0.00010849534204900203
