instrument,wedge_percent,x_parameter,x_value,y_parameter,y_value,valid_remaining_parameter_configurations,median_reduction_tonnes,minimum_reduction_tonnes,maximum_reduction_tonnes,material_outcome_regime
refurbishment_support,0.25,Armington elasticity,1.0,Metal-substitution elasticity,1.0,81,45.593471348285675,-208.5413745045662,1716.442352771759,parameter_dependent
refurbishment_support,0.25,Armington elasticity,1.0,Metal-substitution elasticity,2.0,81,19.50746250152588,-224.4801178574562,13005.38555854559,parameter_dependent
refurbishment_support,0.25,Armington elasticity,2.0,Metal-substitution elasticity,0.5,81,194.42629981040955,-212.15051436424255,2517.399642944336,parameter_dependent
refurbishment_support,0.25,Armington elasticity,2.0,Metal-substitution elasticity,1.0,81,104.53611397743225,-168.88882672786713,1304.8539512753487,parameter_dependent
refurbishment_support,0.25,Armington elasticity,2.0,Metal-substitution elasticity,2.0,81,250.5475606918335,-215.55445390939713,3569.7231706380844,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,0.5,Circular-service elasticity,0.5,81,-58.981109738349915,-176.19565504789352,346.2522493004799,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,0.5,Circular-service elasticity,1.0,81,266.45700097084045,14.40340119600296,2517.399642944336,primary_metal_saving
refurbishment_support,0.25,CET transformation elasticity,0.5,Circular-service elasticity,2.0,81,861.5359504818916,596.5600430369377,13005.38555854559,primary_metal_saving
refurbishment_support,0.25,CET transformation elasticity,1.0,Circular-service elasticity,0.5,81,-109.81701022386551,-216.5056284070015,95196.16584599018,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,1.0,Circular-service elasticity,1.0,81,56.34443908929825,-26.16038578748703,467.40244203805923,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,1.0,Circular-service elasticity,2.0,81,650.4110180735588,481.9654375910759,1534.5878541469574,primary_metal_saving
refurbishment_support,0.25,CET transformation elasticity,2.0,Circular-service elasticity,0.5,81,-134.2389640212059,-291.6205126643181,280.00423699617386,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,2.0,Circular-service elasticity,1.0,81,-28.878932416439056,-113.48602825403214,77.62164157629013,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,2.0,Circular-service elasticity,2.0,81,450.72632843255997,308.40728545188904,1571.6286028027534,primary_metal_saving
refurbishment_support,0.25,CET transformation elasticity,0.5,EOL-allocation elasticity,0.5,81,203.8860266804695,-160.0178820490837,1174.357774078846,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,0.5,EOL-allocation elasticity,1.0,81,266.45700097084045,-155.0206382870674,1758.7891248464584,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,0.5,EOL-allocation elasticity,2.0,81,296.9881485104561,-176.19565504789352,13005.38555854559,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,1.0,EOL-allocation elasticity,0.5,81,53.72778809070587,-216.5056284070015,1062.0671340227127,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,1.0,EOL-allocation elasticity,1.0,81,71.65730381011963,-210.83801114559174,1534.5878541469574,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,1.0,EOL-allocation elasticity,2.0,81,56.34443908929825,-163.65643227100372,95196.16584599018,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,2.0,EOL-allocation elasticity,0.5,81,-23.319003343582153,-264.86644983291626,722.0606068372726,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,2.0,EOL-allocation elasticity,1.0,81,-12.583481669425964,-247.9103400707245,965.6014779806137,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,2.0,EOL-allocation elasticity,2.0,81,-11.02756541967392,-291.6205126643181,1571.6286028027534,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,0.5,EOL-productivity elasticity,0.5,81,258.9417454600334,-176.19565504789352,13005.38555854559,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,0.5,EOL-productivity elasticity,1.0,81,342.1847613453865,-160.0178820490837,2517.399642944336,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,0.5,EOL-productivity elasticity,2.0,81,273.45672339200974,-155.0206382870674,1758.7891248464584,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,1.0,EOL-productivity elasticity,0.5,81,56.34443908929825,-216.5056284070015,3569.7231706380844,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,1.0,EOL-productivity elasticity,1.0,81,87.79375702142715,-207.1473469734192,95196.16584599018,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,1.0,EOL-productivity elasticity,2.0,81,52.45243239402771,-210.83801114559174,1534.5878541469574,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,2.0,EOL-productivity elasticity,0.5,81,-28.328564405441284,-264.86644983291626,965.6014779806137,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,2.0,EOL-productivity elasticity,1.0,81,-11.09301233291626,-181.2668114900589,849.1942905187607,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,2.0,EOL-productivity elasticity,2.0,81,-27.235509634017944,-291.6205126643181,1571.6286028027534,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,0.5,Metal-substitution elasticity,0.5,81,273.45672339200974,-176.19565504789352,2517.399642944336,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,0.5,Metal-substitution elasticity,1.0,81,288.0379026532173,-155.0206382870674,1716.442352771759,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,0.5,Metal-substitution elasticity,2.0,81,266.45700097084045,-127.09291911125183,13005.38555854559,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,1.0,Metal-substitution elasticity,0.5,81,58.145600855350494,-216.5056284070015,1062.0671340227127,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,1.0,Metal-substitution elasticity,1.0,81,58.05265831947327,-210.83801114559174,1534.5878541469574,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,1.0,Metal-substitution elasticity,2.0,81,61.463186502456665,-177.00221753120422,95196.16584599018,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,2.0,Metal-substitution elasticity,0.5,81,-4.928971290588379,-247.9103400707245,965.6014779806137,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,2.0,Metal-substitution elasticity,1.0,81,-12.077823519706726,-291.6205126643181,849.1942905187607,parameter_dependent
refurbishment_support,0.25,CET transformation elasticity,2.0,Metal-substitution elasticity,2.0,81,-17.51788890361786,-224.4801178574562,1571.6286028027534,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,0.5,EOL-allocation elasticity,0.5,81,-92.55704736709595,-264.86644983291626,280.00423699617386,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,0.5,EOL-allocation elasticity,1.0,81,-116.34028905630112,-247.9103400707245,288.6112469434738,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,0.5,EOL-allocation elasticity,2.0,81,-105.89568829536438,-291.6205126643181,95196.16584599018,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,1.0,EOL-allocation elasticity,0.5,81,46.725617945194244,-113.48602825403214,655.7942430973053,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,1.0,EOL-allocation elasticity,1.0,81,61.463186502456665,-111.8930075764656,1354.7764312624931,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,1.0,EOL-allocation elasticity,2.0,81,54.254878759384155,-88.52093613147736,2517.399642944336,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,2.0,EOL-allocation elasticity,0.5,81,606.3007474541664,308.40728545188904,1174.357774078846,primary_metal_saving
refurbishment_support,0.25,Circular-service elasticity,2.0,EOL-allocation elasticity,1.0,81,630.512826025486,328.7730351090431,1758.7891248464584,primary_metal_saving
refurbishment_support,0.25,Circular-service elasticity,2.0,EOL-allocation elasticity,2.0,81,755.9539586305618,350.4956181049347,13005.38555854559,primary_metal_saving
refurbishment_support,0.25,Circular-service elasticity,0.5,EOL-productivity elasticity,0.5,81,-113.36736536026001,-264.86644983291626,3569.7231706380844,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,0.5,EOL-productivity elasticity,1.0,81,-88.63663673400879,-207.1473469734192,95196.16584599018,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,0.5,EOL-productivity elasticity,2.0,81,-109.39226108789444,-291.6205126643181,288.6112469434738,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,1.0,EOL-productivity elasticity,0.5,81,55.077550292015076,-113.48602825403214,655.7942430973053,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,1.0,EOL-productivity elasticity,1.0,81,77.62164157629013,-100.67559456825256,2517.399642944336,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,1.0,EOL-productivity elasticity,2.0,81,31.274352371692657,-88.52093613147736,1354.7764312624931,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,2.0,EOL-productivity elasticity,0.5,81,630.512826025486,328.7730351090431,13005.38555854559,primary_metal_saving
refurbishment_support,0.25,Circular-service elasticity,2.0,EOL-productivity elasticity,1.0,81,639.6083301305771,308.40728545188904,1643.4055352210999,primary_metal_saving
refurbishment_support,0.25,Circular-service elasticity,2.0,EOL-productivity elasticity,2.0,81,715.481023311615,350.4956181049347,1758.7891248464584,primary_metal_saving
refurbishment_support,0.25,Circular-service elasticity,0.5,Metal-substitution elasticity,0.5,81,-110.85041552782059,-247.9103400707245,280.00423699617386,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,0.5,Metal-substitution elasticity,1.0,81,-111.09497207403183,-291.6205126643181,132.2377392053604,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,0.5,Metal-substitution elasticity,2.0,81,-90.12374901771545,-224.4801178574562,95196.16584599018,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,1.0,Metal-substitution elasticity,0.5,81,58.145600855350494,-107.41644239425659,2517.399642944336,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,1.0,Metal-substitution elasticity,1.0,81,58.05265831947327,-88.52093613147736,1291.4791314601898,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,1.0,Metal-substitution elasticity,2.0,81,44.53262549638748,-113.48602825403214,1164.8269366025925,parameter_dependent
refurbishment_support,0.25,Circular-service elasticity,2.0,Metal-substitution elasticity,0.5,81,696.3343753814697,308.40728545188904,1643.4055352210999,primary_metal_saving
refurbishment_support,0.25,Circular-service elasticity,2.0,Metal-substitution elasticity,1.0,81,699.8050866127014,324.3856137394905,1716.442352771759,primary_metal_saving
refurbishment_support,0.25,Circular-service elasticity,2.0,Metal-substitution elasticity,2.0,81,652.3012043237686,337.1655013561249,13005.38555854559,primary_metal_saving
refurbishment_support,0.25,EOL-allocation elasticity,0.5,EOL-productivity elasticity,0.5,81,49.67852824926376,-264.86644983291626,927.8688319921494,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,0.5,EOL-productivity elasticity,1.0,81,58.145600855350494,-207.1473469734192,1062.0671340227127,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,0.5,EOL-productivity elasticity,2.0,81,124.19319373369217,-106.95168787240982,1174.357774078846,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,1.0,EOL-productivity elasticity,0.5,81,71.65730381011963,-167.802772462368,1015.5127856731415,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,1.0,EOL-productivity elasticity,1.0,81,87.79375702142715,-151.67285877466202,1264.386128783226,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,1.0,EOL-productivity elasticity,2.0,81,75.96645349264145,-247.9103400707245,1758.7891248464584,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,2.0,EOL-productivity elasticity,0.5,81,70.33241814374924,-202.08485358953476,13005.38555854559,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,2.0,EOL-productivity elasticity,1.0,81,225.5516927242279,-157.36067497730255,95196.16584599018,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,2.0,EOL-productivity elasticity,2.0,81,14.210287749767303,-291.6205126643181,1571.6286028027534,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,0.5,Metal-substitution elasticity,0.5,81,75.33700770139694,-240.71403867006302,1174.357774078846,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,0.5,Metal-substitution elasticity,1.0,81,69.63419753313065,-264.86644983291626,927.8688319921494,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,0.5,Metal-substitution elasticity,2.0,81,44.56963104009628,-222.9196942448616,1126.780867278576,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,1.0,Metal-substitution elasticity,0.5,81,82.02887964248657,-247.9103400707245,1354.7764312624931,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,1.0,Metal-substitution elasticity,1.0,81,79.55501413345337,-210.83801114559174,1716.442352771759,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,1.0,Metal-substitution elasticity,2.0,81,82.0610402226448,-215.55445390939713,1758.7891248464584,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,2.0,Metal-substitution elasticity,0.5,81,95.2817394733429,-217.82068598270416,2517.399642944336,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,2.0,Metal-substitution elasticity,1.0,81,87.35041803121567,-291.6205126643181,1640.6433928012848,parameter_dependent
refurbishment_support,0.25,EOL-allocation elasticity,2.0,Metal-substitution elasticity,2.0,81,123.0116565823555,-224.4801178574562,95196.16584599018,parameter_dependent
refurbishment_support,0.25,EOL-productivity elasticity,0.5,Metal-substitution elasticity,0.5,81,56.34443908929825,-240.71403867006302,1147.0241839289665,parameter_dependent
refurbishment_support,0.25,EOL-productivity elasticity,0.5,Metal-substitution elasticity,1.0,81,55.077550292015076,-264.86644983291626,1362.2126990556717,parameter_dependent
refurbishment_support,0.25,EOL-productivity elasticity,0.5,Metal-substitution elasticity,2.0,81,90.75043445825577,-222.9196942448616,13005.38555854559,parameter_dependent
refurbishment_support,0.25,EOL-productivity elasticity,1.0,Metal-substitution elasticity,0.5,81,95.2817394733429,-207.1473469734192,2517.399642944336,parameter_dependent
refurbishment_support,0.25,EOL-productivity elasticity,1.0,Metal-substitution elasticity,1.0,81,104.53611397743225,-157.36067497730255,1640.6433928012848,parameter_dependent
refurbishment_support,0.25,EOL-productivity elasticity,1.0,Metal-substitution elasticity,2.0,81,82.0610402226448,-177.00221753120422,95196.16584599018,parameter_dependent
refurbishment_support,0.25,EOL-productivity elasticity,2.0,Metal-substitution elasticity,0.5,81,99.38896244764328,-247.9103400707245,1354.7764312624931,parameter_dependent
refurbishment_support,0.25,EOL-productivity elasticity,2.0,Metal-substitution elasticity,1.0,81,46.725617945194244,-291.6205126643181,1716.442352771759,parameter_dependent
refurbishment_support,0.25,EOL-productivity elasticity,2.0,Metal-substitution elasticity,2.0,81,61.463186502456665,-224.4801178574562,1758.7891248464584,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,CET transformation elasticity,0.5,81,516.4595247507095,-264.2969893813133,8917.32265663147,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,CET transformation elasticity,1.0,81,239.7677304148674,-567.0384393334389,95052.27366012335,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,CET transformation elasticity,2.0,81,-25.97715789079666,-542.2450815439224,1678.0413482785225,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,CET transformation elasticity,0.5,81,646.396865427494,-314.9086947441101,12521.286637961864,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,CET transformation elasticity,1.0,81,163.30666941404343,-349.6905083656311,3424.946755051613,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,CET transformation elasticity,2.0,81,-52.92050129175186,-324.84267872571945,2147.1044368743896,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,CET transformation elasticity,0.5,81,1475.3271090984344,-406.5370993614197,5832.163733482361,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,CET transformation elasticity,1.0,81,457.02489387989044,-16391.6267644763,3639.2057784199715,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,CET transformation elasticity,2.0,81,23.973385870456696,-343.8882619738579,2870.2833445072174,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,Circular-service elasticity,0.5,81,-149.21663004159927,-567.0384393334389,95052.27366012335,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,Circular-service elasticity,1.0,81,229.2454932332039,-122.0668603181839,2772.072897732258,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,Circular-service elasticity,2.0,81,1534.0869808197021,653.9547008872032,8917.32265663147,primary_metal_saving
refurbishment_support,0.5,Armington elasticity,1.0,Circular-service elasticity,0.5,81,-147.4092584848404,-349.6905083656311,1529.044432580471,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,Circular-service elasticity,1.0,81,173.5658296942711,-160.84167701005936,3899.7275173664093,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,Circular-service elasticity,2.0,81,1423.2992255687714,854.7141757011414,12521.286637961864,primary_metal_saving
refurbishment_support,0.5,Armington elasticity,2.0,Circular-service elasticity,0.5,81,-177.39160627126694,-16391.6267644763,3992.1905643343925,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,Circular-service elasticity,1.0,81,438.5641376376152,-102.33745592832565,2634.525800049305,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,Circular-service elasticity,2.0,81,1597.8843770623207,937.0681678056717,5832.163733482361,primary_metal_saving
refurbishment_support,0.5,Armington elasticity,0.5,EOL-allocation elasticity,0.5,81,222.6328142285347,-567.0384393334389,2741.2086859941483,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,EOL-allocation elasticity,1.0,81,285.92867654561996,-364.9685452580452,4717.668445646763,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,EOL-allocation elasticity,2.0,81,212.21744030714035,-542.2450815439224,95052.27366012335,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,EOL-allocation elasticity,0.5,81,314.4524358510971,-250.74738776683807,3147.575064063072,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,EOL-allocation elasticity,1.0,81,163.30666941404343,-328.04847407341003,5164.807822585106,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,EOL-allocation elasticity,2.0,81,297.13447701931,-349.6905083656311,12521.286637961864,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,EOL-allocation elasticity,0.5,81,428.85740917921066,-406.5370993614197,2289.233227491379,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,EOL-allocation elasticity,1.0,81,679.13284522295,-343.8882619738579,4274.654558002949,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,EOL-allocation elasticity,2.0,81,995.911425113678,-16391.6267644763,5832.163733482361,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,EOL-productivity elasticity,0.5,81,229.2454932332039,-542.2450815439224,2723.580155134201,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,EOL-productivity elasticity,1.0,81,241.97314190864563,-503.0647365450859,95052.27366012335,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,EOL-productivity elasticity,2.0,81,303.7767587900162,-567.0384393334389,4717.668445646763,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,EOL-productivity elasticity,0.5,81,107.31616997718811,-328.04847407341003,12521.286637961864,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,EOL-productivity elasticity,1.0,81,302.0829291343689,-261.6904990077019,4614.787806630135,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,EOL-productivity elasticity,2.0,81,297.13447701931,-349.6905083656311,5164.807822585106,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,EOL-productivity elasticity,0.5,81,535.977164208889,-406.5370993614197,3992.1905643343925,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,EOL-productivity elasticity,1.0,81,851.2451922893524,-16391.6267644763,5832.163733482361,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,EOL-productivity elasticity,2.0,81,655.2268754839897,-305.6249118447304,4274.654558002949,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,Metal-substitution elasticity,0.5,81,245.6520586013794,-503.0647365450859,8917.32265663147,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,Metal-substitution elasticity,1.0,81,208.30319887399673,-567.0384393334389,3520.2802817225456,parameter_dependent
refurbishment_support,0.5,Armington elasticity,0.5,Metal-substitution elasticity,2.0,81,303.7767587900162,-531.7100549340248,95052.27366012335,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,Metal-substitution elasticity,0.5,81,300.2887826561928,-267.5252174139023,5164.807822585106,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,Metal-substitution elasticity,1.0,81,211.3387348651886,-349.6905083656311,3059.689828157425,parameter_dependent
refurbishment_support,0.5,Armington elasticity,1.0,Metal-substitution elasticity,2.0,81,242.13583928346634,-328.04847407341003,12521.286637961864,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,Metal-substitution elasticity,0.5,81,676.8203827142715,-16391.6267644763,4274.654558002949,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,Metal-substitution elasticity,1.0,81,630.1256726384163,-343.8882619738579,5832.163733482361,parameter_dependent
refurbishment_support,0.5,Armington elasticity,2.0,Metal-substitution elasticity,2.0,81,679.13284522295,-406.5370993614197,3992.1905643343925,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,0.5,Circular-service elasticity,0.5,81,-35.99727511405945,-406.5370993614197,3992.1905643343925,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,0.5,Circular-service elasticity,1.0,81,676.8203827142715,222.6328142285347,3899.7275173664093,primary_metal_saving
refurbishment_support,0.5,CET transformation elasticity,0.5,Circular-service elasticity,2.0,81,2149.8095721006393,1522.617321908474,12521.286637961864,primary_metal_saving
refurbishment_support,0.5,CET transformation elasticity,1.0,Circular-service elasticity,0.5,81,-181.89441710710526,-16391.6267644763,95052.27366012335,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,1.0,Circular-service elasticity,1.0,81,271.6968606710434,-29.56162792444229,2340.5687500834465,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,1.0,Circular-service elasticity,2.0,81,1482.2419451475143,935.2383775115013,3639.2057784199715,primary_metal_saving
refurbishment_support,0.5,CET transformation elasticity,2.0,Circular-service elasticity,0.5,81,-205.7815512418747,-542.2450815439224,143.1967492699623,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,2.0,Circular-service elasticity,1.0,81,-32.47137087583542,-160.84167701005936,438.5641376376152,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,2.0,Circular-service elasticity,2.0,81,1109.1297562718391,653.9547008872032,2870.2833445072174,primary_metal_saving
refurbishment_support,0.5,CET transformation elasticity,0.5,EOL-allocation elasticity,0.5,81,646.396865427494,-406.5370993614197,3147.575064063072,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,0.5,EOL-allocation elasticity,1.0,81,915.9193492531776,-256.49704813957214,5164.807822585106,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,0.5,EOL-allocation elasticity,2.0,81,946.8742189407349,-314.9086947441101,12521.286637961864,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,1.0,EOL-allocation elasticity,0.5,81,274.4679256081581,-567.0384393334389,1967.9845137000084,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,1.0,EOL-allocation elasticity,1.0,81,254.13624680042267,-328.04847407341003,3639.2057784199715,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,1.0,EOL-allocation elasticity,2.0,81,385.4043019413948,-16391.6267644763,95052.27366012335,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,2.0,EOL-allocation elasticity,0.5,81,-38.99705618619919,-503.0647365450859,1268.3765643239021,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,2.0,EOL-allocation elasticity,1.0,81,-4.973600625991821,-364.9685452580452,2844.635127723217,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,2.0,EOL-allocation elasticity,2.0,81,-15.59989333152771,-542.2450815439224,2870.2833445072174,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,0.5,EOL-productivity elasticity,0.5,81,676.8203827142715,-406.5370993614197,12521.286637961864,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,0.5,EOL-productivity elasticity,1.0,81,946.8742189407349,-238.5085037946701,8917.32265663147,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,0.5,EOL-productivity elasticity,2.0,81,861.4268426299095,-264.2969893813133,5164.807822585106,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,1.0,EOL-productivity elasticity,0.5,81,237.30484414100647,-328.04847407341003,3340.1663725972176,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,1.0,EOL-productivity elasticity,1.0,81,322.91477394104004,-16391.6267644763,95052.27366012335,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,1.0,EOL-productivity elasticity,2.0,81,418.2226675748825,-567.0384393334389,3639.2057784199715,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,2.0,EOL-productivity elasticity,0.5,81,-61.79163855314255,-542.2450815439224,2844.635127723217,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,2.0,EOL-productivity elasticity,1.0,81,15.85522997379303,-503.0647365450859,2870.2833445072174,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,2.0,EOL-productivity elasticity,2.0,81,-27.630221903324127,-364.9685452580452,2432.363781630993,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,0.5,Metal-substitution elasticity,0.5,81,851.2451922893524,-264.2969893813133,8917.32265663147,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,0.5,Metal-substitution elasticity,1.0,81,855.0681512951851,-314.9086947441101,5832.163733482361,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,0.5,Metal-substitution elasticity,2.0,81,830.1833655238152,-406.5370993614197,12521.286637961864,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,1.0,Metal-substitution elasticity,0.5,81,309.9118784070015,-16391.6267644763,3424.946755051613,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,1.0,Metal-substitution elasticity,1.0,81,232.832565844059,-567.0384393334389,3639.2057784199715,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,1.0,Metal-substitution elasticity,2.0,81,322.91477394104004,-531.7100549340248,95052.27366012335,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,2.0,Metal-substitution elasticity,0.5,81,-27.630221903324127,-503.0647365450859,2844.635127723217,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,2.0,Metal-substitution elasticity,1.0,81,-38.99705618619919,-542.2450815439224,2432.363781630993,parameter_dependent
refurbishment_support,0.5,CET transformation elasticity,2.0,Metal-substitution elasticity,2.0,81,-15.59989333152771,-364.9685452580452,2870.2833445072174,parameter_dependent
refurbishment_support,0.5,Circular-service elasticity,0.5,EOL-allocation elasticity,0.5,81,-158.00747525691986,-567.0384393334389,718.034061551094,parameter_dependent
refurbishment_support,0.5,Circular-service elasticity,0.5,EOL-allocation elasticity,1.0,81,-156.18010312318802,-364.9685452580452,1590.762222468853,parameter_dependent
refurbishment_support,0.5,Circular-service elasticity,0.5,EOL-allocation elasticity,2.0,81,-153.4637484550476,-16391.6267644763,95052.27366012335,parameter_dependent
refurbishment_support,0.5,Circular-service elasticity,1.0,EOL-allocation elasticity,0.5,81,241.97314190864563,-124.06742852926254,3147.575064063072,parameter_dependent
