instrument,wedge_percent,region,outcome,factor,valid_parameter_configurations,median_absolute_change,lower_quartile_absolute_change,upper_quartile_absolute_change,median_change_percent,lower_quartile_change_percent,upper_quartile_change_percent
recycling_support,1.0,FR,Factor income,FAC_FR_LAB,729,0.5619512628763914,0.47697915975004435,0.6864274903200567,4.82364558642831e-5,4.0942668354927346e-5,5.892117613627592e-5
recycling_support,1.0,FR,Household consumption,,729,0.40506677282974124,0.2418761234730482,0.5170720319729298,3.735774562764064e-5,2.2307301659162268e-5,4.768755853927642e-5
recycling_support,1.0,FR,Household disposable income,,729,0.721089746337384,0.4308413160033524,0.9230978153645992,3.730503698823779e-5,2.2289252220194518e-5,4.775577287009088e-5
recycling_support,1.0,FR,Household utility,,729,-0.026559081888990477,-0.0612322264641989,-0.007373562024440616,-1.3560542084532533e-5,-3.126396414484485e-5,-3.7647949791060536e-6
recycling_support,1.0,IT,Factor income,FAC_IT_CAP,729,0.8838518373668194,0.7006618019659072,0.988061765790917,0.00010679753436374202,8.466232654581453e-5,0.0001193894224411154
recycling_support,1.0,IT,Factor income,FAC_IT_LAB,729,0.7835675429087132,0.6492706361459568,0.8849439540645108,0.00011778937143086106,9.76012608113938e-5,0.0001330287261653019
recycling_support,1.0,IT,Household consumption,,729,0.9055513887433335,0.7441589089576155,1.013346258434467,9.939204274227584e-5,8.167783187598715e-5,0.00011122345554567601
recycling_support,1.0,IT,Household disposable income,,729,1.4814474866725504,1.2230016479734331,1.6592820815276355,9.923795674855496e-5,8.192540453634931e-5,0.00011115059083844763
recycling_support,1.0,IT,Household utility,,729,-0.020104438590351492,-0.05271701791207306,-0.00624208664521575,-1.294109358889025e-5,-3.393359428871341e-5,-4.017989714195077e-6
recycling_support,1.0,PL,Factor income,FAC_PL_CAP,729,-0.033360586588969454,-0.18218153523048386,0.025981696147937328,-1.5694881895159326e-5,-8.570945451824028e-5,1.222339575452391e-5
recycling_support,1.0,PL,Factor income,FAC_PL_LAB,729,0.02233657063334249,0.0031504273938480765,0.04355762014165521,1.3520843050926054e-5,1.90702659932699e-6,2.6366435352824653e-5
recycling_support,1.0,PL,Household consumption,,729,-0.021817824977915734,-0.11197865640860982,0.02212020065053366,-9.758240119023096e-6,-5.0083572425552733e-5,9.893480658412111e-6
recycling_support,1.0,PL,Household disposable income,,729,-0.03685541346203536,-0.18918159540044144,0.03792265889933333,-9.756352285517609e-6,-5.00800864050809e-5,1.0038873127783108e-5
recycling_support,1.0,PL,Household utility,,729,-0.01037006892147474,-0.024858359513018513,-0.003519979254633654,-3.2204754742573484e-5,-7.719884771079971e-5,-1.0931467230627888e-5
recycling_support,1.0,REU,Factor income,FAC_REU_CAP,729,-0.2820891384035349,-0.6767938900738955,-0.05894407816231251,-6.378798036194956e-6,-1.5304139540112214e-5,-1.3328849602460517e-6
recycling_support,1.0,REU,Factor income,FAC_REU_LAB,729,-0.42440018709748983,-0.8187851458787918,-0.13733402080833912,-8.870947995251833e-6,-1.711450812058719e-5,-2.870599480464415e-6
recycling_support,1.0,REU,Household consumption,,729,-0.42350366059690714,-0.8981026895344257,-0.18338158167898655,-8.149418455417469e-6,-1.728205754533691e-5,-3.528784719459509e-6
recycling_support,1.0,REU,Household disposable income,,729,-0.7490389682352543,-1.5927506424486637,-0.3280387185513973,-8.136022792133979e-6,-1.7300375653110344e-5,-3.563139708399625e-6
recycling_support,1.0,REU,Household utility,,729,-0.055556132923811674,-0.08691738650668412,-0.0439649464096874,-6.189248931649539e-6,-9.683059515967408e-6,-4.897929054373745e-6
recycling_support,1.0,SK,Factor income,FAC_SK_CAP,729,-0.015404387886519544,-0.10421367532399017,-0.002702004407183267,-3.7057349780018075e-5,-0.0002507001671942354,-6.500039024969046e-6
recycling_support,1.0,SK,Factor income,FAC_SK_LAB,729,-0.048139120583073236,-0.7403099922012188,-0.006139396362414118,-0.00015041383963285704,-0.0023131471270538932,-1.9182946614909028e-5
recycling_support,1.0,SK,Household consumption,,729,-0.04413350964023266,-0.48106350581656443,-0.006513954191177618,-0.00011376370807992358,-0.0012400456857395385,-1.6791131915931956e-5
