instrument,wedge_percent,parameter,value,valid_parameter_configurations,median_reduction_percent,lower_quartile_reduction_percent,upper_quartile_reduction_percent,minimum_reduction_percent,maximum_reduction_percent,median_reduction_tonnes,lower_quartile_reduction_tonnes,upper_quartile_reduction_tonnes
reuse_support,0.5,Metal-substitution elasticity,0.5,243,0.00010785092717277664,-5.123679384388134e-6,0.0002457872680688974,-4.019583183713973e-5,0.0015368533051901224,547.8922688364983,-26.028745383024216,1248.621105849743
reuse_support,0.5,Metal-substitution elasticity,1.0,243,0.00010689806994289722,-1.1621029651445046e-6,0.00026656742177332937,-4.321802167586754e-5,0.002175267066595671,543.0516696572304,-5.903586059808731,1354.1861284077168
reuse_support,0.5,Metal-substitution elasticity,2.0,243,0.00012192337442334867,-3.875144281429954e-6,0.00026735892628388833,-4.50458113447069e-5,0.009019485621837227,619.3815481066704,-19.686076402664185,1358.2070414721966
reuse_support,0.5,Post-use activity productivity elasticity,0.5,243,8.426310068188498e-5,-1.0446048834679904e-5,0.00022575645323165633,-3.594874107995111e-5,0.009019485621837227,428.0640196800232,-53.066853910684586,1146.8627911508083
reuse_support,0.5,Post-use activity productivity elasticity,1.0,243,0.0001602808933992195,2.403835014718476e-6,0.000289236261275602,-3.755347204822208e-5,0.0012799763224866291,814.2411441206932,12.211694926023483,1469.3458422124386
reuse_support,0.5,Post-use activity productivity elasticity,2.0,243,0.00010184996880360892,-1.5248788103103948e-6,0.0002653792587393693,-4.50458113447069e-5,0.007896397613943064,517.4068684577942,-7.746519505977631,1348.15015488863
reuse_support,0.5,Post-use allocation elasticity,0.5,243,8.329721153445273e-5,-7.640339670210476e-6,0.00023591088481203683,-3.594874107995111e-5,0.0009915303516090923,423.15721720457077,-38.813602685928345,1198.4482035636902
reuse_support,0.5,Post-use allocation elasticity,1.0,243,0.00011500536380093052,-4.623032434424735e-6,0.0002648704770178363,-3.813999971465443e-5,0.002175267066595671,584.2374410033226,-23.485414505004883,1345.565498650074
reuse_support,0.5,Post-use allocation elasticity,2.0,243,0.00014211619294396733,5.482399163176336e-6,0.00029546931110152293,-4.50458113447069e-5,0.009019485621837227,721.9628558754921,27.851073652505875,1501.0102877616882
reuse_support,1.0,Armington elasticity,0.5,243,0.0003166459217917243,-1.039736277399752e-6,0.000513758725482205,-0.00012645641244246914,0.013852982401085751,1608.5893469452858,-5.281952440738678,2609.9398597478867
reuse_support,1.0,Armington elasticity,1.0,243,0.0002817788913378373,2.9883094848004855e-5,0.0005048933535485478,-0.00010848197598653864,0.010720686881757008,1431.4617419838905,151.80877035856247,2564.9029845893383
reuse_support,1.0,Armington elasticity,2.0,243,0.00032030158408167847,4.234101889161305e-5,0.000541641402899424,-0.0001563498230318618,0.015743795445753415,1627.1604353785515,215.09612864255905,2751.5863322615623
reuse_support,1.0,CET transformation elasticity,0.5,243,0.0005089281878609787,0.0001757413175650712,0.0007955853206590821,-7.216593693709265e-5,0.015743795445753415,2585.400300502777,892.7814691364765,4041.64394146204
reuse_support,1.0,CET transformation elasticity,1.0,243,0.000308155823476285,3.116247495728631e-5,0.0005057414829796939,-0.00012645641244246914,0.005477776810481214,1565.4588950276375,158.30813470482826,2569.2115572690964
reuse_support,1.0,CET transformation elasticity,2.0,243,6.438210865138743e-5,-2.886171267355354e-5,0.00037810354032852836,-0.0001563498230318618,0.0008066015173093075,327.0668181180954,-146.62005838751793,1920.7994960844517
reuse_support,1.0,Circular-service elasticity,0.5,243,-2.366624576880444e-5,-4.465673177165923e-5,6.290263219484853e-5,-0.0001563498230318618,0.015743795445753415,-120.22662603855133,-226.86015531420708,319.5509465932846
reuse_support,1.0,Circular-service elasticity,1.0,243,0.0002513932762091266,9.67113438680926e-5,0.0004710009338979507,-3.49758418094059e-5,0.010705399723668988,1277.1001240611076,491.30219835042953,2392.7264888882637
reuse_support,1.0,Circular-service elasticity,2.0,243,0.0005290141476308007,0.00043552501567297754,0.0007993378461283445,0.00015171963560705421,0.010720686881757008,2687.4387563467026,2212.5056800842285,4060.707103431225
reuse_support,1.0,Metal-substitution elasticity,0.5,243,0.0002767607979032726,5.475780317783549e-6,0.0005182679926509251,-0.0001563498230318618,0.0017516333564175177,1405.969382584095,27.81744933128357,2632.8473366200924
reuse_support,1.0,Metal-substitution elasticity,1.0,243,0.00026546910035589905,1.8847848944300855e-5,0.0005306929772140128,-0.00012826480019927796,0.015743795445753415,1348.6065582633018,95.74874311685562,2695.9673594236374
reuse_support,1.0,Metal-substitution elasticity,2.0,243,0.0003579279622034234,6.539154728418917e-5,0.0005176915344092746,-0.00011356604629395164,0.013852982401085751,1818.3057710528374,332.19485583901405,2629.918877661228
reuse_support,1.0,Post-use activity productivity elasticity,0.5,243,0.0002945034685692795,-9.764957262511932e-7,0.0005193236680234381,-0.00012645641244246914,0.013852982401085751,1496.1037220954895,-4.960684835910797,2638.2102610766888
reuse_support,1.0,Post-use activity productivity elasticity,1.0,243,0.0003202277671641683,5.6460702591578e-5,0.0005449659156094668,-0.0001563498230318618,0.010720686881757008,1626.7854388952255,286.825373262167,2768.4751514792442
reuse_support,1.0,Post-use activity productivity elasticity,2.0,243,0.00030159770702310864,1.099193869290702e-5,0.0004993226999435905,-0.00012826480019927796,0.015743795445753415,1532.1430822014809,55.84002277255058,2536.60357055068
reuse_support,1.0,Post-use allocation elasticity,0.5,243,0.0002956406331690778,6.955634371370727e-6,0.0005114787661706763,-0.00012645641244246914,0.010705399723668988,1501.8806190490723,35.335239082574844,2598.3574643731117
reuse_support,1.0,Post-use allocation elasticity,1.0,243,0.00030037864470015043,3.754686850851862e-5,0.0005186697715932934,-0.0001563498230318618,0.013852982401085751,1525.9501375555992,190.7414197921753,2634.888409256935
reuse_support,1.0,Post-use allocation elasticity,2.0,243,0.00032921604516298497,3.5701330845554284e-5,0.0005423923027709425,-0.00012826480019927796,0.015743795445753415,1672.446687757969,181.36592489480972,2755.400970160961
reuse_support,2.0,Armington elasticity,0.5,243,0.0005413285784478431,6.140083459893727e-5,0.0010883436970152336,-0.0004739150379846741,0.017081622364624932,2749.9971563220024,311.921681702137,5528.882440447807
reuse_support,2.0,Armington elasticity,1.0,243,0.0005611922008614922,7.356586249786595e-5,0.0010800536078474311,-0.0002025334391988712,0.0295385108707589,2850.9061186909676,373.72110161185265,5486.768052726984
reuse_support,2.0,Armington elasticity,2.0,243,0.0006156877551120473,0.00011364978480641271,0.0010913688990242133,-0.00021702999872764785,0.021775637123013534,3127.748364210129,577.3509795665741,5544.2507347762585
reuse_support,2.0,CET transformation elasticity,0.5,243,0.000811042606489803,0.0003725128536586494,0.0016891088513751934,-0.0004739150379846741,0.021775637123013534,4120.168323457241,1892.3983123004436,8580.822670251131
reuse_support,2.0,CET transformation elasticity,1.0,243,0.0006084504064786805,0.00010110594023628721,0.0010768239781394726,-0.00023092634597776267,0.0295385108707589,3090.9819917082787,513.6271373927593,5470.361247569323
reuse_support,2.0,CET transformation elasticity,2.0,243,0.00017482139350335338,-5.2152992598157474e-5,0.0008221537509317139,-0.00021702999872764785,0.0056821875447773,888.1081733703613,-264.94182470440865,4176.613921999931
reuse_support,2.0,Circular-service elasticity,0.5,243,-1.621390304898702e-5,-9.430199495087431e-5,0.00014171416089746124,-0.0004739150379846741,0.015600320721535742,-82.36806452274323,-479.0624923110008,719.9204974472523
reuse_support,2.0,Circular-service elasticity,1.0,243,0.000490742928796568,0.00023341590183518764,0.0007468518920710873,1.680662273212626e-5,0.021775637123013534,2493.0175727009773,1185.7734689116478,3794.0738050043583
reuse_support,2.0,Circular-service elasticity,2.0,243,0.0011868656460819703,0.0009203288279320983,0.0016356766032369218,0.0003063061093253606,0.0295385108707589,6029.382673680782,4675.352014392614,8309.38211402297
reuse_support,2.0,Metal-substitution elasticity,0.5,243,0.0005044464497611323,5.4838047833747386e-5,0.0009893995449157368,-0.0004739150379846741,0.021775637123013534,2562.632673740387,278.58214327692986,5026.237378388643
reuse_support,2.0,Metal-substitution elasticity,1.0,243,0.0006173923218017077,9.487489247550217e-5,0.0011248712384768905,-0.0001828643781457685,0.0295385108707589,3136.4077140688896,481.97286251187325,5714.445588499308
reuse_support,2.0,Metal-substitution elasticity,2.0,243,0.0006248164568456426,0.00010749441584834062,0.0011604162984029532,-0.00021702999872764785,0.016215325302041315,3174.12297809124,546.0811597108841,5895.017643272877
reuse_support,2.0,Post-use activity productivity elasticity,0.5,243,0.000712539802042296,6.465848646068379e-5,0.0010690342118915598,-0.00021702999872764785,0.016215325302041315,3619.7653465867043,328.47084188461304,5430.788544625044
reuse_support,2.0,Post-use activity productivity elasticity,1.0,243,0.0005618383176425709,0.00011590907512479349,0.0011657118037517494,-0.0004739150379846741,0.0295385108707589,2854.188449203968,588.8283746242523,5921.919279783964
reuse_support,2.0,Post-use activity productivity elasticity,2.0,243,0.0005075696359489409,6.470751162246507e-5,0.0009670512490715626,-0.00023092634597776267,0.017081622364624932,2578.4987363815308,328.7198940515518,4912.706054776907
reuse_support,2.0,Post-use allocation elasticity,0.5,243,0.000574622954716344,7.486675338975435e-5,0.0011856370602586362,-0.00021702999872764785,0.021775637123013534,2919.135538637638,380.3297426402569,6023.141348809004
reuse_support,2.0,Post-use allocation elasticity,1.0,243,0.0005709593679863401,7.82228606801139e-5,0.0010754761827949672,-0.0004739150379846741,0.0295385108707589,2900.5241933465004,397.37906512618065,5463.514327764511
reuse_support,2.0,Post-use allocation elasticity,2.0,243,0.0005618383176425709,9.094326366460609e-5,0.001045473587259827,-0.00023092634597776267,0.015600320721535742,2854.188449203968,461.9998396933079,5311.098483324051
virgin_metal_tax,0.25,Armington elasticity,0.5,243,2.494002438879046e-6,-1.1821923202782699e-5,3.249537218715381e-5,-0.00014281149452591966,0.0002414687577262704,12.669753432273865,-60.056417644023895,165.07937076687813
virgin_metal_tax,0.25,Armington elasticity,1.0,243,1.2219863807936156e-5,-1.4220443177499183e-6,4.579579156076803e-5,-2.859729882717872e-5,0.0002683861021164576,62.07799118757248,-7.224111169576645,232.64667999744415
virgin_metal_tax,0.25,Armington elasticity,2.0,243,3.491369408096632e-5,1.2119994295527277e-5,0.00010843725801238467,-3.1879326686043016e-6,0.0008276904835150112,177.36466032266617,61.570645213127136,550.8708814680576
virgin_metal_tax,0.25,CET transformation elasticity,0.5,243,4.4611502121675216e-5,1.3848281612510545e-5,0.000116414281375074,-2.2563770396647133e-6,0.0008276904835150112,226.630384683609,70.35049796104431,591.3948671519756
virgin_metal_tax,0.25,CET transformation elasticity,1.0,243,1.970771323995734e-5,3.347299631641609e-6,4.348728072040245e-5,-1.8221994009788106e-5,0.00034641170721813727,100.11692994832993,17.004578799009323,220.91924032568932
virgin_metal_tax,0.25,CET transformation elasticity,2.0,243,-2.9462662975076824e-6,-1.7320433795275393e-5,9.876496755968593e-6,-0.00014281149452591966,0.0003519005009270832,-14.967293918132782,-87.98933878540993,50.17347887158394
virgin_metal_tax,0.25,Circular-service elasticity,0.5,243,1.6718507543385197e-5,-5.192860942453103e-7,5.6303874542647155e-5,-0.00014281149452591966,0.0008276904835150112,84.93150007724762,-2.638019382953644,286.02867287397385
virgin_metal_tax,0.25,Circular-service elasticity,1.0,243,1.526746965628971e-5,-6.421940660266407e-7,6.39674237979349e-5,-0.00012044422108171004,0.0002989917900045983,77.56009900569916,-3.2624027729034424,324.9601823091507
virgin_metal_tax,0.25,Circular-service elasticity,2.0,243,1.3576007006891527e-5,-7.262999502329949e-7,5.70484010464608e-5,-8.87495752384936e-5,0.0004903216618043916,68.9673188328743,-3.689668118953705,289.81093350052834
virgin_metal_tax,0.25,Metal-substitution elasticity,0.5,243,1.0523223670280323e-5,-3.853062072727121e-7,3.657558522897698e-5,-9.682044095717907e-5,0.0004903216618043916,53.458908915519714,-1.9573896825313568,185.8072146475315
virgin_metal_tax,0.25,Metal-substitution elasticity,1.0,243,1.1106950542202065e-5,-1.681680565603079e-6,4.0475482776052176e-5,-8.87495752384936e-5,0.00034641170721813727,56.42429316043854,-8.54308632016182,205.61903983354568
virgin_metal_tax,0.25,Metal-substitution elasticity,2.0,243,3.71451582804133e-5,1.741299605238766e-7,9.549313923277951e-5,-0.00014281149452591966,0.0008276904835150112,188.7006962299347,0.8845956325531006,485.1136108338833
virgin_metal_tax,0.25,Post-use activity productivity elasticity,0.5,243,1.690127396066063e-5,-1.3075613565843208e-7,6.385709391153398e-5,-9.37895232264846e-5,0.0003519005009270832,85.85996967554092,-0.664252758026123,324.3996967077255
virgin_metal_tax,0.25,Post-use activity productivity elasticity,1.0,243,1.526746965628971e-5,-9.774179571073114e-7,7.100713404638066e-5,-0.0001100805877178563,0.0008276904835150112,77.56009900569916,-4.96536985039711,360.7225342988968
virgin_metal_tax,0.25,Post-use activity productivity elasticity,2.0,243,1.279830897915574e-5,-1.0125211540800913e-6,5.2986575705008666e-5,-0.00014281149452591966,0.0004103080252295365,65.0165439248085,-5.143697202205658,269.1765007674694
virgin_metal_tax,0.25,Post-use allocation elasticity,0.5,243,1.4734881515791674e-5,-1.3004550639936343e-6,6.634453358872708e-5,-9.37895232264846e-5,0.00031141000983426044,74.85450404882431,-6.606426984071732,337.0361107289791
virgin_metal_tax,0.25,Post-use allocation elasticity,1.0,243,1.2684389066728204e-5,-6.183873361333327e-7,4.447581188696894e-5,-0.00014281149452591966,0.0008276904835150112,64.43782067298889,-3.1414624750614166,225.9410662651062
virgin_metal_tax,0.25,Post-use allocation elasticity,2.0,243,1.747971706687301e-5,1.741299605238766e-7,7.163259649467511e-5,-0.0001100805877178563,0.0004903216618043916,88.79851192235947,0.8845956325531006,363.8999389708042
virgin_metal_tax,0.5,Armington elasticity,0.5,243,3.103909511385614e-5,-2.581965263557663e-5,0.00014137500836617538,-0.0006549465036842871,0.011901028535775345,157.6813541650772,-131.16612377762794,718.197572529316
virgin_metal_tax,0.5,Armington elasticity,1.0,243,0.00011515877581825611,1.5910819932520404e-5,0.00028501482914872607,-6.936281084384609e-5,0.024656928208424005,585.016787648201,80.82837542891502,1447.9005928635597
virgin_metal_tax,0.5,Armington elasticity,2.0,243,0.0003690945350763605,0.00018981216458791448,0.000491561035405019,-0.00021929918848907827,0.013670591041817885,1875.032950937748,964.2626191079617,2497.17362678051
virgin_metal_tax,0.5,CET transformation elasticity,0.5,243,0.00027101036385740283,0.00012492023382704262,0.00044107647411295917,-0.0003473605736933496,0.015060819139524452,1376.756667971611,634.6058594882488,2240.7075809836388
virgin_metal_tax,0.5,CET transformation elasticity,1.0,243,0.00016634243680293908,4.141010445314514e-5,0.0003877233552160358,-0.00016357651989093176,0.024656928208424005,845.0343218445778,210.36700078845024,1969.6690083146095
virgin_metal_tax,0.5,CET transformation elasticity,2.0,243,-2.605242125029848e-7,-3.0394108442945874e-5,0.00017848864273408994,-0.0006549465036842871,0.013670591041817885,-1.323486089706421,-154.40476471185684,906.7381244897842
virgin_metal_tax,0.5,Circular-service elasticity,0.5,243,0.00017362882298814746,2.4472048486063335e-5,0.0003584234131269995,-0.0006549465036842871,0.015060819139524452,882.0498094558716,124.3201752603054,1820.82270565629
virgin_metal_tax,0.5,Circular-service elasticity,1.0,243,0.00011515877581825611,1.6644297658604465e-5,0.0003574810137309219,-0.0003473605736933496,0.013670591041817885,585.016787648201,84.55450728535652,1816.0352331995964
virgin_metal_tax,0.5,Circular-service elasticity,2.0,243,0.00017821594257281116,2.0915206245098605e-5,0.00036937298574181215,-0.0001696744980866157,0.024656928208424005,905.3527835011482,106.2511014342308,1876.4475049972534
virgin_metal_tax,0.5,Metal-substitution elasticity,0.5,243,9.454319392645422e-5,-1.4936050452209811e-6,0.0003093312569049793,-0.00018569985688801435,0.001416163346998746,480.28780448436737,-7.587646007537842,1571.430201023817
virgin_metal_tax,0.5,Metal-substitution elasticity,1.0,243,0.00012520184615280477,1.423763487522207e-5,0.0003314422886967691,-0.00014788377941724225,0.013670591041817885,636.0364750623703,72.32844704389572,1683.7562022209167
virgin_metal_tax,0.5,Metal-substitution elasticity,2.0,243,0.00024183924371425436,7.343479854126682e-5,0.0004167956594460894,-0.0006549465036842871,0.024656928208424005,1228.5647922158241,373.0552850961685,2117.3588904738426
virgin_metal_tax,0.5,Post-use activity productivity elasticity,0.5,243,0.00013904734606038732,1.6963990023552213e-5,0.00035840733855101495,-0.00018009549431179743,0.024656928208424005,706.3728417158127,86.17857283353806,1820.7410453855991
virgin_metal_tax,0.5,Post-use activity productivity elasticity,1.0,243,0.0001521424047391336,1.805393383164624e-5,0.0003639826920410023,-0.0006549465036842871,0.015060819139524452,772.8969004154205,91.71558398008347,1849.064335256815
virgin_metal_tax,0.5,Post-use activity productivity elasticity,2.0,243,0.00016642346413748738,2.618010517211553e-5,0.00036305349447380756,-0.00021929918848907827,0.013670591041817885,845.4459478855133,132.99725461006165,1844.3439292609692
virgin_metal_tax,0.5,Post-use allocation elasticity,0.5,243,0.00013159023773903528,1.4759463092548408e-5,0.0003628864278689914,-0.0006549465036842871,0.015060819139524452,668.4900705218315,74.9793806374073,1843.495216101408
virgin_metal_tax,0.5,Post-use allocation elasticity,1.0,243,0.00013253017518357176,1.2060248269707333e-5,0.0003413213236804731,-0.00021929918848907827,0.024656928208424005,673.265036046505,61.267130106687546,1733.9425755143166
virgin_metal_tax,0.5,Post-use allocation elasticity,2.0,243,0.00018276554900958268,4.0852337890265864e-5,0.00036966915075116436,-0.00018009549431179743,0.013670591041817885,928.4651874303818,207.53349721431732,1877.9520494937897
virgin_metal_tax,1.0,Armington elasticity,0.5,243,0.00013802075854941852,-4.729654962522302e-5,0.00046382793138632016,-0.0008688909526036381,0.016604330637614923,701.1576861739159,-240.2706639766693,2356.287000387907
virgin_metal_tax,1.0,Armington elasticity,1.0,243,0.00041321512382768284,0.00014930667607827082,0.0006109366677527128,-0.00044041320449381843,0.02641544588569958,2099.169452190399,758.4911474883556,3103.612419337034
virgin_metal_tax,1.0,Armington elasticity,2.0,243,0.0007656907700568824,0.0005380856926576317,0.0009959677108065165,-0.0002955390522940213,0.020279618422397425,3889.7769748568535,2733.5230090916157,5059.604243248701
virgin_metal_tax,1.0,CET transformation elasticity,0.5,243,0.0006502373101559278,0.0004470899439182378,0.0009814177825970855,-0.0008688909526036381,0.016604330637614923,3303.263165950775,2271.256540566683,4985.6893183887005
virgin_metal_tax,1.0,CET transformation elasticity,1.0,243,0.00047423315415692796,0.00022490026095217886,0.0008432072203454154,-0.0002955390522940213,0.02641544588569958,2409.1464542746544,1142.5132584869862,4283.56741258502
virgin_metal_tax,1.0,CET transformation elasticity,2.0,243,0.00013964773946125575,-4.385399631691853e-5,0.0005222044406244636,-0.0003611657624157829,0.020279618422397425,709.4228934049606,-222.78218805789948,2652.844841212034
virgin_metal_tax,1.0,Circular-service elasticity,0.5,243,0.0004511427649442763,9.293665783720003e-5,0.0008227420966195459,-0.00044041320449381843,0.020279618422397425,2291.845230579376,472.12645876407623,4179.602770239115
virgin_metal_tax,1.0,Circular-service elasticity,1.0,243,0.00045298728484049013,0.00011900351066899674,0.0007577645252403234,-0.0003639525220983014,0.016604330637614923,2301.2155551314354,604.548381447792,3849.510948687792
virgin_metal_tax,1.0,Circular-service elasticity,2.0,243,0.0004954281297972225,0.00019850182199101046,0.0008102560798834169,-0.0008688909526036381,0.02641544588569958,2516.81880903244,1008.4068488776684,4116.172698587179
virgin_metal_tax,1.0,Metal-substitution elasticity,0.5,243,0.0003689892340094697,3.4812792863009125e-5,0.0006423869760622794,-0.0003611657624157829,0.0025846799142240392,1874.4980121850967,176.85207319259644,3263.3827729821205
virgin_metal_tax,1.0,Metal-substitution elasticity,1.0,243,0.00043175314811821577,6.873861728942332e-5,0.0006903518062450532,-0.0008688909526036381,0.013647746067702821,2193.344258606434,349.1982681155205,3507.0483614206314
virgin_metal_tax,1.0,Metal-substitution elasticity,2.0,243,0.000630028684817957,0.0003178458752811185,0.0011180407986675217,-0.00041345627594169086,0.02641544588569958,3200.601558148861,1614.6852170228958,5679.746348887682
virgin_metal_tax,1.0,Post-use activity productivity elasticity,0.5,243,0.0004665296316501643,0.00011283632941454228,0.0008103295589200655,-0.00041345627594169086,0.02641544588569958,2370.011877179146,573.2185540795326,4116.545978605747
virgin_metal_tax,1.0,Post-use activity productivity elasticity,1.0,243,0.0004589706125454542,0.00013183040607676698,0.0008359997546598726,-0.0008688909526036381,0.020279618422397425,2331.611390173435,669.7101469635963,4246.952848106623
virgin_metal_tax,1.0,Post-use activity productivity elasticity,2.0,243,0.00047060202878209333,0.00015959952102132053,0.000736780495492892,-0.00044041320449381843,0.013647746067702821,2390.7000155448914,810.7797120511532,3742.9102177619934
virgin_metal_tax,1.0,Post-use allocation elasticity,0.5,243,0.000444323919549619,9.572650006446339e-5,0.0007679971921135532,-0.00041345627594169086,0.020279618422397425,2257.2048916220665,486.29910454154015,3901.493803322315
virgin_metal_tax,1.0,Post-use allocation elasticity,1.0,243,0.00048150693460206217,0.0001015563201692838,0.0007374405917715049,-0.00044041320449381843,0.02641544588569958,2446.097903609276,515.9151073694229,3746.2635653615
virgin_metal_tax,1.0,Post-use allocation elasticity,2.0,243,0.0004890382360476295,0.00018720335758067025,0.0008494900905308829,-0.0008688909526036381,0.017072899451003223,2484.357582449913,951.0096482932568,4315.484949976206
virgin_metal_tax,2.0,Armington elasticity,0.5,241,0.00032064490538647345,-0.0002102761085554754,0.0007921398209380639,-0.002009550512980299,0.020572505811201437,1628.9045380353928,-1068.2212681770325,4024.140497505665
virgin_metal_tax,2.0,Armington elasticity,1.0,241,0.0007656923456218547,0.00023221508158266906,0.001154330809250963,-0.0009355948663098563,0.025098803953479375,3889.784978866577,1179.6731956005096,5864.1028190255165
virgin_metal_tax,2.0,Armington elasticity,2.0,237,0.0015113260217470366,0.0009881400561016212,0.0019956859219676286,-0.0014417371956994978,0.03026661633350828,7677.670138895512,5019.8390635848045,10138.261360704899
virgin_metal_tax,2.0,CET transformation elasticity,0.5,243,0.001309698926990339,0.0007144515363077352,0.0019938914777057207,-0.002009550512980299,0.03026661633350828,6653.38662737608,3629.4771260917187,10129.145424813032
virgin_metal_tax,2.0,CET transformation elasticity,1.0,243,0.0009370292961570025,0.00042848731349695384,0.0015732722106165282,-0.0014417371956994978,0.025098803953479375,4760.1918731331825,2176.753529280424,7992.36226862669
virgin_metal_tax,2.0,CET transformation elasticity,2.0,233,0.0002622594514306572,-0.00018809512202485026,0.0008180932991365751,-0.001549520775785261,0.020416100412853976,1332.3012572526932,-955.5398907065392,4155.986467003822
virgin_metal_tax,2.0,Circular-service elasticity,0.5,239,0.0007332513557813872,0.0002167544463168156,0.0015608642339714277,-0.0013863863311855528,0.02042128517698694,3724.9818752408028,1101.1317981779575,7929.328647553921
virgin_metal_tax,2.0,Circular-service elasticity,1.0,240,0.0007627192159033554,0.00022521622194960283,0.0015648499493343948,-0.001549520775785261,0.021449405467035994,3874.681216388941,1144.11836835742,7949.576434850693
virgin_metal_tax,2.0,Circular-service elasticity,2.0,240,0.0009508804458410007,0.0005093656969117369,0.001591945714560942,-0.002009550512980299,0.03026661633350828,4830.556941151619,2587.6228852570057,8087.225323691964
virgin_metal_tax,2.0,Metal-substitution elasticity,0.5,242,0.0006133588973785386,0.0001123778190629227,0.001191945207910522,-0.001549520775785261,0.004911028174689166,3115.917560517788,570.8892808556557,6055.1872979700565
virgin_metal_tax,2.0,Metal-substitution elasticity,1.0,239,0.0007801453470356166,0.0001884764361926858,0.0013601091964250303,-0.002009550512980299,0.013600395700363567,3963.2075070142746,957.4770004749298,6909.475263953209
virgin_metal_tax,2.0,Metal-substitution elasticity,2.0,238,0.001256303366971068,0.0006594948787580949,0.003547311000057834,-0.0014417371956994978,0.03026661633350828,6382.132450044155,3350.2924349457026,18020.65427751839
virgin_metal_tax,2.0,Post-use activity productivity elasticity,0.5,243,0.0008424033383895551,0.00026611292236886205,0.0016248112088284986,-0.0013205461782433067,0.03026661633350828,4279.483621001244,1351.8772311508656,8254.184947431087
virgin_metal_tax,2.0,Post-use activity productivity elasticity,1.0,237,0.0008465559328523868,0.0003195906509967405,0.0016080616525822613,-0.002009550512980299,0.020416100412853976,4300.579168915749,1623.5488322973251,8169.095717191696
virgin_metal_tax,2.0,Post-use activity productivity elasticity,2.0,239,0.0008095417627392858,0.00029246690036708624,0.001508711044775188,-0.0014417371956994978,0.020572505811201437,4112.543904185295,1485.7577751278877,7664.385824114084
virgin_metal_tax,2.0,Post-use allocation elasticity,0.5,243,0.0008077381065818136,0.0002825486096807092,0.0015337861521752794,-0.0013205461782433067,0.03026661633350828,4103.3811710476875,1435.3719793856144,7791.769592106342
virgin_metal_tax,2.0,Post-use allocation elasticity,1.0,241,0.0007801453470356166,0.00022193208719130261,0.0015594151085270092,-0.0014417371956994978,0.025098803953479375,3963.2075070142746,1127.4346727132797,7921.966961860657
virgin_metal_tax,2.0,Post-use allocation elasticity,2.0,235,0.0009022672791591277,0.00035952192320507794,0.001779366037409001,-0.002009550512980299,0.02042128517698694,4583.597745835781,1826.4032342135906,9039.337174773216
