instrument,wedge_percent,region,activity_group,valid_parameter_configurations,median_output_change_percent,lower_quartile_output_change_percent,upper_quartile_output_change_percent
virgin_metal_tax,0.25,PL,Metal components,729,-1.448849454891679e-5,-2.5501319678665486e-5,-1.8915320532615686e-6
virgin_metal_tax,0.25,PL,Other manufacturing,729,-0.00011175633602978363,-0.00018197894932070935,-7.667552982538403e-5
virgin_metal_tax,0.25,PL,Other services,729,8.522505184905725e-5,-2.9648247057425477e-5,0.0001509822438516963
virgin_metal_tax,0.25,PL,Trade,729,-8.418628656416228e-5,-0.00022757299181777312,4.931776393935764e-5
virgin_metal_tax,0.25,REU,Basic metals,729,1.751698452956429e-7,-1.0097630265271285e-5,4.774217499115028e-6
virgin_metal_tax,0.25,REU,Metal components,729,-6.099632710032663e-6,-1.7008586206124194e-5,-8.216161972995883e-7
virgin_metal_tax,0.25,REU,Other manufacturing,729,-3.733781377412982e-5,-7.491715159346768e-5,-1.5005209830221137e-5
virgin_metal_tax,0.25,REU,Other services,729,-2.306229476278787e-5,-5.6301663009517e-5,4.1078693358009843e-5
virgin_metal_tax,0.25,REU,Trade,729,6.128684677531028e-5,9.96493383365049e-6,0.00011417381698963781
virgin_metal_tax,0.25,SK,Basic metals,729,-3.3128042539776216e-6,-7.397210090537836e-5,-1.1646830168821026e-7
virgin_metal_tax,0.25,SK,Metal components,729,1.258563217837881e-5,-3.535226026276687e-5,0.00013182777460769274
virgin_metal_tax,0.25,SK,Other manufacturing,729,4.599371542643631e-5,-2.8275167075151168e-5,0.0005747258955910428
virgin_metal_tax,0.25,SK,Other services,729,-0.0016262937027757445,-0.003354665373103578,-0.0008636287176491195
virgin_metal_tax,0.25,SK,Trade,729,-0.0025600393109743574,-0.005401326318157907,-0.0007111971675245379
virgin_metal_tax,0.5,DE,Basic metals,729,-2.1743619138538698e-5,-0.00011762749693168485,-1.9756095648308762e-7
virgin_metal_tax,0.5,DE,Metal components,729,-4.263197759257599e-5,-0.000330084419164475,-1.9857023803026594e-7
virgin_metal_tax,0.5,DE,Other manufacturing,729,-6.350801021737246e-5,-0.0004064553856153458,-1.1654042220143882e-5
virgin_metal_tax,0.5,DE,Other services,729,1.843763873798922e-5,-0.0001095427378472458,0.00013773992025845066
virgin_metal_tax,0.5,DE,Trade,729,0.00010121416705866091,-3.72210489207881e-5,0.00023161882860556245
virgin_metal_tax,0.5,FR,Basic metals,729,-5.073882386491198e-5,-0.00038163216797995874,1.0436581932050173e-6
virgin_metal_tax,0.5,FR,Metal components,729,-6.569972120784194e-5,-0.0009493664710147912,8.187839428686625e-6
virgin_metal_tax,0.5,FR,Other manufacturing,729,-0.00011002853358421813,-0.001551005916522467,-1.6728790930287207e-5
virgin_metal_tax,0.5,FR,Other services,729,-6.453162646469237e-5,-0.00019551709794507496,1.584612687732802e-5
virgin_metal_tax,0.5,FR,Trade,729,-0.0001013673125549454,-0.0003546859719483221,-7.490835052248474e-6
virgin_metal_tax,0.5,IT,Basic metals,729,-2.612508529513321e-5,-0.0001955187571849741,1.7537262864170387e-6
virgin_metal_tax,0.5,IT,Metal components,729,-6.874728752936466e-6,-0.00019010876589620218,2.531097824665008e-5
virgin_metal_tax,0.5,IT,Other manufacturing,729,-1.3723057112891035e-5,-0.0001812338649709318,6.555716005607363e-5
virgin_metal_tax,0.5,IT,Other services,729,-0.0008747448648205326,-0.0024199910598876654,-0.0003283914082996557
virgin_metal_tax,0.5,IT,Trade,729,0.0004087585598333575,0.00028524086181924864,0.0007848489764428249
virgin_metal_tax,0.5,PL,Basic metals,729,-0.00012367536204581323,-0.0009549745395443207,-2.9947249348316973e-6
virgin_metal_tax,0.5,PL,Metal components,729,5.041879580597052e-5,-3.3690837631832735e-5,0.0005089069692318461
virgin_metal_tax,0.5,PL,Other manufacturing,729,-0.00045560326252815206,-0.00310076714072917,-0.00019008878607844622
virgin_metal_tax,0.5,PL,Other services,729,0.00023024612435530907,-5.040323158845285e-6,0.00035172265318021137
virgin_metal_tax,0.5,PL,Trade,729,-1.2503622148775444e-5,-0.00029346945843449667,0.0002633365830285083
virgin_metal_tax,0.5,REU,Basic metals,729,-7.236456223136459e-6,-4.7004019276822345e-5,7.484344721753215e-6
virgin_metal_tax,0.5,REU,Metal components,729,-1.84477754738843e-5,-8.575658776432968e-5,6.743314573398589e-7
virgin_metal_tax,0.5,REU,Other manufacturing,729,-0.00018696922114980197,-0.0005409392835886706,-6.149289666357305e-5
virgin_metal_tax,0.5,REU,Other services,729,0.00012494417680475323,-8.654244277872536e-5,0.0004500426001863289
virgin_metal_tax,0.5,REU,Trade,729,2.706230207705219e-5,-0.00039351276172050465,0.00016773694953009518
virgin_metal_tax,0.5,SK,Basic metals,729,-0.0003133397778879191,-0.002189810537674377,-9.33664616847967e-6
virgin_metal_tax,0.5,SK,Metal components,729,0.0006779065039853343,-2.530766419416521e-5,0.004098961448919854
virgin_metal_tax,0.5,SK,Other manufacturing,729,0.001751887086075834,-3.8975722139737784e-5,0.008788313242432285
virgin_metal_tax,0.5,SK,Other services,729,-0.010129446988073778,-0.07115235630147806,-0.0032422264867949945
virgin_metal_tax,0.5,SK,Trade,729,-0.015326334997956916,-0.06236044813655579,-0.004017527739625033
virgin_metal_tax,1.0,DE,Basic metals,729,-9.017005400125666e-5,-0.0002655156395415568,-1.4165019324165136e-5
virgin_metal_tax,1.0,DE,Metal components,729,-0.00017079401324337582,-0.0007150838093661326,1.625189436360535e-5
virgin_metal_tax,1.0,DE,Other manufacturing,729,-0.00021522682442931548,-0.0011259848204381322,-2.5188477970061754e-5
virgin_metal_tax,1.0,DE,Other services,729,6.4060188820214205e-6,-0.00038366623023033974,0.0002996262890353486
virgin_metal_tax,1.0,DE,Trade,729,0.00019455888322639247,-0.0002849483024869319,0.0004804768260702204
virgin_metal_tax,1.0,FR,Basic metals,729,-0.00022557101213695375,-0.0009186090328122136,-3.101837587905556e-5
virgin_metal_tax,1.0,FR,Metal components,729,-0.0003392716962702552,-0.002180647379479365,0.00012105910711658895
virgin_metal_tax,1.0,FR,Other manufacturing,729,-0.0007228627947220042,-0.004863101204155572,-9.079698248815079e-5
virgin_metal_tax,1.0,FR,Other services,729,-9.326666324804841e-5,-0.0004938808210286369,0.00010986313807581647
virgin_metal_tax,1.0,FR,Trade,729,-0.00026327087073729815,-0.0012169625350000343,-5.414521414559583e-5
virgin_metal_tax,1.0,IT,Basic metals,729,-9.585943614464233e-5,-0.0004179571262095795,-9.412415857855376e-6
virgin_metal_tax,1.0,IT,Metal components,729,-7.810113855644134e-6,-0.00046074122531661473,0.0001354288281962747
virgin_metal_tax,1.0,IT,Other manufacturing,729,-4.6670237097146494e-5,-0.000782207913430089,0.00012693208749636764
virgin_metal_tax,1.0,IT,Other services,729,-0.002581203607776587,-0.006197332007207299,-0.0007137574073334831
virgin_metal_tax,1.0,IT,Trade,729,0.0007993329943278851,0.0003652912118012902,0.0013755381753743938
virgin_metal_tax,1.0,PL,Basic metals,729,-0.0005574221135539797,-0.002077899942313083,-9.03810826344407e-5
virgin_metal_tax,1.0,PL,Metal components,729,0.0003844413341888233,6.056424950551781e-6,0.0010713202630124347
virgin_metal_tax,1.0,PL,Other manufacturing,729,-0.0017652141709790866,-0.00763753592351121,-0.0005583372558515798
virgin_metal_tax,1.0,PL,Other services,729,0.00036958557211314377,-0.0001612898176350902,0.0006860112320762047
virgin_metal_tax,1.0,PL,Trade,729,-0.00013747996099324166,-0.0009184471470248164,0.0003406398591310762
virgin_metal_tax,1.0,REU,Basic metals,729,-1.596423672145529e-5,-0.00010645655869057134,1.5554264365391907e-5
virgin_metal_tax,1.0,REU,Metal components,729,-4.289948407620896e-5,-0.00020714784469966417,1.2263740956086598e-5
virgin_metal_tax,1.0,REU,Other manufacturing,729,-0.0006941292691964307,-0.0013831469823144538,-0.00026683826314100045
virgin_metal_tax,1.0,REU,Other services,729,0.0005712272031166421,2.2509948705007332e-5,0.0010990389525344924
virgin_metal_tax,1.0,REU,Trade,729,-0.00015593289407478397,-0.0008843306875783165,0.00030869936635813394
virgin_metal_tax,1.0,SK,Basic metals,729,-0.0014434524124815997,-0.005034304638187005,-0.00026765910520560704
virgin_metal_tax,1.0,SK,Metal components,729,0.003984722900500588,0.0006188709578923407,0.009576725790834089
virgin_metal_tax,1.0,SK,Other manufacturing,729,0.00634960387927254,0.0009717299843374088,0.023304571436768274
virgin_metal_tax,1.0,SK,Other services,729,-0.06617648129932736,-0.2704970300427523,-0.017608138598205245
virgin_metal_tax,1.0,SK,Trade,729,-0.0607060732311736,-0.19360565530910961,-0.026998882234208123
virgin_metal_tax,2.0,DE,Basic metals,719,-0.0001713869229203084,-0.0005864290602398947,-3.85644247591345e-5
virgin_metal_tax,2.0,DE,Metal components,719,-0.0003198982123309009,-0.0018208722289690719,5.69442096698385e-5
virgin_metal_tax,2.0,DE,Other manufacturing,719,-0.0005798872229512145,-0.0024555243723689566,-9.45176086841748e-5
virgin_metal_tax,2.0,DE,Other services,719,-0.0002841674394571393,-0.001464222878133637,0.00030904772444495526
virgin_metal_tax,2.0,DE,Trade,719,-4.5009404869844704e-5,-0.0015357532850202049,0.0006287971831719925
virgin_metal_tax,2.0,FR,Basic metals,719,-0.0003067293404280998,-0.0014566721973774924,-4.0559328462669494e-5
virgin_metal_tax,2.0,FR,Metal components,719,-0.00048199190368917143,-0.004125376322011752,0.00034239527159086243
virgin_metal_tax,2.0,FR,Other manufacturing,719,-0.0015353986267951992,-0.008656961423819661,-0.00024957873284159386
virgin_metal_tax,2.0,FR,Other services,719,-4.495745778987372e-5,-0.0007302648287577105,0.00034084943990597715
virgin_metal_tax,2.0,FR,Trade,719,-0.00046416848351604956,-0.0019245070606799357,-9.391620560683695e-5
virgin_metal_tax,2.0,IT,Basic metals,719,-0.0001447175008609666,-0.0008757911243566013,-1.057693748142948e-5
virgin_metal_tax,2.0,IT,Metal components,719,3.6574707973357117e-5,-0.0011270709434129558,0.0003433156365528606
virgin_metal_tax,2.0,IT,Other manufacturing,719,-0.00014697213993608617,-0.0015049577659187522,0.00023349441885534076
virgin_metal_tax,2.0,IT,Other services,719,-0.005472817890705977,-0.012000334084832944,-0.0015614108760608797
virgin_metal_tax,2.0,IT,Trade,719,0.0014612916575784743,0.0004918108681306649,0.002546020344612613
virgin_metal_tax,2.0,PL,Basic metals,719,-0.0007470257062473237,-0.003425990371910958,-0.00013150761672456703
virgin_metal_tax,2.0,PL,Metal components,719,0.0005993921408032008,9.955135682773578e-6,0.001431203545801942
virgin_metal_tax,2.0,PL,Other manufacturing,719,-0.004131437858912011,-0.014557808852513088,-0.001109669771343301
virgin_metal_tax,2.0,PL,Other services,719,0.0008905691477712701,-0.00024740056497887905,0.0014394853829259526
virgin_metal_tax,2.0,PL,Trade,719,-0.0003269102727854752,-0.001860706514300933,0.0005590400447675439
virgin_metal_tax,2.0,REU,Basic metals,719,-2.1799953275891983e-5,-0.00028454540741407273,3.2116548720484905e-5
virgin_metal_tax,2.0,REU,Metal components,719,-7.24307469557331e-5,-0.00046412336818235644,3.921013330687731e-5
virgin_metal_tax,2.0,REU,Other manufacturing,719,-0.0010688646458145714,-0.0023752941859467303,-0.00044250060431960675
virgin_metal_tax,2.0,REU,Other services,719,0.0010087976726635972,0.00011946412237229254,0.0017839957888288183
virgin_metal_tax,2.0,REU,Trade,719,-7.732071283239607e-5,-0.0012453131235379284,0.0008117687766928674
virgin_metal_tax,2.0,SK,Basic metals,719,-0.0021880871250071474,-0.008012649851744696,-0.0005294514730428083
virgin_metal_tax,2.0,SK,Metal components,719,0.006272053715043264,0.001508371478733262,0.01358414633489382
virgin_metal_tax,2.0,SK,Other manufacturing,719,0.009631223366793035,0.0011530063178635957,0.03101514647089898
virgin_metal_tax,2.0,SK,Other services,719,-0.18037556314418834,-0.4801209469167341,-0.06529651808972281
virgin_metal_tax,2.0,SK,Trade,719,-0.15090171639946823,-0.33807048968368136,-0.0643405607088477
