instrument,wedge_percent,region,activity_group,valid_parameter_configurations,median_output_change_percent,lower_quartile_output_change_percent,upper_quartile_output_change_percent
repair_support,0.25,DE,Other manufacturing,729,-5.506242239938789e-7,-1.423476014839054e-6,-3.9585079658621693e-8
repair_support,0.25,DE,Other services,729,-5.592241880680861e-6,-6.639189720214492e-6,-1.759195045192286e-6
repair_support,0.25,DE,Trade,729,-1.7744897551352793e-6,-3.3917216812895453e-6,-4.4206749372222194e-9
repair_support,0.25,FR,Basic metals,729,-1.0738344657981824e-7,-1.2050902054084612e-6,3.6883526233412626e-7
repair_support,0.25,FR,Metal components,729,-4.89463281017229e-7,-2.3288656336718864e-6,2.455009529000923e-7
repair_support,0.25,FR,Other manufacturing,729,-1.2900679080551954e-6,-8.172883936286038e-6,-2.6224022953158788e-8
repair_support,0.25,FR,Other services,729,-3.6254309998540196e-6,-4.452278190569817e-6,-1.0663502081342817e-6
repair_support,0.25,FR,Trade,729,-1.5109860584949811e-6,-4.332134273532527e-6,-2.2035410163212633e-7
repair_support,0.25,IT,Basic metals,729,-7.995104578399821e-9,-2.5682781457135084e-7,1.2951303363123615e-7
repair_support,0.25,IT,Metal components,729,-5.499486643855995e-7,-1.789823089737199e-6,7.569438409405607e-8
repair_support,0.25,IT,Other manufacturing,729,-1.1960478496497735e-6,-3.0017860530584553e-6,-6.164291299626279e-10
repair_support,0.25,IT,Other services,729,-1.3242360541454464e-7,-6.150564224594043e-6,4.7322357143997404e-7
repair_support,0.25,IT,Trade,729,-2.468117044074365e-6,-5.416982962192008e-6,-2.3540736027172335e-7
repair_support,0.25,PL,Basic metals,729,-9.03332964034155e-9,-7.383889611153676e-7,1.0607556611459536e-6
repair_support,0.25,PL,Metal components,729,-1.7857073597959703e-7,-2.561892620347038e-6,1.7112971040564538e-7
repair_support,0.25,PL,Other manufacturing,729,-1.702054930330419e-6,-1.1434660018851282e-5,1.1835699087471634e-8
repair_support,0.25,PL,Other services,729,-3.953916150045979e-6,-5.269679248521126e-6,-1.8036796944899103e-6
repair_support,0.25,PL,Trade,729,-2.286234135340645e-6,-4.577956957963524e-6,-9.504491860214493e-7
repair_support,0.25,REU,Basic metals,729,-2.0013918300421965e-7,-3.3271777555299346e-7,-5.1256288102763816e-8
repair_support,0.25,REU,Metal components,729,-1.586245690354813e-7,-6.426734588949118e-7,9.285305857531593e-9
repair_support,0.25,REU,Other manufacturing,729,-4.755985050231004e-7,-8.312584953706903e-7,-1.3039809232395783e-7
repair_support,0.25,REU,Other services,729,-3.463902764622162e-6,-4.556973554059596e-6,-4.7645178913313657e-7
repair_support,0.25,REU,Trade,729,-2.0564333569339514e-6,-3.420626193406662e-6,-1.5832125610515393e-7
repair_support,0.25,SK,Basic metals,729,-2.0052404185724118e-9,-2.0848891061717755e-6,3.105315483238564e-6
repair_support,0.25,SK,Metal components,729,-4.910216403475904e-6,-1.580746324148963e-5,1.4831055282733768e-7
repair_support,0.25,SK,Other manufacturing,729,-1.707975583252921e-5,-4.43451592131493e-5,1.0151612883942465e-8
repair_support,0.25,SK,Other services,729,4.50231389947582e-6,-1.4119674651636413e-6,7.048424833822063e-5
repair_support,0.25,SK,Trade,729,-4.2110006936178155e-6,-8.461739446926897e-5,4.871994042821721e-6
repair_support,0.5,DE,Basic metals,729,-4.1432064445946326e-7,-1.3571024304327657e-6,2.5732049824259994e-8
repair_support,0.5,DE,Metal components,729,-1.1000454658293796e-6,-2.8693011855373096e-6,6.710479949489957e-8
repair_support,0.5,DE,Other manufacturing,729,-2.545110333596058e-6,-4.418246624116053e-6,-1.1225404938919332e-6
repair_support,0.5,DE,Other services,729,-1.2553033312823206e-5,-1.3858803304955819e-5,-1.0986739495955088e-5
repair_support,0.5,DE,Trade,729,-3.94199769493398e-6,-7.401810941942707e-6,-1.5318708523892626e-7
repair_support,0.5,FR,Basic metals,729,-1.4794310110385082e-6,-5.609067277341357e-6,4.824939559027375e-7
repair_support,0.5,FR,Metal components,729,-5.609663844553086e-6,-1.5074455061990743e-5,-7.59609264378087e-8
repair_support,0.5,FR,Other manufacturing,729,-1.443515732502122e-5,-3.332640003961274e-5,-3.356639266538522e-6
repair_support,0.5,FR,Other services,729,-8.980363963573275e-6,-1.107478435624643e-5,-7.896048803690552e-6
repair_support,0.5,FR,Trade,729,-6.255222262385775e-6,-1.296376522796908e-5,-1.1296162671925522e-6
repair_support,0.5,IT,Basic metals,729,-7.666127399569743e-7,-2.554965727880255e-6,5.19201570626853e-8
repair_support,0.5,IT,Metal components,729,-2.805463483746068e-6,-4.570279465987328e-6,-1.2360173551328866e-6
repair_support,0.5,IT,Other manufacturing,729,-4.370630735106591e-6,-7.4955411433208556e-6,-1.4476741028168796e-6
repair_support,0.5,IT,Other services,729,-7.5214517836208565e-6,-2.876964991793689e-5,3.331560449737488e-6
repair_support,0.5,IT,Trade,729,-8.204044799065038e-6,-1.2213875866251627e-5,-4.16304520856061e-6
repair_support,0.5,PL,Basic metals,729,-3.1263419077637757e-6,-1.332555609247965e-5,1.044492981055989e-6
repair_support,0.5,PL,Metal components,729,1.120483039714757e-7,-4.699489619820912e-6,6.2999042206864805e-6
repair_support,0.5,PL,Other manufacturing,729,-2.0604414185946504e-5,-5.3230158159063974e-5,-1.7932515805621226e-6
repair_support,0.5,PL,Other services,729,-9.71256745030505e-6,-1.2279785543968517e-5,-7.984189975829857e-6
repair_support,0.5,PL,Trade,729,-5.052326590427377e-6,-1.1256225462832557e-5,-1.6588711626577832e-6
repair_support,0.5,REU,Basic metals,729,-5.20388498959079e-7,-9.488801966384311e-7,-2.2157149448531757e-7
repair_support,0.5,REU,Metal components,729,-5.166315597548983e-7,-1.251339687424746e-6,6.155667087171088e-8
repair_support,0.5,REU,Other manufacturing,729,-1.4305650331003505e-6,-2.410986521539371e-6,-7.190914752541746e-7
repair_support,0.5,REU,Other services,729,-8.321233113672832e-6,-9.634567610383726e-6,-7.373507993069239e-6
repair_support,0.5,REU,Trade,729,-6.491266202335313e-6,-8.986634458807428e-6,-4.858217705905333e-6
repair_support,0.5,SK,Basic metals,729,-8.902770944202617e-6,-3.830034940053718e-5,3.151479611283912e-6
repair_support,0.5,SK,Metal components,729,-2.6938619220485348e-5,-4.8942156472393046e-5,-3.7173611874718136e-6
repair_support,0.5,SK,Other manufacturing,729,-4.954582482252139e-5,-7.902551088264646e-5,-9.862132555433332e-7
repair_support,0.5,SK,Other services,729,7.439520280927436e-5,-1.799602977752357e-6,0.00026077472227223174
repair_support,0.5,SK,Trade,729,-9.224925682991167e-5,-0.0003910376966464247,1.8935494289709973e-7
repair_support,1.0,DE,Basic metals,729,-1.424058970745148e-6,-3.227365896752276e-6,-2.2587670622799644e-7
repair_support,1.0,DE,Metal components,729,-3.367307654933371e-6,-7.753149200428842e-6,-5.871940267354541e-7
repair_support,1.0,DE,Other manufacturing,729,-5.889281240456516e-6,-1.003643660402176e-5,-3.1734100902625065e-6
repair_support,1.0,DE,Other services,729,-2.635760836255941e-5,-2.9349173735759855e-5,-2.3461004738933873e-5
repair_support,1.0,DE,Trade,729,-9.91763009494663e-6,-1.6848332162755558e-5,-3.6187910223972655e-6
repair_support,1.0,FR,Basic metals,729,-5.1441063409122555e-6,-1.3501899987002285e-5,2.74407929713867e-7
repair_support,1.0,FR,Metal components,729,-1.680405947723909e-5,-3.567170675511162e-5,-5.333412755880939e-6
repair_support,1.0,FR,Other manufacturing,729,-3.743467600347839e-5,-7.801140469165806e-5,-1.5689342613978236e-5
repair_support,1.0,FR,Other services,729,-1.988583332446227e-5,-2.612735607865348e-5,-1.7105739036349383e-5
repair_support,1.0,FR,Trade,729,-1.603515279446915e-5,-3.435748447966357e-5,-5.892959031861279e-6
repair_support,1.0,IT,Basic metals,729,-2.4586893521176526e-6,-5.882823272975772e-6,-3.607995902051818e-7
repair_support,1.0,IT,Metal components,729,-6.540175756519232e-6,-1.0536043926201007e-5,-2.8661198192557946e-6
repair_support,1.0,IT,Other manufacturing,729,-9.352885543822971e-6,-1.4311995677474011e-5,-4.582627011195951e-6
repair_support,1.0,IT,Other services,729,-2.1709646225165402e-5,-7.385434107609631e-5,5.412547854355417e-7
repair_support,1.0,IT,Trade,729,-1.7465150337070456e-5,-2.607853225589112e-5,-1.0048230425496796e-5
repair_support,1.0,PL,Basic metals,729,-1.1744642903161561e-5,-3.222959229676474e-5,-8.538478813387941e-8
repair_support,1.0,PL,Metal components,729,1.7308080302780476e-6,-7.342487917868785e-6,1.7075019720843704e-5
repair_support,1.0,PL,Other manufacturing,729,-5.6736945164285224e-5,-0.00011698037274410519,-2.1929116600373585e-5
repair_support,1.0,PL,Other services,729,-2.3027176521141113e-5,-3.579705271095364e-5,-1.8675260227143375e-5
repair_support,1.0,PL,Trade,729,-1.70227767215574e-5,-3.735732964084131e-5,-6.545405450975852e-6
repair_support,1.0,REU,Basic metals,729,-1.3744321791797705e-6,-2.0714940540678196e-6,-6.884871783796675e-7
repair_support,1.0,REU,Metal components,729,-9.60628743218455e-7,-2.1248039883126064e-6,2.706065926894096e-7
repair_support,1.0,REU,Other manufacturing,729,-3.2748057154918797e-6,-5.5673908594400245e-6,-1.7945207320124727e-6
repair_support,1.0,REU,Other services,729,-1.750449581949809e-5,-2.0290117319632373e-5,-1.5463603642018597e-5
repair_support,1.0,REU,Trade,729,-1.359077590468161e-5,-1.7905264215745124e-5,-1.074116199317743e-5
repair_support,1.0,SK,Basic metals,729,-3.342310533521795e-5,-9.333858316853653e-5,-2.985797054437072e-7
repair_support,1.0,SK,Metal components,729,-6.159004088064075e-5,-0.00011666249887445279,-2.1437463937041008e-5
repair_support,1.0,SK,Other manufacturing,729,-8.048425679475271e-5,-0.00014771350939453618,-2.1197214650820284e-6
repair_support,1.0,SK,Other services,729,0.00018082690682666298,-1.0381522752559482e-6,0.0005598232818644476
repair_support,1.0,SK,Trade,729,-0.0004482447918669892,-0.0008788834940595538,-2.8102530409147626e-5
repair_support,2.0,DE,Basic metals,729,-2.8139066521337637e-6,-7.70233087310579e-6,-6.50283560332874e-7
repair_support,2.0,DE,Metal components,729,-8.56812526484034e-6,-1.9382346538864717e-5,-3.1317068827084764e-6
repair_support,2.0,DE,Other manufacturing,729,-1.2182946385053132e-5,-2.1442577891050987e-5,-7.464915041666136e-6
repair_support,2.0,DE,Other services,729,-5.397120055317119e-5,-6.0449836170040086e-5,-4.8810014519062874e-5
repair_support,2.0,DE,Trade,729,-2.4199718462458763e-5,-3.5429773725948026e-5,-1.591789935417866e-5
repair_support,2.0,FR,Basic metals,729,-9.82049284118907e-6,-3.200679956642586e-5,-5.705528050054109e-7
repair_support,2.0,FR,Metal components,729,-3.838187216942764e-5,-8.618540099370608e-5,-1.6576759476195843e-5
repair_support,2.0,FR,Other manufacturing,729,-8.30516755034872e-5,-0.000174813990339029,-3.7870192337585835e-5
repair_support,2.0,FR,Other services,729,-4.277541645336671e-5,-5.9441355182432506e-5,-3.5992396973938426e-5
repair_support,2.0,FR,Trade,729,-4.0567341341724085e-5,-7.421668501983466e-5,-2.225505582043046e-5
repair_support,2.0,IT,Basic metals,729,-4.757372928942424e-6,-1.3900900819345305e-5,-1.1745855399450932e-6
repair_support,2.0,IT,Metal components,729,-1.4144471927045962e-5,-2.254023149239555e-5,-6.626866067005033e-6
repair_support,2.0,IT,Other manufacturing,729,-1.8597713513646192e-5,-2.8865612944351022e-5,-8.963399988903926e-6
repair_support,2.0,IT,Other services,729,-4.909061822599987e-5,-0.00012691904227590827,-6.798140417263464e-6
repair_support,2.0,IT,Trade,729,-3.38855984272081e-5,-5.065398765991022e-5,-2.3539742577405422e-5
repair_support,2.0,PL,Basic metals,729,-2.1178611809632513e-5,-7.652141705067092e-5,-1.350799172588636e-6
repair_support,2.0,PL,Metal components,729,3.9930934226584106e-6,-1.4699597606187464e-5,4.1677061769224976e-5
repair_support,2.0,PL,Other manufacturing,729,-0.00011804806654414657,-0.00025234980077784775,-5.53244188128473e-5
repair_support,2.0,PL,Other services,729,-5.6639445611410304e-5,-0.0001083364321696859,-4.281372185666673e-5
repair_support,2.0,PL,Trade,729,-5.071061264239775e-5,-0.00010760211889284246,-2.6414895615281985e-5
repair_support,2.0,REU,Basic metals,729,-3.0782823401409845e-6,-4.581219303911869e-6,-1.555801887320744e-6
repair_support,2.0,REU,Metal components,729,-1.4843447693202416e-6,-3.7513199213634624e-6,1.3844484891833958e-6
repair_support,2.0,REU,Other manufacturing,729,-6.483436321147451e-6,-1.1229743290819272e-5,-3.622476529852038e-6
repair_support,2.0,REU,Other services,729,-3.6299611572143675e-5,-4.122870332912143e-5,-3.192914659333468e-5
repair_support,2.0,REU,Trade,729,-2.71808854757083e-5,-3.453851527002172e-5,-2.2466486016003987e-5
repair_support,2.0,SK,Basic metals,729,-6.119316414994889e-5,-0.00022119384740470753,-2.8185303652976738e-6
repair_support,2.0,SK,Metal components,729,-0.00014461145206743774,-0.0002507888090232714,-5.56285882821114e-5
repair_support,2.0,SK,Other manufacturing,729,-0.00012182332214591678,-0.00027118005464493543,1.9187290812264834e-5
repair_support,2.0,SK,Other services,729,0.00035808906665460796,1.7535703200541617e-5,0.0010528441122045196
repair_support,2.0,SK,Trade,729,-0.0011074001817147209,-0.001910711185771434,-0.00021772920739536274
reuse_support,0.25,DE,Basic metals,729,-2.050646152884798e-5,-6.896265919432344e-5,1.1154731582864437e-6
reuse_support,0.25,DE,Metal components,729,-6.732473417647582e-5,-0.00021242051531089045,-3.439573843521513e-5
reuse_support,0.25,DE,Other manufacturing,729,-7.090072222659674e-5,-0.00014900985610966094,-3.096393237367328e-5
reuse_support,0.25,DE,Other services,729,-0.00026402156937388476,-0.0002918448765654171,-0.0002299161852348242
reuse_support,0.25,DE,Trade,729,-0.00023524632295490768,-0.00033153337958280476,-0.00018996050346054027
reuse_support,0.25,FR,Basic metals,729,-8.262991618757021e-5,-0.0002912448336622573,9.86010469944626e-6
reuse_support,0.25,FR,Metal components,729,-0.0002970000270831574,-0.0007155850008211866,-0.00012213567780471486
reuse_support,0.25,FR,Other manufacturing,729,-0.0004945815743728814,-0.0010760176984869778,-0.00016028914552324177
reuse_support,0.25,FR,Other services,729,-8.764510327496927e-5,-0.00011129008984367422,-7.324168582734106e-5
reuse_support,0.25,FR,Trade,729,-0.00013089492482132347,-0.00019822241582590004,-9.633846812517904e-5
reuse_support,0.25,IT,Basic metals,729,-3.4779596636111075e-5,-0.00011743263261828597,1.1489361684294091e-6
reuse_support,0.25,IT,Metal components,729,-9.240838172440987e-5,-0.00012800781113986152,-7.44522461126822e-5
reuse_support,0.25,IT,Other manufacturing,729,-7.593075568301824e-5,-0.00015940240160050622,-1.2663601178797315e-5
reuse_support,0.25,IT,Other services,729,-0.00012426924124175917,-0.0005367902877972963,0.000270277861424973
reuse_support,0.25,IT,Trade,729,-8.376707455459772e-5,-0.0001935072390435461,6.267353307443122e-5
reuse_support,0.25,PL,Basic metals,729,-0.0001943664429598492,-0.0007089915687407068,3.522836452760456e-5
reuse_support,0.25,PL,Metal components,729,3.4385053316658174e-5,-0.0001377914079540882,0.0004077083777599159
reuse_support,0.25,PL,Other manufacturing,729,-0.0007642051192082103,-0.0018407904554318985,-0.00021746945487736055
reuse_support,0.25,PL,Other services,729,-0.00015562512293289002,-0.00018261830482260038,-0.00014122349024648777
reuse_support,0.25,PL,Trade,729,-5.96222494708775e-5,-0.00013380965561141228,6.252022533016935e-6
reuse_support,0.25,REU,Basic metals,729,-1.3729342862589599e-5,-3.2820964990243326e-5,-6.526564721998098e-6
reuse_support,0.25,REU,Metal components,729,-6.6853483082773555e-6,-1.9003293005859255e-5,3.2354597334638366e-5
reuse_support,0.25,REU,Other manufacturing,729,-3.5851545121534656e-5,-6.690687867072498e-5,-1.885821622193973e-5
reuse_support,0.25,REU,Other services,729,-0.00014976520280596262,-0.00016702654292988228,-0.00013629674795456737
reuse_support,0.25,REU,Trade,729,-0.0001494613613983731,-0.0002320395986576962,-0.00013665216539449082
reuse_support,0.25,SK,Basic metals,729,-0.0005423431966898468,-0.002032661302879368,0.00010179793489540511
reuse_support,0.25,SK,Metal components,729,-0.0003796245662764814,-0.0008892959408687962,0.0009135875359092334
reuse_support,0.25,SK,Other manufacturing,729,0.0019139802052374393,-8.470941225376519e-5,0.005486695814653426
reuse_support,0.25,SK,Other services,729,-0.0007741611123934644,-0.001798291436620064,-0.00033656074078787783
reuse_support,0.25,SK,Trade,729,0.0005758654830546332,-0.008118496218449282,0.0036906684628773235
reuse_support,0.5,DE,Basic metals,729,-7.777817074839014e-5,-0.00021729675560024016,-5.134876412961566e-6
reuse_support,0.5,DE,Metal components,729,-0.00022554017137244375,-0.0005188274249556604,-9.183906802823264e-5
reuse_support,0.5,DE,Other manufacturing,729,-0.00015539137444564596,-0.00034037364544659015,-6.711432931627573e-5
reuse_support,0.5,DE,Other services,729,-0.0005183715941048386,-0.0005900666880886977,-0.00043489610306313164
reuse_support,0.5,DE,Trade,729,-0.00046827616381195386,-0.0006548407153306187,-0.0003550657344919555
reuse_support,0.5,FR,Basic metals,729,-0.00031635826854953177,-0.0009268538732655744,-1.7981978273179037e-5
reuse_support,0.5,FR,Metal components,729,-0.0009578538438525455,-0.002296478113129255,-0.00033638279270944396
reuse_support,0.5,FR,Other manufacturing,729,-0.0014747030386397305,-0.0036442961785398986,-0.00047490583808818134
reuse_support,0.5,FR,Other services,729,-0.00020130014160013595,-0.0003029723493530592,-0.00016659756424397575
reuse_support,0.5,FR,Trade,729,-0.00035028025662242715,-0.0006009300396958612,-0.0002664121084405841
reuse_support,0.5,IT,Basic metals,729,-0.00014150560810912086,-0.0003838907892246058,-1.48452237392116e-5
reuse_support,0.5,IT,Metal components,729,-0.00022916542602446232,-0.0004005684788421697,-0.0001728628478914063
reuse_support,0.5,IT,Other manufacturing,729,-0.00020940537233116248,-0.0003858765657116518,-5.746195467226674e-5
reuse_support,0.5,IT,Other services,729,-0.00018624817393897455,-0.0009946174376995755,0.0006708432434998641
reuse_support,0.5,IT,Trade,729,-0.00024258479515149153,-0.0005599410308754294,6.988500589333348e-5
reuse_support,0.5,PL,Basic metals,729,-0.0007309448789884779,-0.0022504733201397283,-1.9624658321769284e-5
reuse_support,0.5,PL,Metal components,729,0.00031907416936059334,-0.00022161670834629045,0.0014209591267805963
reuse_support,0.5,PL,Other manufacturing,729,-0.0022369482116314965,-0.005439421516706874,-0.0006680421058336803
reuse_support,0.5,PL,Other services,729,-0.00037353256878705905,-0.0004972437023354481,-0.0003171529251444849
reuse_support,0.5,PL,Trade,729,-0.00024465943859745,-0.00043438386236889916,-0.00012095238084432453
reuse_support,0.5,REU,Basic metals,729,-4.795736964213946e-5,-9.138218315385406e-5,-1.7417752973258973e-5
reuse_support,0.5,REU,Metal components,729,1.2938986437838182e-5,-3.1255958155007536e-5,0.00011426105579470609
reuse_support,0.5,REU,Other manufacturing,729,-7.859829949108388e-5,-0.00014012936294660605,-3.9064645829256506e-5
reuse_support,0.5,REU,Other services,729,-0.0002993427507647084,-0.0003378476948090459,-0.0002758143144210301
reuse_support,0.5,REU,Trade,729,-0.0003052810556680719,-0.0004508368642630601,-0.0002669643201613781
reuse_support,0.5,SK,Basic metals,729,-0.0020701684770895352,-0.006176161013677842,7.698618167011279e-6
reuse_support,0.5,SK,Metal components,729,0.0015581075323843794,-0.0011941277250950507,0.00844996752524101
reuse_support,0.5,SK,Other manufacturing,729,0.00900938907079325,0.002342328709653284,0.03016237040506242
reuse_support,0.5,SK,Other services,729,-0.0031160238595564363,-0.029534221872332688,-0.00042895309441139725
reuse_support,0.5,SK,Trade,729,-0.0008947591912012232,-0.017094321138714248,0.01030317852103054
reuse_support,1.0,DE,Basic metals,729,-0.00018407064131810186,-0.0004044626991439963,-1.4586795882289549e-5
reuse_support,1.0,DE,Metal components,729,-0.000627343639980609,-0.0010808073182877079,-0.00023548138015083624
reuse_support,1.0,DE,Other manufacturing,729,-0.00037210818175648086,-0.0006776717831114001,-0.0001630001891128608
reuse_support,1.0,DE,Other services,729,-0.001046439331986449,-0.0012105688387165085,-0.0008864459364765768
reuse_support,1.0,DE,Trade,729,-0.0009771551030102199,-0.001539301447339716,-0.0007100799737758122
reuse_support,1.0,FR,Basic metals,729,-0.0008593017311862654,-0.0017534089121066308,-0.00012445631741952366
reuse_support,1.0,FR,Metal components,729,-0.0024100943902156725,-0.004548520148795215,-0.0007503459887648327
reuse_support,1.0,FR,Other manufacturing,729,-0.003700542322016009,-0.007189819511455043,-0.0011888469991006034
reuse_support,1.0,FR,Other services,729,-0.0004526974816565502,-0.0007860807613280236,-0.0003556231087831209
reuse_support,1.0,FR,Trade,729,-0.0007845937071593332,-0.0016508697910144817,-0.0005773006524378856
reuse_support,1.0,IT,Basic metals,729,-0.0003728221832483511,-0.0007349367985426119,-7.716352264947229e-5
reuse_support,1.0,IT,Metal components,729,-0.0005195062938723,-0.0009410026355349433,-0.00035422331738919633
reuse_support,1.0,IT,Other manufacturing,729,-0.0004307106704071207,-0.0009158308332479777,-0.00013004115295700599
reuse_support,1.0,IT,Other services,729,-0.00020849394949396002,-0.0017551224467116124,0.002059175341806446
reuse_support,1.0,IT,Trade,729,-0.0005643507676733636,-0.0013760056838063672,-1.7173762478783856e-5
reuse_support,1.0,PL,Basic metals,729,-0.001971095867180938,-0.0041999395880808355,-0.00022941427878482755
reuse_support,1.0,PL,Metal components,729,0.0008641156760750602,-0.00034015087736298543,0.002617794318602851
reuse_support,1.0,PL,Other manufacturing,729,-0.005546906607346651,-0.010606373097632911,-0.0016832552260815734
reuse_support,1.0,PL,Other services,729,-0.0007780550126513359,-0.0012942221787161166,-0.0006567755230669211
reuse_support,1.0,PL,Trade,729,-0.0006301762753070445,-0.001600880259023081,-0.00038715030564744437
reuse_support,1.0,REU,Basic metals,729,-0.00011093551077756444,-0.0001775229756417773,-4.033467561059887e-5
reuse_support,1.0,REU,Metal components,729,6.46664678249919e-5,-4.272544199546184e-5,0.00024386342556415014
reuse_support,1.0,REU,Other manufacturing,729,-0.0001733556698968464,-0.00027087463206898477,-8.968817569732225e-5
reuse_support,1.0,REU,Other services,729,-0.0006009778911408858,-0.000682709176891283,-0.0005474327414711766
reuse_support,1.0,REU,Trade,729,-0.0006074209650597242,-0.0009224218533665511,-0.0004865971497625134
reuse_support,1.0,SK,Basic metals,729,-0.00539425992015431,-0.011733311396311891,-0.0004171494048611497
reuse_support,1.0,SK,Metal components,729,0.003888860754848582,-0.00160436388532224,0.017746807000819594
reuse_support,1.0,SK,Other manufacturing,729,0.026133720639795386,0.004397243377589618,0.06440130402512845
reuse_support,1.0,SK,Other services,729,-0.02518054257401945,-0.09295785961963239,-0.004394282603508047
reuse_support,1.0,SK,Trade,729,-0.0043898928183101135,-0.030453618742550457,0.026682709132436387
reuse_support,2.0,DE,Basic metals,729,-0.00031328994172250994,-0.0007273168584399126,-2.667137368739503e-5
reuse_support,2.0,DE,Metal components,729,-0.0011471733536772037,-0.002069119621461657,-0.0005065533533743487
reuse_support,2.0,DE,Other manufacturing,729,-0.0007296834917402963,-0.0013131776898211995,-0.0003707643586481349
reuse_support,2.0,DE,Other services,729,-0.0021913590189326375,-0.0027451157043723046,-0.001836506499353075
reuse_support,2.0,DE,Trade,729,-0.002327063330231917,-0.0034169930589578227,-0.0015254270251063877
reuse_support,2.0,FR,Basic metals,729,-0.0014838290325064677,-0.003353200648184243,-0.00024083836222122643
reuse_support,2.0,FR,Metal components,729,-0.004358744796374493,-0.0084963454273775,-0.0015065954234507381
reuse_support,2.0,FR,Other manufacturing,729,-0.006700778011581354,-0.013369621358749825,-0.002623297644044346
reuse_support,2.0,FR,Other services,729,-0.0010537612721628349,-0.0018122177748436394,-0.0007599280569481342
reuse_support,2.0,FR,Trade,729,-0.0019549118905115605,-0.003958243226842596,-0.0011965222504017915
reuse_support,2.0,IT,Basic metals,729,-0.0007003110228291658,-0.0015019700907139301,-0.00017964928321654867
reuse_support,2.0,IT,Metal components,729,-0.0010820793993837304,-0.0018173879789531594,-0.0007037047073610087
reuse_support,2.0,IT,Other manufacturing,729,-0.0008872790426273113,-0.0018241665889595655,-0.0002894021599808569
reuse_support,2.0,IT,Other services,729,-0.0003601229380034718,-0.003051353246619213,0.006293069484264457
reuse_support,2.0,IT,Trade,729,-0.0013635849077098337,-0.00395874887914041,-0.0002621894229837312
reuse_support,2.0,PL,Basic metals,729,-0.003486740655789657,-0.007890092194841342,-0.000507550045152369
reuse_support,2.0,PL,Metal components,729,0.0013624402597337856,-0.0006170577419196113,0.004528006990792393
reuse_support,2.0,PL,Other manufacturing,729,-0.009768864488413631,-0.019004214777597138,-0.0036369022105691633
reuse_support,2.0,PL,Other services,729,-0.0016194773162727383,-0.003097823594822272,-0.0013427649961929545
reuse_support,2.0,PL,Trade,729,-0.0014646529544417,-0.003853784925790378,-0.000884589625993566
reuse_support,2.0,REU,Basic metals,729,-0.00020509725375817783,-0.00035400896195581286,-8.41334504064769e-5
reuse_support,2.0,REU,Metal components,729,0.00011334730657397484,-6.454928328514244e-5,0.0004730848888412358
reuse_support,2.0,REU,Other manufacturing,729,-0.0003266220560460553,-0.0005399111543291646,-0.0001780451360899882
reuse_support,2.0,REU,Other services,729,-0.0011901704985661787,-0.0013724640530288212,-0.001050498510701825
reuse_support,2.0,REU,Trade,729,-0.0011949012302836517,-0.001825594488580329,-0.000955149917025722
reuse_support,2.0,SK,Basic metals,729,-0.009472827798753488,-0.021031528415469545,-0.001144284523193334
reuse_support,2.0,SK,Metal components,729,0.004946343542934256,-0.003403336798509024,0.02954515994497248
reuse_support,2.0,SK,Other manufacturing,729,0.043498139870842736,0.007309063388756462,0.11672483652743718
reuse_support,2.0,SK,Other services,729,-0.10032144181465072,-0.22042825877818334,-0.02761064152224436
reuse_support,2.0,SK,Trade,729,-0.009674476895132837,-0.06454494315067996,0.050226406046792335
virgin_metal_tax,0.25,DE,Basic metals,729,-2.5450134777396134e-6,-8.37728000302537e-6,1.0996653032614643e-6
virgin_metal_tax,0.25,DE,Metal components,729,-5.237171363248048e-6,-3.2935279381528954e-5,-1.4615819665663654e-7
virgin_metal_tax,0.25,DE,Other manufacturing,729,-1.7459023282651045e-5,-4.196373433185132e-5,-6.390855844529145e-6
virgin_metal_tax,0.25,DE,Other services,729,8.65259107696304e-6,-3.7307082634274756e-5,5.419312506527165e-5
virgin_metal_tax,0.25,DE,Trade,729,3.9944563079430504e-5,-9.098623854342248e-7,6.879962508588037e-5
virgin_metal_tax,0.25,FR,Basic metals,729,-1.4742274734388362e-6,-1.2832249785060703e-5,3.367227430236659e-6
virgin_metal_tax,0.25,FR,Metal components,729,-3.86761795922997e-6,-2.8884489977628312e-5,3.3501556639949295e-6
virgin_metal_tax,0.25,FR,Other manufacturing,729,-2.1296918872870724e-5,-4.797635475561933e-5,-7.345731856123216e-6
virgin_metal_tax,0.25,FR,Other services,729,-3.153765458785431e-5,-6.78610696414062e-5,-1.4873476450461005e-6
virgin_metal_tax,0.25,FR,Trade,729,-1.779819531755328e-5,-8.376152252909146e-5,1.3975561341528249e-5
virgin_metal_tax,0.25,IT,Basic metals,729,-1.338378063933114e-6,-8.357189595922446e-6,3.1353255880490313e-6
virgin_metal_tax,0.25,IT,Metal components,729,-2.3768726209460916e-6,-1.9408505624876665e-5,2.551796818295138e-6
virgin_metal_tax,0.25,IT,Other manufacturing,729,-5.073708186920116e-6,-1.4714650742320217e-5,1.6980616590611722e-5
virgin_metal_tax,0.25,IT,Other services,729,-0.0002860523848235989,-0.0005792681237570826,-0.00016730057366132247
virgin_metal_tax,0.25,IT,Trade,729,0.00019407549152195127,0.00015867914268108546,0.00022331181404045092
virgin_metal_tax,0.25,PL,Basic metals,729,-2.4584082104492476e-6,-2.641098146992946e-5,-6.464709656825419e-7
