instrument,wedge_percent,family,valid_parameter_configurations,median_avoided_new_product_tonnes,lower_quartile_avoided_new_product_tonnes,upper_quartile_avoided_new_product_tonnes,median_avoided_new_product_percent,lower_quartile_avoided_new_product_percent,upper_quartile_avoided_new_product_percent,median_avoided_new_product_primary_metal_tonnes,lower_quartile_avoided_new_product_primary_metal_tonnes,upper_quartile_avoided_new_product_primary_metal_tonnes,median_avoided_new_product_recycled_metal_tonnes,lower_quartile_avoided_new_product_recycled_metal_tonnes,upper_quartile_avoided_new_product_recycled_metal_tonnes
refurbishment_support,0.5,ELMA,729,-121.54016623574717,-574.5167061027751,336.33226913312683,-0.00013998141468404853,-0.0006616879322338192,0.00038736385094151766,-6.39200729134609,-474.1114046644652,706.6041359638912,-0.10613908352339507,-0.8384437951047978,0.5854226496535464
refurbishment_support,0.5,OFMA,729,-3935.431250415704,-6150.775126137539,932.711557764744,-0.1164553533594006,-0.18201072390043566,0.027600343426255173,2.2456254822266484,-41.489404141752814,103.05312436009412,-0.1670911810487593,-0.6918733467228687,0.1937107412598557
refurbishment_support,0.5,RATV,729,-11265.598252782598,-43517.11285923491,52288.82490552403,-0.014057918674154492,-0.05430337739569424,0.06524926875564716,13.246860606956034,-78.2404968607807,113.35308470902964,-0.011097061890826154,-1.2283113664762157,0.34838814030269116
refurbishment_support,0.5,all CE-RISE families,729,-15032.79795161388,-41682.58278441899,45262.95816926124,-0.008825052476587473,-0.024469894534350983,0.026571765440806076,56.51234087231047,-330.39511388809376,641.6667308891933,-0.47490881710393706,-1.4257824281525884,0.23067309790114088
refurbishment_support,1.0,ELMA,729,-225.98158819349192,-1188.6125949341076,687.4004439537384,-0.0002602696983852666,-0.001368960383248331,0.000791699481572589,-9.458835350262234,-954.9572956088086,1439.2660211051116,-0.07373949241938504,-1.670100665865327,1.6666356921388275
refurbishment_support,1.0,OFMA,729,-5735.095829209463,-9649.118354916514,1325.787250773824,-0.1697101458118633,-0.2855319826790988,0.03923204674251266,33.21089529612829,-22.31340209980443,189.19642725141227,-0.2831761819613606,-1.13813948164383,0.3596773443625019
refurbishment_support,1.0,RATV,729,-26550.750753390603,-84924.89094664948,95746.93104712153,-0.0331316887442457,-0.10597459482851279,0.1194790138755259,32.30665328730902,-129.8110491906118,249.4747428502851,-0.03909697952637403,-1.7837425001231608,0.608785360529231
refurbishment_support,1.0,all CE-RISE families,729,-32459.407797135667,-80891.55737468299,88971.33990383075,-0.019055399938899712,-0.04748764940779533,0.052230911776427684,235.38847890896426,-701.8459793884825,1483.133469380694,-0.7229405634829054,-2.2746587227938693,0.5783905289552924
refurbishment_support,2.0,ELMA,729,-225.80878834701434,-2497.768683253511,2225.6856192125706,-0.0002600706796763387,-0.0028767542834946674,0.002563388147873738,16.46681211378018,-1878.1017847764888,3120.5412369349942,-0.06464622248910956,-3.4729778964905815,3.9420201601177
refurbishment_support,2.0,OFMA,729,-8525.371688422827,-15680.800377405996,2449.378001851034,-0.25227862191485034,-0.4640185618072081,0.072480793734149,56.602669271009994,-3.8630190514309763,267.0087361847659,-0.38166638622824595,-1.8797266865772124,0.5315975742287071
