sensitivity_profile,stage,scenario,instrument,wedge,termination_status,primal_status,solver_valid,solver_elapsed_seconds,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,worst_equation_block,worst_equation_tag,worst_equation_indices,worst_equation_scaled_residual,worst_bound_variable,worst_bound_violation,solver_message,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,target_profile,source_profile,continued_parameter,source_parameter_value,target_parameter_value,trial_fraction,trial_parameter_value,continuation_phase,continuation_path,attempt,trial_accepted
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,63.545289536,0.0010612177000927092,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010612177000927092,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,1.0,2.0,direct_target,diagonal_tax_parameter,1,false
sensitivity_457,policy,virgin_metal_tax_tax_0_01,virgin_metal_tax,0.01,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,13.936095279,0.0005299686228728007,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0005299686228728007,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.5,1.25,parameter_bisection,diagonal_tax_parameter,2,true
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,38.648220479,0.0010648141274547385,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010648141274547385,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,1.0,2.0,parameter_bisection,diagonal_tax_parameter,3,false
sensitivity_457,policy,virgin_metal_tax_tax_0_015,virgin_metal_tax,0.015,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,34.713169175,0.0007641217870940631,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0007641217870940631,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.75,1.625,parameter_bisection,diagonal_tax_parameter,4,true
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,20.101917776,0.0010656741052509355,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010656741052509355,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,1.0,2.0,parameter_bisection,diagonal_tax_parameter,5,false
sensitivity_457,policy,virgin_metal_tax_tax_0_0175,virgin_metal_tax,0.0175,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,15.41542152,0.0009010032817657887,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0009010032817657887,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.875,1.8125,parameter_bisection,diagonal_tax_parameter,6,true
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,16.149663692,0.0010494435635245436,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010494435635245436,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,1.0,2.0,parameter_bisection,diagonal_tax_parameter,7,false
sensitivity_457,policy,virgin_metal_tax_tax_0_01875,virgin_metal_tax,0.01875,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,22.829841208,0.000980229886040851,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.000980229886040851,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.9375,1.90625,parameter_bisection,diagonal_tax_parameter,8,true
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,7.99937956,0.0010326251438370626,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010326251438370626,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,1.0,2.0,parameter_bisection,diagonal_tax_parameter,9,false
sensitivity_457,policy,virgin_metal_tax_tax_0_019375,virgin_metal_tax,0.019375,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,14.693482265,0.0009926394926316195,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0009926394926316195,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,0.96875,1.953125,parameter_bisection,diagonal_tax_parameter,10,true
sensitivity_457,policy,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,7.681460202,0.0009938222808448804,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0009938222808448804,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,0.5,2.0,2.0,1.0,2.0,1.0,sensitivity_457,sensitivity_451,trade.cet_transformation_elasticity,0.5,2.0,1.0,2.0,parameter_bisection,diagonal_tax_parameter,11,true
