sensitivity_profile,stage,scenario,instrument,wedge,termination_status,primal_status,solver_valid,solver_elapsed_seconds,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,worst_equation_block,worst_equation_tag,worst_equation_indices,worst_equation_scaled_residual,worst_bound_variable,worst_bound_violation,solver_message,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,declared_wedge,source_wedge,trial_wedge,continuation_phase,attempt,trial_accepted
sensitivity_459,baseline,baseline,,0.0,ALMOST_LOCALLY_SOLVED,NEARLY_FEASIBLE_POINT,true,2.242575364,4.878792128071296e-7,0,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,4.878792128071296e-7,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,baseline,1,true
sensitivity_459,direct_target,virgin_metal_tax_tax_0_0025,virgin_metal_tax,0.0025,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,30.398642824,0.00013486663264317134,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.00013486663264317134,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.0025,0.0,0.0025,direct_target,1,true
sensitivity_459,direct_target,virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,9.072154106,0.00026737605139770526,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.00026737605139770526,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.005,0.0025,0.005,direct_target,1,true
sensitivity_459,direct_target,virgin_metal_tax_tax_0_01,virgin_metal_tax,0.01,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,48.270537438,0.0006168427275347055,0,0.0,0,material_composite_production_SK,eqpzs,IND_SK_NEW_ELMA,0.0006168427275347055,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.01,0.005,0.01,direct_target,1,true
sensitivity_459,direct_target,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,37.813677894,0.0010758083405884022,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010758083405884022,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.02,0.01,0.02,direct_target,1,false
sensitivity_459,continuation_trial,virgin_metal_tax_tax_0_015,virgin_metal_tax,0.015,OTHER_ERROR,NEARLY_FEASIBLE_POINT,false,83.217408136,0.0012506760043218268,1,9.33765122727971e-9,0,eu_wide_eol_allocation,eu_wide_eol_allocation,OFMA|EOL_SK_OFMA_REU,0.0012506760043218268,Y_IND_SK_NEW_OFMA,9.33765122727971e-9,,2.0,2.0,2.0,1.0,2.0,1.0,0.02,0.01,0.015,continuation_trial,2,false
sensitivity_459,continuation_trial,virgin_metal_tax_tax_0_0125,virgin_metal_tax,0.0125,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,52.617828833,0.0005571608132703965,0,0.0,0,material_composite_production_SK,eqpzs,IND_SK_NEW_ELMA,0.0005571608132703965,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.02,0.01,0.0125,continuation_trial,3,true
sensitivity_459,continuation_trial,virgin_metal_tax_tax_0_0175,virgin_metal_tax,0.0175,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,47.567151751,0.0009158235510512425,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0009158235510512425,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.02,0.0125,0.0175,continuation_trial,4,true
sensitivity_459,continuation_trial,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,37.59413008,0.0012334856528313232,2,0.0,0,material_composite_production_SK,eqpzs,IND_SK_NEW_ELMA,0.0012334856528313232,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.02,0.0175,0.02,continuation_trial,5,false
sensitivity_459,continuation_trial,virgin_metal_tax_tax_0_018750000000000003,virgin_metal_tax,0.018750000000000003,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,34.723145683,0.001015237202349084,1,0.0,0,material_composite_production_SK,eqpzs,IND_SK_NEW_ELMA,0.001015237202349084,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.02,0.0175,0.018750000000000003,continuation_trial,6,false
sensitivity_459,continuation_trial,virgin_metal_tax_tax_0_018125000000000002,virgin_metal_tax,0.018125000000000002,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,29.98839943,0.0015462834547130822,1,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.0015462834547130822,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.02,0.0175,0.018125000000000002,continuation_trial,7,false
sensitivity_459,continuation_trial,virgin_metal_tax_tax_0_017812500000000002,virgin_metal_tax,0.017812500000000002,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,20.190980063,0.0009071963207200051,0,0.0,0,material_composite_production_SK,eqpzs,IND_SK_NEW_ELMA,0.0009071963207200051,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.02,0.0175,0.017812500000000002,continuation_trial,8,true
sensitivity_459,continuation_trial,virgin_metal_tax_tax_0_018437500000000002,virgin_metal_tax,0.018437500000000002,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,40.590215873,0.0011388197441829506,1,0.0,0,material_composite_production_SK,eqpzs,IND_SK_NEW_ELMA,0.0011388197441829506,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.02,0.017812500000000002,0.018437500000000002,continuation_trial,9,false
sensitivity_459,continuation_trial,virgin_metal_tax_tax_0_018125000000000002,virgin_metal_tax,0.018125000000000002,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,69.230669511,0.006631117912947014,3,0.0,0,eu_wide_eol_allocation,eu_wide_eol_allocation,OFMA|EOL_REU_OFMA_REF,0.006631117912947014,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.02,0.017812500000000002,0.018125000000000002,continuation_trial,10,false
sensitivity_459,continuation_trial,virgin_metal_tax_tax_0_017968750000000002,virgin_metal_tax,0.017968750000000002,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,69.454529785,0.0010524566124798795,1,0.0,0,material_composite_production_SK,eqpzs,IND_SK_NEW_ELMA,0.0010524566124798795,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,0.02,0.017812500000000002,0.017968750000000002,continuation_trial,11,false
