sensitivity_profile,stage,scenario,instrument,wedge,termination_status,primal_status,solver_valid,solver_elapsed_seconds,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,worst_equation_block,worst_equation_tag,worst_equation_indices,worst_equation_scaled_residual,worst_bound_variable,worst_bound_violation,solver_message,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,declared_wedge,source_wedge,trial_wedge,continuation_phase,attempt,trial_accepted
sensitivity_654,baseline,baseline,,0.0,ALMOST_LOCALLY_SOLVED,NEARLY_FEASIBLE_POINT,true,1.741925409,5.05458062294295e-7,0,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,5.05458062294295e-7,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,baseline,1,true
sensitivity_654,direct_target,virgin_metal_tax_tax_0_0025,virgin_metal_tax,0.0025,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,27.587713938,0.00012193529523829572,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.00012193529523829572,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.0025,0.0,0.0025,direct_target,1,true
sensitivity_654,direct_target,virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,45.199635736,0.0009355612625894238,0,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.0009355612625894238,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.005,0.0025,0.005,direct_target,1,true
sensitivity_654,direct_target,virgin_metal_tax_tax_0_01,virgin_metal_tax,0.01,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,49.612896785,0.00563949748469561,1,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.00563949748469561,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.01,0.005,0.01,direct_target,1,false
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_0075,virgin_metal_tax,0.0075,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,21.925455111,0.00038964146436404334,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.00038964146436404334,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.01,0.005,0.0075,continuation_trial,2,true
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_01,virgin_metal_tax,0.01,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,21.282760136,0.00044281175310378895,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.00044281175310378895,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.01,0.0075,0.01,continuation_trial,3,true
sensitivity_654,direct_target,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,47.090218391,0.055957227360959094,1,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.055957227360959094,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.01,0.02,direct_target,1,false
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_015,virgin_metal_tax,0.015,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,9.723074864,0.0007185330152764242,0,0.0,0,common_eu_trade,eu_cet_quantity,NEW_ELMA|SK,0.0007185330152764242,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.01,0.015,continuation_trial,2,true
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,28.704698255,0.9042815568253824,83,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.9042815568253824,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.015,0.02,continuation_trial,3,false
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_0175,virgin_metal_tax,0.0175,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,29.853084227,3.90232937836934,1012,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,3.90232937836934,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.015,0.0175,continuation_trial,4,false
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_01625,virgin_metal_tax,0.01625,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,32.718917551,0.0008389750259776296,0,0.0,0,common_eu_trade,eu_cet_quantity,NEW_ELMA|SK,0.0008389750259776296,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.015,0.01625,continuation_trial,5,true
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_018750000000000003,virgin_metal_tax,0.018750000000000003,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,7.565328215,0.0006906855767460085,0,0.0,0,material_composite_production_DE,eqpzs,IND_DE_NEW_ELMA,0.0006906855767460085,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.01625,0.018750000000000003,continuation_trial,6,true
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,39.405412699,0.07216267539435339,1,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.07216267539435339,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.018750000000000003,0.02,continuation_trial,7,false
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_019375000000000003,virgin_metal_tax,0.019375000000000003,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,10.112301032,0.0009886929629846497,0,0.0,0,material_composite_production_DE,eqpzs,IND_DE_NEW_ELMA,0.0009886929629846497,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.018750000000000003,0.019375000000000003,continuation_trial,8,true
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,54.615389531,1.2407083828672152,372,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,1.2407083828672152,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.019375000000000003,0.02,continuation_trial,9,false
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_019687500000000004,virgin_metal_tax,0.019687500000000004,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,33.950873609,0.13701068157038043,1,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.13701068157038043,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.019375000000000003,0.019687500000000004,continuation_trial,10,false
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_019531250000000003,virgin_metal_tax,0.019531250000000003,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,38.893596181,0.00597219030985896,2,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.00597219030985896,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.019375000000000003,0.019531250000000003,continuation_trial,11,false
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_019453125,virgin_metal_tax,0.019453125,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,47.452918144,0.0045295647687620955,1,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.0045295647687620955,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.019375000000000003,0.019453125,continuation_trial,12,false
sensitivity_654,continuation_trial,virgin_metal_tax_tax_0_019414062500000002,virgin_metal_tax,0.019414062500000002,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,72.883517393,0.06639192130781546,1,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.06639192130781546,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.019375000000000003,0.019414062500000002,continuation_trial,13,false
sensitivity_654,predictor_target,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,INVALID_MODEL,FEASIBLE_POINT,false,2.715677483,0.9994129432739487,22,0.0,0,regional_circular_household_utility,regional_circular_utility,PL,0.9994129432739487,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,2.0,1.0,0.5,0.5,2.0,2.0,0.02,0.019375000000000003,0.02,predictor_target,14,false
