sensitivity_profile,stage,scenario,instrument,wedge,termination_status,primal_status,solver_valid,solver_elapsed_seconds,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,worst_equation_block,worst_equation_tag,worst_equation_indices,worst_equation_scaled_residual,worst_bound_variable,worst_bound_violation,solver_message,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,declared_wedge,source_wedge,trial_wedge,continuation_phase,attempt,trial_accepted
sensitivity_170,baseline,baseline,,0.0,ALMOST_LOCALLY_SOLVED,NEARLY_FEASIBLE_POINT,true,3.880539166,5.054579695906725e-7,0,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,5.054579695906725e-7,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.0,0.0,0.0,baseline,1,true
sensitivity_170,direct_target,virgin_metal_tax_tax_0_0025,virgin_metal_tax,0.0025,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,11.090190959,0.00013248819765043773,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.00013248819765043773,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.0025,0.0,0.0025,direct_target,1,true
sensitivity_170,direct_target,virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,12.445277512,0.0002697613722286718,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0002697613722286718,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.005,0.0025,0.005,direct_target,1,true
sensitivity_170,direct_target,virgin_metal_tax_tax_0_01,virgin_metal_tax,0.01,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,17.0367208,0.0004890238398577162,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0004890238398577162,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.01,0.005,0.01,direct_target,1,true
sensitivity_170,direct_target,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,20.782200631,0.0010254107944847046,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010254107944847046,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.02,0.01,0.02,direct_target,1,false
sensitivity_170,continuation_trial,virgin_metal_tax_tax_0_015,virgin_metal_tax,0.015,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,15.322836013,0.0007852680912519006,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0007852680912519006,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.02,0.01,0.015,continuation_trial,2,true
sensitivity_170,continuation_trial,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,14.424795875,0.001067489535814925,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.001067489535814925,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.02,0.015,0.02,continuation_trial,3,false
sensitivity_170,continuation_trial,virgin_metal_tax_tax_0_0175,virgin_metal_tax,0.0175,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,22.245524549,0.0009363873314905957,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0009363873314905957,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.02,0.015,0.0175,continuation_trial,4,true
sensitivity_170,continuation_trial,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,11.624114253,0.001052968438945756,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.001052968438945756,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.02,0.0175,0.02,continuation_trial,5,false
sensitivity_170,continuation_trial,virgin_metal_tax_tax_0_018750000000000003,virgin_metal_tax,0.018750000000000003,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,12.620888212,0.0009536249904577021,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0009536249904577021,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.02,0.0175,0.018750000000000003,continuation_trial,6,true
sensitivity_170,continuation_trial,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,18.015733416,0.0010784853655584348,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010784853655584348,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.02,0.018750000000000003,0.02,continuation_trial,7,false
sensitivity_170,continuation_trial,virgin_metal_tax_tax_0_019375000000000003,virgin_metal_tax,0.019375000000000003,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,10.679549342,0.0008336401234945168,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0008336401234945168,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.02,0.018750000000000003,0.019375000000000003,continuation_trial,8,true
sensitivity_170,continuation_trial,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,26.502947275,0.0010769075813837903,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010769075813837903,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.02,0.019375000000000003,0.02,continuation_trial,9,false
sensitivity_170,continuation_trial,virgin_metal_tax_tax_0_019687500000000004,virgin_metal_tax,0.019687500000000004,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,9.823239079,0.0008599132821891509,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0008599132821891509,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.02,0.019375000000000003,0.019687500000000004,continuation_trial,10,true
sensitivity_170,continuation_trial,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,21.671214805,0.0010723453069197975,1,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0010723453069197975,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,2.0,0.5,0.5,2.0,0.5,0.02,0.019687500000000004,0.02,continuation_trial,11,false
