sensitivity_profile,stage,scenario,instrument,wedge,termination_status,primal_status,solver_valid,solver_elapsed_seconds,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,worst_equation_block,worst_equation_tag,worst_equation_indices,worst_equation_scaled_residual,worst_bound_variable,worst_bound_violation,solver_message,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,declared_wedge,source_wedge,trial_wedge,continuation_phase,attempt,trial_accepted
sensitivity_707,baseline,baseline,,0.0,ALMOST_LOCALLY_SOLVED,NEARLY_FEASIBLE_POINT,true,2.271094556,5.082090307473308e-7,0,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,5.082090307473308e-7,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,0.5,2.0,2.0,2.0,0.0,0.0,0.0,baseline,1,true
sensitivity_707,direct_target,virgin_metal_tax_tax_0_0025,virgin_metal_tax,0.0025,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,9.138203192,0.00012794751818479,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.00012794751818479,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,0.5,2.0,2.0,2.0,0.0025,0.0,0.0025,direct_target,1,true
sensitivity_707,direct_target,virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,34.782992415,0.0001951445058013812,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0001951445058013812,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,0.5,2.0,2.0,2.0,0.005,0.0025,0.005,direct_target,1,true
sensitivity_707,direct_target,virgin_metal_tax_tax_0_01,virgin_metal_tax,0.01,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,25.968289107,0.0004602445203423233,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.0004602445203423233,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,0.5,2.0,2.0,2.0,0.01,0.005,0.01,direct_target,1,true
sensitivity_707,direct_target,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,30.389426727,0.06496105150121423,1,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.06496105150121423,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,0.5,2.0,2.0,2.0,0.02,0.01,0.02,direct_target,1,false
sensitivity_707,continuation_trial,virgin_metal_tax_tax_0_015,virgin_metal_tax,0.015,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,28.521639155,0.0006029919645323394,0,0.0,0,common_eu_trade,eu_cet_quantity,NEW_ELMA|SK,0.0006029919645323394,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,0.5,2.0,2.0,2.0,0.02,0.01,0.015,continuation_trial,2,true
sensitivity_707,continuation_trial,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,20.168607935,0.05640823552398433,1,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.05640823552398433,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,0.5,2.0,2.0,2.0,0.02,0.015,0.02,continuation_trial,3,false
sensitivity_707,continuation_trial,virgin_metal_tax_tax_0_0175,virgin_metal_tax,0.0175,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,23.695755294,0.0009058495123544045,0,0.0,0,common_eu_trade,eu_cet_quantity,NEW_ELMA|SK,0.0009058495123544045,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,0.5,2.0,2.0,2.0,0.02,0.015,0.0175,continuation_trial,4,true
sensitivity_707,continuation_trial,virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,13.203899351,0.001014687019789795,2,0.0,0,material_composite_production_DE,eqpzs,IND_DE_NEW_ELMA,0.001014687019789795,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,0.5,2.0,2.0,2.0,0.02,0.0175,0.02,continuation_trial,5,false
sensitivity_707,continuation_trial,virgin_metal_tax_tax_0_018750000000000003,virgin_metal_tax,0.018750000000000003,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,20.233065282,0.0010329622335607525,2,0.0,0,material_composite_production_DE,eqpzs,IND_DE_NEW_ELMA,0.0010329622335607525,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,0.5,2.0,2.0,2.0,0.02,0.0175,0.018750000000000003,continuation_trial,6,false
