sensitivity_profile,stage,scenario,instrument,wedge,termination_status,primal_status,solver_valid,solver_elapsed_seconds,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,worst_equation_block,worst_equation_tag,worst_equation_indices,worst_equation_scaled_residual,worst_bound_variable,worst_bound_violation,solver_message,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,declared_wedge,source_wedge,trial_wedge,continuation_phase,attempt,trial_accepted
sensitivity_536,baseline,baseline,,0.0,ALMOST_LOCALLY_SOLVED,NEARLY_FEASIBLE_POINT,true,3.719992075,4.878793745666243e-7,0,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,4.878793745666243e-7,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,2.0,1.0,0.5,2.0,0.0,0.0,0.0,baseline,1,true
sensitivity_536,direct_target,virgin_metal_tax_tax_0_0025,virgin_metal_tax,0.0025,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,14.566445935,0.000125076341947028,0,0.0,0,material_composite_production_REU,eqpzs,IND_REU_NEW_ELMA,0.000125076341947028,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,2.0,1.0,0.5,2.0,0.0025,0.0,0.0025,direct_target,1,true
sensitivity_536,direct_target,virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,93.735708561,0.002983892280654654,1,0.0,0,observed_physical_flow_links,quantity_link,physical_SK_OFMA_REP_route_input_mass,0.002983892280654654,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,2.0,1.0,0.5,2.0,0.005,0.0025,0.005,direct_target,1,false
sensitivity_536,continuation_trial,virgin_metal_tax_tax_0_00375,virgin_metal_tax,0.00375,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,12.162764843,0.0009018718685520627,0,0.0,0,regional_composite_market,regional_composite_market,IND_IT_OTHER_SERVICES|IT,0.0009018718685520627,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,2.0,1.0,0.5,2.0,0.005,0.0025,0.00375,continuation_trial,2,true
sensitivity_536,continuation_trial,virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,10.603184735,0.002878340467308417,1,0.0,0,regional_composite_market,regional_composite_market,IND_IT_OTHER_SERVICES|IT,0.002878340467308417,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,2.0,1.0,0.5,2.0,0.005,0.00375,0.005,continuation_trial,3,false
sensitivity_536,continuation_trial,virgin_metal_tax_tax_0_004375,virgin_metal_tax,0.004375,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,8.676036534,0.0010505511014305066,1,8.78917218641807e-9,0,regional_composite_market,regional_composite_market,IND_IT_OTHER_SERVICES|IT,0.0010505511014305066,F_FAC_SK_LAB_IND_SK_REP_OFMA,8.78917218641807e-9,,1.0,1.0,2.0,1.0,0.5,2.0,0.005,0.00375,0.004375,continuation_trial,4,false
sensitivity_536,continuation_trial,virgin_metal_tax_tax_0_0040625,virgin_metal_tax,0.0040625,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,8.191450235,0.0009047351747501481,0,0.0,0,regional_composite_market,regional_composite_market,IND_IT_OTHER_SERVICES|IT,0.0009047351747501481,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,2.0,1.0,0.5,2.0,0.005,0.00375,0.0040625,continuation_trial,5,true
sensitivity_536,continuation_trial,virgin_metal_tax_tax_0_004687500000000001,virgin_metal_tax,0.004687500000000001,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,false,14.165203835,0.0013551356489422543,1,0.0,0,regional_composite_market,regional_composite_market,IND_IT_OTHER_SERVICES|IT,0.0013551356489422543,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,2.0,1.0,0.5,2.0,0.005,0.0040625,0.004687500000000001,continuation_trial,6,false
sensitivity_536,continuation_trial,virgin_metal_tax_tax_0_004375,virgin_metal_tax,0.004375,LOCALLY_INFEASIBLE,INFEASIBLE_POINT,true,17.235970902,0.0009021614660465806,0,0.0,0,regional_composite_market,regional_composite_market,IND_IT_OTHER_SERVICES|IT,0.0009021614660465806,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,2.0,1.0,0.5,2.0,0.005,0.0040625,0.004375,continuation_trial,7,true
sensitivity_536,continuation_trial,virgin_metal_tax_tax_0_005,virgin_metal_tax,0.005,ALMOST_LOCALLY_SOLVED,NEARLY_FEASIBLE_POINT,true,6.155266521,0.0009077536709880279,0,0.0,0,regional_composite_market,regional_composite_market,IND_IT_OTHER_SERVICES|IT,0.0009077536709880279,EOL_FLOW_EOL_DE_ELMA_INC,0.0,,1.0,1.0,2.0,1.0,0.5,2.0,0.005,0.004375,0.005,continuation_trial,8,true
