cpa2_1	CPA_A03	Fish and other fishing products; aquaculture products; support services to fishing
cpa2_1	CPA_A030	Fish and other fishing products; aquaculture products; support services to fishing
cpa2_1	CPA_A0300	Fish and other fishing products; aquaculture products; support services to fishing
cpa2_1	CPA_A03001	Fish, live, not for human consumption
cpa2_1	CPA_A030011	Ornamental fish, wild
cpa2_1	CPA_A030012	Ornamental fish, farmed
cpa2_1	CPA_A030013	Other wild, live fish, not for human consumption, including seeds and feeds for aquaculture
cpa2_1	CPA_A030014	Other farmed, live fish, not for human consumption, including seeds and feeds for aquaculture
cpa2_1	CPA_A03002	Fish live, fresh or chilled, for human consumption
cpa2_1	CPA_A030021	Fish, live, fresh or chilled, for human consumption, marine, not farmed
cpa2_1	CPA_A030022	Fish, live, fresh or chilled, for human consumption, freshwater, not farmed
cpa2_1	CPA_A030023	Fish, live, fresh or chilled, for human consumption, marine, farmed
cpa2_1	CPA_A030024	Fish, live, fresh or chilled, for human consumption, freshwater, farmed
cpa2_1	CPA_A03003	Crustaceans, not frozen
cpa2_1	CPA_A030031	Crustaceans, not frozen, not farmed
cpa2_1	CPA_A030032	Crustaceans, not frozen, farmed
cpa2_1	CPA_A03004	Molluscs and other aquatic invertebrates, live, fresh or chilled
cpa2_1	CPA_A030041	Oysters, live, fresh or chilled, not farmed
cpa2_1	CPA_A030042	Other molluscs, live, fresh or chilled, not farmed
cpa2_1	CPA_A030043	Oysters, live, fresh or chilled, farmed
cpa2_1	CPA_A030044	Other molluscs, live, fresh or chilled, farmed
cpa2_1	CPA_A030045	Other aquatic invertebrates, live, fresh or chilled, farmed
cpa2_1	CPA_A030046	Other aquatic invertebrates, live, fresh or chilled, not farmed
cpa2_1	CPA_A03005	Pearls, unworked
cpa2_1	CPA_A030051	Natural pearls, unworked
cpa2_1	CPA_A030052	Cultured pearls, unworked
cpa2_1	CPA_A03006	Other aquatic plants, animals and their products
cpa2_1	CPA_A030061	Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone
cpa2_1	CPA_A030062	Natural sponges of animal origin
cpa2_1	CPA_A030063	Seaweeds and other algae for human consumption, wild
cpa2_1	CPA_A030064	Seaweeds and other algae for human consumption, farmed
cpa2_1	CPA_A030065	Seaweeds and other algae not for human consumption, wild
cpa2_1	CPA_A030066	Seaweeds and other algae not for human consumption, farmed
cpa2_1	CPA_A030069	Other aquatic plants, animals and their products n.e.c.
cpa2_1	CPA_A03007	Support services to fishing and aquaculture
cpa2_1	CPA_A030071	Support services to fishing
cpa2_1	CPA_A030072	Support services to aquaculture
cpa2_1	CPA_B	Mining and quarrying
cpa2_1	CPA_B-D	Mining and quarrying; manufactured products; electricity, gas, steam and air conditioning
cpa2_1	CPA_B-D_X_FOOD	Mining and quarrying; manufactured products; electricity, gas, steam and air conditioning (except food, beverages and tobacco)
cpa2_1	CPA_B-E36	Mining and quarrying; manufactured products; electricity, gas, steam and air conditioning; natural water; water treatment and supply services
cpa2_1	CPA_B-E36_X_FOOD	Mining and quarrying; manufactured products; electricity, gas, steam and air conditioning; natural water; water treatment and supply services (except food beverages and tobacco)
cpa2_1	CPA_B05	Coal and lignite
cpa2_1	CPA_B051	Hard coal
cpa2_1	CPA_B0510	Hard coal
cpa2_1	CPA_B05101	Hard coal
cpa2_1	CPA_B051010	Hard coal
cpa2_1	CPA_B052	Lignite
cpa2_1	CPA_B0520	Lignite
cpa2_1	CPA_B05201	Lignite
cpa2_1	CPA_B052010	Lignite
cpa2_1	CPA_B06	Crude petroleum and natural gas
cpa2_1	CPA_B061	Crude petroleum
cpa2_1	CPA_B0610	Crude petroleum
cpa2_1	CPA_B06101	Petroleum oils and oils obtained from bituminous minerals, crude
cpa2_1	CPA_B061010	Petroleum oils and oils obtained from bituminous minerals, crude
cpa2_1	CPA_B06102	Bituminous or oil shale and tar sands
cpa2_1	CPA_B061020	Bituminous or oil shale and tar sands
cpa2_1	CPA_B062	Natural gas, liquefied or in gaseous state
cpa2_1	CPA_B0620	Natural gas, liquefied or in gaseous state
cpa2_1	CPA_B06201	Natural gas, liquefied or in gaseous state
cpa2_1	CPA_B062010	Natural gas, liquefied or in gaseous state
cpa2_1	CPA_B07	Metal ores
cpa2_1	CPA_B071	Iron ores
cpa2_1	CPA_B0710	Iron ores
cpa2_1	CPA_B07101	Iron ores
cpa2_1	CPA_B071010	Iron ores
cpa2_1	CPA_B072	Non-ferrous metal ores
cpa2_1	CPA_B0721	Uranium and thorium ores
cpa2_1	CPA_B07211	Uranium and thorium ores
cpa2_1	CPA_B072110	Uranium and thorium ores
cpa2_1	CPA_B0729	Other non-ferrous metal ores and concentrates
cpa2_1	CPA_B07291	Other non-ferrous metal ores and concentrates
cpa2_1	CPA_B072911	Copper ores and concentrates
cpa2_1	CPA_B072912	Nickel ores and concentrates
cpa2_1	CPA_B072913	Aluminium ores and concentrates
cpa2_1	CPA_B072914	Precious metal ores and concentrates
cpa2_1	CPA_B072915	Lead, zinc and tin ores and concentrates
cpa2_1	CPA_B072919	Other non-ferrous metal ores and concentrates n.e.c.
cpa2_1	CPA_B08	Other mining and quarrying products
cpa2_1	CPA_B081	Stone, sand and clay
cpa2_1	CPA_B0811	Ornamental and building stone, limestone, gypsum, chalk and slate
cpa2_1	CPA_B08111	Ornamental or building stone
cpa2_1	CPA_B081111	Marble and other calcareous ornamental or building stone
cpa2_1	CPA_B081112	Granite, sandstone and other ornamental or building stone
cpa2_1	CPA_B08112	Limestone and gypsum
cpa2_1	CPA_B081120	Limestone and gypsum
cpa2_1	CPA_B08113	Chalk and uncalcined dolomite
cpa2_1	CPA_B081130	Chalk and uncalcined dolomite
cpa2_1	CPA_B08114	Slate
cpa2_1	CPA_B081140	Slate
cpa2_1	CPA_B0812	Gravel, sand, clays and kaolin
cpa2_1	CPA_B08121	Gravel and sand
cpa2_1	CPA_B081211	Natural sands
cpa2_1	CPA_B081212	Granules, chippings and powder; pebbles, gravel
cpa2_1	CPA_B081213	Mixtures of slag and similar industrial waste products, whether or not incorporating pebbles, gravel, shingle and flint for construction use
cpa2_1	CPA_B08122	Clays and kaolin
cpa2_1	CPA_B081221	Kaolin and other kaolinic clays
cpa2_1	CPA_B081222	Other clays, andalusite, kyanite and sillimanite; mullite; chamotte or dinas earths
cpa2_1	CPA_B089	Mining and quarrying products n.e.c.
cpa2_1	CPA_B0891	Chemical and fertiliser minerals
cpa2_1	CPA_B08911	Chemical and fertiliser minerals
cpa2_1	CPA_B089111	Natural calcium or aluminium calcium phosphates
cpa2_1	CPA_B089112	Unroasted iron pyrites; crude or unrefined sulphur
cpa2_1	CPA_B089119	Other chemical and fertiliser minerals
cpa2_1	CPA_B0892	Peat
cpa2_1	CPA_B08921	Peat
cpa2_1	CPA_B089210	Peat
cpa2_1	CPA_B0893	Salt and pure sodium chloride; sea water
cpa2_1	CPA_B08931	Salt and pure sodium chloride; sea water
cpa2_1	CPA_B089310	Salt and pure sodium chloride; sea water
cpa2_1	CPA_B0899	Other mining and quarrying products n.e.c.
cpa2_1	CPA_B08991	Bitumen and asphalt, natural; asphaltites and asphaltic rock
cpa2_1	CPA_B089910	Bitumen and asphalt, natural; asphaltites and asphaltic rock
cpa2_1	CPA_B08992	Precious and semi-precious stones; industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives; other minerals
cpa2_1	CPA_B089921	Precious and semi-precious stones (excluding industrial diamonds), unworked or simply sawn or roughly shaped
cpa2_1	CPA_B089922	Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives
cpa2_1	CPA_B089929	Other minerals
cpa2_1	CPA_B09	Mining support services
cpa2_1	CPA_B091	Support services to petroleum and natural gas extraction
cpa2_1	CPA_B0910	Support services to petroleum and natural gas extraction
cpa2_1	CPA_B09101	Support services to petroleum and natural gas extraction
cpa2_1	CPA_B091011	Drilling services to petroleum and natural gas extraction
cpa2_1	CPA_B091012	Derrick erection, repair and dismantling services and related support services to petroleum and natural gas extraction
cpa2_1	CPA_B091013	Liquefaction and regasification services of natural gas for transportation done at the mine site
cpa2_1	CPA_B099	Support services to other mining and quarrying
cpa2_1	CPA_B0990	Support services to other mining and quarrying
cpa2_1	CPA_B09901	Support services to other mining and quarrying
cpa2_1	CPA_B099011	Support services to hard coal extraction
cpa2_1	CPA_B099019	Support services to other mining and quarrying n.e.c.
cpa2_1	CPA_B_C	Mining and quarrying; manufactured products
cpa2_1	CPA_B_C_X_FD_MIG_NRG	Mining and quarrying; manufactured products (except MIG energy and food, beverages and tobacco)
cpa2_1	CPA_B_C_X_FOOD	Mining and quarrying; manufactured products (except food, beverages and tobacco)
cpa2_1	CPA_B_C_X_MIG_NRG	Mining and quarrying; manufactured products (except MIG energy)
cpa2_1	CPA_C	Manufactured products
cpa2_1	CPA_C10	Food products
cpa2_1	CPA_C10-12	Food products; beverages; tobacco products
cpa2_1	CPA_C10-12_X_106_109	Food products; beverages; tobacco products (except grain mill products, starches and starch products; prepared animal feeds)
cpa2_1	CPA_C101	Preserved meat and meat products
cpa2_1	CPA_C1011	Processed and preserved meat
cpa2_1	CPA_C10111	Meat of bovine animals, swine, sheep, goats, horses and other equines, fresh or chilled
cpa2_1	CPA_C101111	Meat of bovine animals, fresh or chilled
cpa2_1	CPA_C101112	Meat of swine, fresh or chilled
cpa2_1	CPA_C101113	Meat of sheep, fresh or chilled
cpa2_1	CPA_C101114	Meat of goats, fresh or chilled
cpa2_1	CPA_C101115	Meat of horses and other equines, fresh or chilled
cpa2_1	CPA_C10112	Edible offal of bovine animals, swine, sheep, goats, horses and other equines, fresh or chilled
cpa2_1	CPA_C101120	Edible offal of bovine animals, swine, sheep, goats, horses and other equines, fresh or chilled
cpa2_1	CPA_C10113	Frozen meat and edible offal; other meat and edible offal
cpa2_1	CPA_C101131	Meat of bovine animals, frozen
cpa2_1	CPA_C101132	Meat of swine, frozen
cpa2_1	CPA_C101133	Meat of sheep, frozen
cpa2_1	CPA_C101134	Meat of goats, frozen
cpa2_1	CPA_C101135	Meat of horses and other equines, frozen
cpa2_1	CPA_C101139	Other meat and edible offal, fresh, chilled or frozen
cpa2_1	CPA_C10114	Pulled wool and raw hides and skins of bovine or equine animals, sheep and goats
cpa2_1	CPA_C101141	Pulled wool, greasy, including fleece-washed pulled wool
cpa2_1	CPA_C101142	Whole raw hides and skins of bovine or equine animals
cpa2_1	CPA_C101143	Other raw hides and skins of bovine or equine animals
cpa2_1	CPA_C101144	Raw hides and skins of sheep or lambs
cpa2_1	CPA_C101145	Raw hides and skins of goats or kids
cpa2_1	CPA_C10115	Fats of bovine animals, sheep, goats or pigs
cpa2_1	CPA_C101150	Fats of bovine animals, sheep, goats or pigs
cpa2_1	CPA_C10116	Raw offal, inedible
cpa2_1	CPA_C101160	Raw offal, inedible
cpa2_1	CPA_C10119	Sub-contracted operations as part of manufacturing of processed and preserved meat
cpa2_1	CPA_C101199	Sub-contracted operations as part of manufacturing of processed and preserved meat
cpa2_1	CPA_C1012	Processed and preserved poultry meat
cpa2_1	CPA_C10121	Meat of poultry, fresh or chilled
cpa2_1	CPA_C101210	Meat of poultry, fresh or chilled
cpa2_1	CPA_C10122	Meat of poultry, frozen
cpa2_1	CPA_C101220	Meat of poultry, frozen
