map,from_item,to_item
industry_to_region,IND_REU_REU_RATV,REU
industry_to_region,IND_REU_REC_EE,REU
industry_to_region,IND_REU_INC_EE,REU
industry_to_region,IND_REU_CONSTRUCTION,REU
industry_to_region,IND_REU_UTIL_WASTE,REU
industry_to_region,IND_REU_TRADE,REU
industry_to_region,IND_REU_TRANSPORT,REU
industry_to_region,IND_REU_OTHER_MANUFACTURING,REU
industry_to_region,IND_REU_OTHER_SERVICES,REU
industry_to_region,IND_REU_PUBLIC_SOCIAL,REU
factor_to_region,FAC_REU_LAB,REU
factor_to_region,FAC_REU_CAP,REU
institution_to_region,INS_REU_HH,REU
institution_to_region,INS_REU_GOV,REU
institution_to_region,INS_REU_INV,REU
external_to_region,EXT_REU_EXT,REU
industry_to_route,IND_DE_NEW_ELMA,NEW
industry_to_family,IND_DE_NEW_ELMA,ELMA
industry_to_regional_family,IND_DE_NEW_ELMA,DE__ELMA
industry_to_service_target,IND_DE_NEW_ELMA,TST_DE_ELMA
industry_to_eol_target,IND_DE_NEW_ELMA,EOL_DE_ELMA
industry_to_route,IND_DE_REF_ELMA,REF
industry_to_family,IND_DE_REF_ELMA,ELMA
industry_to_regional_family,IND_DE_REF_ELMA,DE__ELMA
industry_to_service_target,IND_DE_REF_ELMA,TST_DE_ELMA
industry_to_eol_target,IND_DE_REF_ELMA,EOL_DE_ELMA
industry_to_route,IND_DE_REP_ELMA,REP
industry_to_family,IND_DE_REP_ELMA,ELMA
industry_to_regional_family,IND_DE_REP_ELMA,DE__ELMA
industry_to_service_target,IND_DE_REP_ELMA,TST_DE_ELMA
industry_to_eol_target,IND_DE_REP_ELMA,EOL_DE_ELMA
industry_to_route,IND_DE_REU_ELMA,REU
industry_to_family,IND_DE_REU_ELMA,ELMA
industry_to_regional_family,IND_DE_REU_ELMA,DE__ELMA
industry_to_service_target,IND_DE_REU_ELMA,TST_DE_ELMA
industry_to_eol_target,IND_DE_REU_ELMA,EOL_DE_ELMA
industry_to_route,IND_DE_REC_EE,REC
industry_to_family,IND_DE_REC_EE,ELMA
industry_to_regional_family,IND_DE_REC_EE,DE__ELMA
industry_to_eol_target,IND_DE_REC_EE,EOL_DE_ELMA
industry_to_material_target,IND_DE_REC_EE,METAL
industry_to_route,IND_DE_INC_EE,INC
industry_to_family,IND_DE_INC_EE,ELMA
industry_to_regional_family,IND_DE_INC_EE,DE__ELMA
industry_to_eol_target,IND_DE_INC_EE,EOL_DE_ELMA
industry_to_route,IND_DE_NEW_OFMA,NEW
industry_to_family,IND_DE_NEW_OFMA,OFMA
industry_to_regional_family,IND_DE_NEW_OFMA,DE__OFMA
industry_to_service_target,IND_DE_NEW_OFMA,TST_DE_OFMA
industry_to_eol_target,IND_DE_NEW_OFMA,EOL_DE_OFMA
industry_to_route,IND_DE_REF_OFMA,REF
industry_to_family,IND_DE_REF_OFMA,OFMA
industry_to_regional_family,IND_DE_REF_OFMA,DE__OFMA
industry_to_service_target,IND_DE_REF_OFMA,TST_DE_OFMA
industry_to_eol_target,IND_DE_REF_OFMA,EOL_DE_OFMA
industry_to_route,IND_DE_REP_OFMA,REP
industry_to_family,IND_DE_REP_OFMA,OFMA
industry_to_regional_family,IND_DE_REP_OFMA,DE__OFMA
industry_to_service_target,IND_DE_REP_OFMA,TST_DE_OFMA
industry_to_eol_target,IND_DE_REP_OFMA,EOL_DE_OFMA
industry_to_route,IND_DE_REU_OFMA,REU
industry_to_family,IND_DE_REU_OFMA,OFMA
industry_to_regional_family,IND_DE_REU_OFMA,DE__OFMA
industry_to_service_target,IND_DE_REU_OFMA,TST_DE_OFMA
industry_to_eol_target,IND_DE_REU_OFMA,EOL_DE_OFMA
industry_to_family,IND_DE_REC_EE,OFMA
industry_to_regional_family,IND_DE_REC_EE,DE__OFMA
industry_to_eol_target,IND_DE_REC_EE,EOL_DE_OFMA
industry_to_family,IND_DE_INC_EE,OFMA
industry_to_regional_family,IND_DE_INC_EE,DE__OFMA
industry_to_eol_target,IND_DE_INC_EE,EOL_DE_OFMA
industry_to_route,IND_DE_NEW_RATV,NEW
industry_to_family,IND_DE_NEW_RATV,RATV
industry_to_regional_family,IND_DE_NEW_RATV,DE__RATV
industry_to_service_target,IND_DE_NEW_RATV,TST_DE_RATV
industry_to_eol_target,IND_DE_NEW_RATV,EOL_DE_RATV
industry_to_route,IND_DE_REF_RATV,REF
industry_to_family,IND_DE_REF_RATV,RATV
industry_to_regional_family,IND_DE_REF_RATV,DE__RATV
industry_to_service_target,IND_DE_REF_RATV,TST_DE_RATV
industry_to_eol_target,IND_DE_REF_RATV,EOL_DE_RATV
industry_to_route,IND_DE_REP_RATV,REP
industry_to_family,IND_DE_REP_RATV,RATV
industry_to_regional_family,IND_DE_REP_RATV,DE__RATV
industry_to_service_target,IND_DE_REP_RATV,TST_DE_RATV
industry_to_eol_target,IND_DE_REP_RATV,EOL_DE_RATV
industry_to_route,IND_DE_REU_RATV,REU
industry_to_family,IND_DE_REU_RATV,RATV
industry_to_regional_family,IND_DE_REU_RATV,DE__RATV
industry_to_service_target,IND_DE_REU_RATV,TST_DE_RATV
industry_to_eol_target,IND_DE_REU_RATV,EOL_DE_RATV
industry_to_family,IND_DE_REC_EE,RATV
industry_to_regional_family,IND_DE_REC_EE,DE__RATV
industry_to_eol_target,IND_DE_REC_EE,EOL_DE_RATV
industry_to_family,IND_DE_INC_EE,RATV
industry_to_regional_family,IND_DE_INC_EE,DE__RATV
industry_to_eol_target,IND_DE_INC_EE,EOL_DE_RATV
industry_to_route,IND_FR_NEW_ELMA,NEW
industry_to_family,IND_FR_NEW_ELMA,ELMA
industry_to_regional_family,IND_FR_NEW_ELMA,FR__ELMA
industry_to_service_target,IND_FR_NEW_ELMA,TST_FR_ELMA
industry_to_eol_target,IND_FR_NEW_ELMA,EOL_FR_ELMA
industry_to_route,IND_FR_REF_ELMA,REF
industry_to_family,IND_FR_REF_ELMA,ELMA
industry_to_regional_family,IND_FR_REF_ELMA,FR__ELMA
industry_to_service_target,IND_FR_REF_ELMA,TST_FR_ELMA
industry_to_eol_target,IND_FR_REF_ELMA,EOL_FR_ELMA
industry_to_route,IND_FR_REP_ELMA,REP
industry_to_family,IND_FR_REP_ELMA,ELMA
industry_to_regional_family,IND_FR_REP_ELMA,FR__ELMA
industry_to_service_target,IND_FR_REP_ELMA,TST_FR_ELMA
industry_to_eol_target,IND_FR_REP_ELMA,EOL_FR_ELMA
industry_to_route,IND_FR_REU_ELMA,REU
industry_to_family,IND_FR_REU_ELMA,ELMA
industry_to_regional_family,IND_FR_REU_ELMA,FR__ELMA
industry_to_service_target,IND_FR_REU_ELMA,TST_FR_ELMA
industry_to_eol_target,IND_FR_REU_ELMA,EOL_FR_ELMA
industry_to_route,IND_FR_REC_EE,REC
industry_to_family,IND_FR_REC_EE,ELMA
industry_to_regional_family,IND_FR_REC_EE,FR__ELMA
industry_to_eol_target,IND_FR_REC_EE,EOL_FR_ELMA
industry_to_material_target,IND_FR_REC_EE,METAL
industry_to_route,IND_FR_INC_EE,INC
industry_to_family,IND_FR_INC_EE,ELMA
industry_to_regional_family,IND_FR_INC_EE,FR__ELMA
industry_to_eol_target,IND_FR_INC_EE,EOL_FR_ELMA
industry_to_route,IND_FR_NEW_OFMA,NEW
industry_to_family,IND_FR_NEW_OFMA,OFMA
industry_to_regional_family,IND_FR_NEW_OFMA,FR__OFMA
industry_to_service_target,IND_FR_NEW_OFMA,TST_FR_OFMA
industry_to_eol_target,IND_FR_NEW_OFMA,EOL_FR_OFMA
industry_to_route,IND_FR_REF_OFMA,REF
industry_to_family,IND_FR_REF_OFMA,OFMA
industry_to_regional_family,IND_FR_REF_OFMA,FR__OFMA
industry_to_service_target,IND_FR_REF_OFMA,TST_FR_OFMA
industry_to_eol_target,IND_FR_REF_OFMA,EOL_FR_OFMA
industry_to_route,IND_FR_REP_OFMA,REP
industry_to_family,IND_FR_REP_OFMA,OFMA
industry_to_regional_family,IND_FR_REP_OFMA,FR__OFMA
industry_to_service_target,IND_FR_REP_OFMA,TST_FR_OFMA
industry_to_eol_target,IND_FR_REP_OFMA,EOL_FR_OFMA
industry_to_route,IND_FR_REU_OFMA,REU
industry_to_family,IND_FR_REU_OFMA,OFMA
industry_to_regional_family,IND_FR_REU_OFMA,FR__OFMA
industry_to_service_target,IND_FR_REU_OFMA,TST_FR_OFMA
industry_to_eol_target,IND_FR_REU_OFMA,EOL_FR_OFMA
industry_to_family,IND_FR_REC_EE,OFMA
industry_to_regional_family,IND_FR_REC_EE,FR__OFMA
industry_to_eol_target,IND_FR_REC_EE,EOL_FR_OFMA
industry_to_family,IND_FR_INC_EE,OFMA
industry_to_regional_family,IND_FR_INC_EE,FR__OFMA
industry_to_eol_target,IND_FR_INC_EE,EOL_FR_OFMA
industry_to_route,IND_FR_NEW_RATV,NEW
industry_to_family,IND_FR_NEW_RATV,RATV
industry_to_regional_family,IND_FR_NEW_RATV,FR__RATV
industry_to_service_target,IND_FR_NEW_RATV,TST_FR_RATV
industry_to_eol_target,IND_FR_NEW_RATV,EOL_FR_RATV
industry_to_route,IND_FR_REF_RATV,REF
industry_to_family,IND_FR_REF_RATV,RATV
industry_to_regional_family,IND_FR_REF_RATV,FR__RATV
industry_to_service_target,IND_FR_REF_RATV,TST_FR_RATV
industry_to_eol_target,IND_FR_REF_RATV,EOL_FR_RATV
industry_to_route,IND_FR_REP_RATV,REP
industry_to_family,IND_FR_REP_RATV,RATV
industry_to_regional_family,IND_FR_REP_RATV,FR__RATV
industry_to_service_target,IND_FR_REP_RATV,TST_FR_RATV
industry_to_eol_target,IND_FR_REP_RATV,EOL_FR_RATV
industry_to_route,IND_FR_REU_RATV,REU
industry_to_family,IND_FR_REU_RATV,RATV
industry_to_regional_family,IND_FR_REU_RATV,FR__RATV
industry_to_service_target,IND_FR_REU_RATV,TST_FR_RATV
industry_to_eol_target,IND_FR_REU_RATV,EOL_FR_RATV
industry_to_family,IND_FR_REC_EE,RATV
industry_to_regional_family,IND_FR_REC_EE,FR__RATV
industry_to_eol_target,IND_FR_REC_EE,EOL_FR_RATV
industry_to_family,IND_FR_INC_EE,RATV
industry_to_regional_family,IND_FR_INC_EE,FR__RATV
industry_to_eol_target,IND_FR_INC_EE,EOL_FR_RATV
industry_to_route,IND_IT_NEW_ELMA,NEW
industry_to_family,IND_IT_NEW_ELMA,ELMA
industry_to_regional_family,IND_IT_NEW_ELMA,IT__ELMA
industry_to_service_target,IND_IT_NEW_ELMA,TST_IT_ELMA
industry_to_eol_target,IND_IT_NEW_ELMA,EOL_IT_ELMA
industry_to_route,IND_IT_REF_ELMA,REF
industry_to_family,IND_IT_REF_ELMA,ELMA
industry_to_regional_family,IND_IT_REF_ELMA,IT__ELMA
industry_to_service_target,IND_IT_REF_ELMA,TST_IT_ELMA
industry_to_eol_target,IND_IT_REF_ELMA,EOL_IT_ELMA
industry_to_route,IND_IT_REP_ELMA,REP
industry_to_family,IND_IT_REP_ELMA,ELMA
industry_to_regional_family,IND_IT_REP_ELMA,IT__ELMA
industry_to_service_target,IND_IT_REP_ELMA,TST_IT_ELMA
industry_to_eol_target,IND_IT_REP_ELMA,EOL_IT_ELMA
industry_to_route,IND_IT_REU_ELMA,REU
