scenario,instrument,wedge,termination_status,max_scaled_residual,scaled_residuals_above_tolerance,max_bound_violation,bound_violations_above_tolerance,fiscal_basis_kind,fiscal_basis_million_eur,primary_metal_market_demand_reduction_tonnes,primary_metal_market_demand_reduction_per_million_eur,primary_metal_market_demand_tonnes,primary_metal_domestic_demand_tonnes,primary_metal_ce_rise_demand_tonnes,recycled_metal_market_demand_tonnes,recycled_metal_domestic_demand_tonnes,recycled_metal_ce_rise_demand_tonnes,primary_metal_output_tonnes,recycled_metal_output_tonnes,external_metal_import_tonnes,tax_revenue_million_eur,support_expenditure_million_eur,household_transfer_million_eur,sensitivity_profile,armington_elasticity,cet_transformation_elasticity,service_elasticity,eol_allocation_elasticity,eol_productivity_elasticity,material_substitution_elasticity,solver_valid,solver_message,solver_elapsed_seconds,profile_elapsed_seconds,solver_attempts,recovery_stage
virgin_metal_tax_tax_0_02,virgin_metal_tax,0.02,LOCALLY_INFEASIBLE,0.0008312693357542811,0,0.0,0,tax_revenue,501.41009366407525,4825.0585216879845,9.622978441516139,5.080040379147012e8,4.320688478662585e8,2.5406985690833945e7,716390.3818129366,698058.067759381,40356.836887976395,4.4117792444371957e8,716380.7725545663,6.682600923227925e7,501.41009366407525,-2.0968929426203926e-12,501.41009366407945,sensitivity_548,1.0,2.0,0.5,2.0,0.5,2.0,true,,,,,bisection
