account_id	account_type	region	source_code	row_sum_meur	column_sum_meur	imbalance_meur
ACT:REU:REU_ELMA	activity	REU	REU_ELMA	4236.459255874672	4236.45925587476	-8.822098607197404e-11
ACT:REU:REU_OFMA	activity	REU	REU_OFMA	535.3519915251424	535.351991525228	-8.560618880437687e-11
ACT:REU:REU_RATV	activity	REU	REU_RATV	9531.77108562966	9531.771085629749	-8.913048077374697e-11
ACT:REU:TRADE	activity	REU	TRADE	1.9454597156588126e6	1.9454597156588132e6	-6.984919309616089e-10
ACT:REU:TRANSPORT	activity	REU	TRANSPORT	1.1799977849999997e6	1.1799977849999997e6	0.0
ACT:REU:UTIL_WASTE	activity	REU	UTIL_WASTE	764832.5924106975	764832.5924106974	1.1641532182693481e-10
ACT:SK:AGRI_FOOD	activity	SK	AGRI_FOOD	7302.428	7302.428000000079	-7.912603905424476e-11
ACT:SK:BASIC_METALS	activity	SK	BASIC_METALS	3821.572	3821.5720000000847	-8.458300726488233e-11
ACT:SK:CONSTRUCTION	activity	SK	CONSTRUCTION	12678.011	12678.011000000077	-7.639755494892597e-11
ACT:SK:EXTRACTIVE	activity	SK	EXTRACTIVE	345.162	345.16200000008524	-8.526512829121202e-11
ACT:SK:INC_EE	activity	SK	INC_EE	2.592019418746076	2.592019418831223	-8.51470005613919e-11
ACT:SK:METAL_COMPONENTS	activity	SK	METAL_COMPONENTS	5339.965	5339.965000000093	-9.276845958083868e-11
ACT:SK:NEW_ELMA	activity	SK	NEW_ELMA	2446.073	2446.073000000082	-8.230927051045e-11
ACT:SK:NEW_OFMA	activity	SK	NEW_OFMA	0.046952278852126855	0.04695227893727224	-8.51453837991123e-11
ACT:SK:NEW_RATV	activity	SK	NEW_RATV	3857.942847721148	3857.9428477212314	-8.321876521222293e-11
ACT:SK:OTHER_MANUFACTURING	activity	SK	OTHER_MANUFACTURING	48659.90619999999	48659.906200000056	-6.548361852765083e-11
ACT:SK:OTHER_SERVICES	activity	SK	OTHER_SERVICES	44877.87751322089	44877.87751322095	-5.820766091346741e-11
ACT:SK:PUBLIC_SOCIAL	activity	SK	PUBLIC_SOCIAL	15554.245	15554.245000000084	-8.36735125631094e-11
ACT:SK:REC_EE	activity	SK	REC_EE	0.7497333842678675	0.7497333843530145	-8.51470005613919e-11
ACT:SK:REF_ELMA	activity	SK	REF_ELMA	424.68393284604025	424.68393284612506	-8.481038094032556e-11
ACT:SK:REF_OFMA	activity	SK	REF_OFMA	0.008248037768613537	0.008248037853756454	-8.514291702232946e-11
ACT:SK:REF_RATV	activity	SK	REF_RATV	677.7191459420745	677.7191459421601	-8.560618880437687e-11
ACT:SK:REP_ELMA	activity	SK	REP_ELMA	0.5252863281401761	0.5252863282253255	-8.514944305204608e-11
ACT:SK:REP_OFMA	activity	SK	REP_OFMA	5.481915350017346e-6	5.482000495559943e-6	-8.514554259661408e-11
ACT:SK:REP_RATV	activity	SK	REP_RATV	0.450434348691116	0.4504343487762657	-8.514972060780224e-11
ACT:SK:REU_ELMA	activity	SK	REU_ELMA	246.52099568206015	246.5209956821452	-8.50661763251992e-11
ACT:SK:REU_OFMA	activity	SK	REU_OFMA	0.004142754761453461	0.0041427548465978944	-8.514443317064746e-11
ACT:SK:REU_RATV	activity	SK	REU_RATV	340.3990497362961	340.39904973638147	-8.537881512893364e-11
ACT:SK:TRADE	activity	SK	TRADE	14634.130245621363	14634.130245621445	-8.185452315956354e-11
ACT:SK:TRANSPORT	activity	SK	TRANSPORT	10625.21	10625.210000000092	-9.276845958083868e-11
ACT:SK:UTIL_WASTE	activity	SK	UTIL_WASTE	11171.106247196987	11171.106247197062	-7.457856554538012e-11
COM:DE:AGRI_FOOD	commodity	DE	AGRI_FOOD	228497.62080696906	228497.62080696906	0.0
COM:DE:BASIC_METALS	commodity	DE	BASIC_METALS	86551.60601972061	86551.60601972071	-1.0186340659856796e-10
COM:DE:CONSTRUCTION	commodity	DE	CONSTRUCTION	302067.75522589986	302067.75522590004	-1.7462298274040222e-10
COM:DE:EXTRACTIVE	commodity	DE	EXTRACTIVE	9855.455010424088	9855.455010424173	-8.549250196665525e-11
COM:DE:INC_EE	commodity	DE	INC_EE	76.55646662578926	76.55646662587445	-8.519407401763601e-11
COM:DE:METAL_COMPONENTS	commodity	DE	METAL_COMPONENTS	127251.42299281814	127251.4229928182	-5.820766091346741e-11
COM:DE:NEW_ELMA	commodity	DE	NEW_ELMA	63189.84479246059	63189.84479246071	-1.1641532182693481e-10
COM:DE:NEW_OFMA	commodity	DE	NEW_OFMA	2.0472321778324405	2.0472321779175853	-8.514478011534266e-11
COM:DE:NEW_RATV	commodity	DE	NEW_RATV	51254.21069641039	51254.21069641053	-1.4551915228366852e-10
COM:DE:OTHER_MANUFACTURING	commodity	DE	OTHER_MANUFACTURING	1.1381809483176742e6	1.138180948317674e6	2.3283064365386963e-10
COM:DE:OTHER_SERVICES	commodity	DE	OTHER_SERVICES	1.9426548091195365e6	1.9426548091195365e6	0.0
COM:DE:PUBLIC_SOCIAL	commodity	DE	PUBLIC_SOCIAL	769582.2527764401	769582.2527764399	2.3283064365386963e-10
COM:DE:REC_EE	commodity	DE	REC_EE	205.3181795826512	205.31817958273632	-8.512301974406e-11
COM:DE:REF_ELMA	commodity	DE	REF_ELMA	10077.939077536474	10077.939077536566	-9.276845958083868e-11
COM:DE:REF_OFMA	commodity	DE	REF_OFMA	0.6379181905759195	0.637918190661056	-8.513656446496043e-11
COM:DE:REF_RATV	commodity	DE	REF_RATV	9745.764987969715	9745.764987969804	-8.913048077374697e-11
COM:DE:REP_ELMA	commodity	DE	REP_ELMA	63.75991870905004	63.75991870913518	-8.51372305987752e-11
COM:DE:REP_OFMA	commodity	DE	REP_OFMA	0.22666086185653136	0.22666086194168056	-8.514919325186554e-11
COM:DE:REP_RATV	commodity	DE	REP_RATV	158.16310685238702	158.16310685247217	-8.51514414534904e-11
COM:DE:REU_ELMA	commodity	DE	REU_ELMA	3673.50295289894	3673.5029528990253	-8.549250196665525e-11
COM:DE:REU_OFMA	commodity	DE	REU_OFMA	0.4874440248845633	0.4874440249697076	-8.51443360261328e-11
COM:DE:REU_RATV	commodity	DE	REU_RATV	4570.287666374698	4570.287666374784	-8.549250196665525e-11
COM:DE:TRADE	commodity	DE	TRADE	526293.1647791292	526293.1647791292	0.0
COM:DE:TRANSPORT	commodity	DE	TRANSPORT	338926.1827507318	338926.18275073206	-2.3283064365386963e-10
COM:DE:UTIL_WASTE	commodity	DE	UTIL_WASTE	163884.0490999792	163884.04909997928	-8.731149137020111e-11
COM:FR:AGRI_FOOD	commodity	FR	AGRI_FOOD	233558.0013391394	233558.00133913945	-5.820766091346741e-11
COM:FR:BASIC_METALS	commodity	FR	BASIC_METALS	24587.89999999992	24587.9	-8.003553375601768e-11
COM:FR:CONSTRUCTION	commodity	FR	CONSTRUCTION	290460.8368387787	290460.8368387787	0.0
COM:FR:EXTRACTIVE	commodity	FR	EXTRACTIVE	5056.599168085324	5056.599168085409	-8.458300726488233e-11
COM:FR:INC_EE	commodity	FR	INC_EE	117.59037641057238	117.59037641065754	-8.516565230820561e-11
COM:FR:METAL_COMPONENTS	commodity	FR	METAL_COMPONENTS	51740.83732564993	51740.83732565002	-8.731149137020111e-11
COM:FR:NEW_ELMA	commodity	FR	NEW_ELMA	15160.435976333834	15160.435976333916	-8.185452315956354e-11
COM:FR:NEW_OFMA	commodity	FR	NEW_OFMA	0.9332640583059982	0.9332640583911452	-8.51470005613919e-11
COM:FR:NEW_RATV	commodity	FR	NEW_RATV	16552.343362690615	16552.343362690695	-8.003553375601768e-11
COM:FR:OTHER_MANUFACTURING	commodity	FR	OTHER_MANUFACTURING	444694.65582168265	444694.6558216828	-1.7462298274040222e-10
COM:FR:OTHER_SERVICES	commodity	FR	OTHER_SERVICES	1.5307112457679796e6	1.5307112457679799e6	-2.3283064365386963e-10
COM:FR:PUBLIC_SOCIAL	commodity	FR	PUBLIC_SOCIAL	564292.8235936763	564292.8235936762	1.1641532182693481e-10
COM:FR:REC_EE	commodity	FR	REC_EE	140.99042286207919	140.99042286216428	-8.50945980346296e-11
COM:FR:REF_ELMA	commodity	FR	REF_ELMA	2350.658538537395	2350.658538537479	-8.412825991399586e-11
COM:FR:REF_OFMA	commodity	FR	REF_OFMA	0.20594306191497594	0.20594306200012574	-8.514980387452908e-11
COM:FR:REF_RATV	commodity	FR	REF_RATV	2521.9851484216797	2521.985148421764	-8.412825991399586e-11
COM:FR:REP_ELMA	commodity	FR	REP_ELMA	38.558999999914846	38.55899999999999	-8.51443360261328e-11
COM:FR:REP_OFMA	commodity	FR	REP_OFMA	0.0021756070039750386	0.002175607089118914	-8.514387545704993e-11
COM:FR:REP_RATV	commodity	FR	REP_RATV	39.43382439282577	39.43382439291091	-8.51372305987752e-11
COM:FR:REU_ELMA	commodity	FR	REU_ELMA	479.29643705366965	479.2964370537548	-8.51514414534904e-11
COM:FR:REU_OFMA	commodity	FR	REU_OFMA	0.17785183492317497	0.17785183500832213	-8.51471670948456e-11
COM:FR:REU_RATV	commodity	FR	REU_RATV	457.67499354060607	457.6749935406912	-8.51514414534904e-11
COM:FR:TRADE	commodity	FR	TRADE	386911.7299999999	386911.73	-5.820766091346741e-11
COM:FR:TRANSPORT	commodity	FR	TRANSPORT	199502.352631659	199502.35263165913	-1.1641532182693481e-10
COM:FR:UTIL_WASTE	commodity	FR	UTIL_WASTE	147053.22119854242	147053.22119854248	-5.820766091346741e-11
COM:IT:AGRI_FOOD	commodity	IT	AGRI_FOOD	185622.80055029207	185622.8005502922	-1.1641532182693481e-10
COM:IT:BASIC_METALS	commodity	IT	BASIC_METALS	47020.24997890579	47020.24997890593	-1.382431946694851e-10
COM:IT:CONSTRUCTION	commodity	IT	CONSTRUCTION	177606.6788725371	177606.67887253722	-1.1641532182693481e-10
COM:IT:EXTRACTIVE	commodity	IT	EXTRACTIVE	7023.558293813396	7023.55829381348	-8.458300726488233e-11
COM:IT:INC_EE	commodity	IT	INC_EE	187.87741819752694	187.87741819761212	-8.517986316292081e-11
COM:IT:METAL_COMPONENTS	commodity	IT	METAL_COMPONENTS	85776.68638675558	85776.68638675565	-7.275957614183426e-11
COM:IT:NEW_ELMA	commodity	IT	NEW_ELMA	25223.096265100925	25223.096265101023	-9.822542779147625e-11
COM:IT:NEW_OFMA	commodity	IT	NEW_OFMA	3371.447519621405	3371.44751962149	-8.503775461576879e-11
COM:IT:NEW_RATV	commodity	IT	NEW_RATV	11739.417156841844	11739.417156841932	-8.731149137020111e-11
COM:IT:OTHER_MANUFACTURING	commodity	IT	OTHER_MANUFACTURING	544043.768124068	544043.7681240677	3.4924596548080444e-10
COM:IT:OTHER_SERVICES	commodity	IT	OTHER_SERVICES	1.0907221593648107e6	1.0907221593648114e6	-6.984919309616089e-10
COM:IT:PUBLIC_SOCIAL	commodity	IT	PUBLIC_SOCIAL	362743.7882849447	362743.78828494466	5.820766091346741e-11
COM:IT:REC_EE	commodity	IT	REC_EE	406.272241059371	406.27224105945635	-8.532197171007283e-11
COM:IT:REF_ELMA	commodity	IT	REF_ELMA	2653.1097410263737	2653.109741026459	-8.503775461576879e-11
COM:IT:REF_OFMA	commodity	IT	REF_OFMA	300.53184913050023	300.53184913058533	-8.50945980346296e-11
COM:IT:REF_RATV	commodity	IT	REF_RATV	1046.3007930578733	1046.3007930579586	-8.526512829121202e-11
COM:IT:REP_ELMA	commodity	IT	REP_ELMA	33.196533471846024	33.19653347193116	-8.51372305987752e-11
COM:IT:REP_OFMA	commodity	IT	REP_OFMA	8.402923691981709	8.402923692066846	-8.51372305987752e-11
COM:IT:REP_RATV	commodity	IT	REP_RATV	28.824855949774005	28.824855949859145	-8.5140783312454e-11
COM:IT:REU_ELMA	commodity	IT	REU_ELMA	1174.2580199884185	1174.2580199885047	-8.617462299298495e-11
COM:IT:REU_OFMA	commodity	IT	REU_OFMA	139.35815085045886	139.358150850544	-8.51514414534904e-11
COM:IT:REU_RATV	commodity	IT	REU_RATV	485.1392382544756	485.1392382545608	-8.520828487235121e-11
COM:IT:TRADE	commodity	IT	TRADE	319101.9518610632	319101.9518610633	-1.1641532182693481e-10
COM:IT:TRANSPORT	commodity	IT	TRANSPORT	180354.46387239333	180354.46387239348	-1.4551915228366852e-10
COM:IT:UTIL_WASTE	commodity	IT	UTIL_WASTE	122313.87970417064	122313.8797041708	-1.6007106751203537e-10
COM:PL:AGRI_FOOD	commodity	PL	AGRI_FOOD	84065.58106792643	84065.58106792648	-5.820766091346741e-11
COM:PL:BASIC_METALS	commodity	PL	BASIC_METALS	13972.18614081844	13972.186140818525	-8.549250196665525e-11
COM:PL:CONSTRUCTION	commodity	PL	CONSTRUCTION	83292.76339410762	83292.76339410768	-5.820766091346741e-11
COM:PL:EXTRACTIVE	commodity	PL	EXTRACTIVE	7708.541040714734	7708.54104071482	-8.640199666842818e-11
COM:PL:INC_EE	commodity	PL	INC_EE	27.199036508666385	27.199036508751536	-8.51514414534904e-11
COM:PL:METAL_COMPONENTS	commodity	PL	METAL_COMPONENTS	24276.212615950186	24276.21261595028	-9.458744898438454e-11
COM:PL:NEW_ELMA	commodity	PL	NEW_ELMA	9719.700659650927	9719.70065965101	-8.185452315956354e-11
COM:PL:NEW_OFMA	commodity	PL	NEW_OFMA	150.35003507920274	150.35003507928792	-8.517986316292081e-11
COM:PL:NEW_RATV	commodity	PL	NEW_RATV	5720.818943049877	5720.818943049959	-8.185452315956354e-11
COM:PL:OTHER_MANUFACTURING	commodity	PL	OTHER_MANUFACTURING	160072.4751968587	160072.47519685872	-2.9103830456733704e-11
COM:PL:OTHER_SERVICES	commodity	PL	OTHER_SERVICES	197605.40613508594	197605.406135086	-5.820766091346741e-11
COM:PL:PUBLIC_SOCIAL	commodity	PL	PUBLIC_SOCIAL	78134.85210683069	78134.85210683076	-7.275957614183426e-11
