row_account_id	column_account_id	row_type	column_type	flow_kind	source_table	source_code	value
EXT:DE:EXT	IND:DE:AGRI_FOOD	external	industry	import_from_row_intermediate	symmetric_io	AGRI_FOOD	12074.567031657636
EXT:DE:EXT	IND:DE:BASIC_METALS	external	industry	import_from_row_intermediate	symmetric_io	BASIC_METALS	7947.285153988726
EXT:DE:EXT	IND:DE:CONSTRUCTION	external	industry	import_from_row_intermediate	symmetric_io	CONSTRUCTION	7306.999931281819
EXT:DE:EXT	IND:DE:EXTRACTIVE	external	industry	import_from_row_intermediate	symmetric_io	EXTRACTIVE	484.0925925723926
EXT:DE:EXT	IND:DE:INC_EE	external	industry	import_from_row_intermediate	symmetric_io	INC_EE	1.5387767148115636
EXT:DE:EXT	IND:DE:METAL_COMPONENTS	external	industry	import_from_row_intermediate	symmetric_io	METAL_COMPONENTS	4548.0432552791035
EXT:DE:EXT	IND:DE:NEW_ELMA	external	industry	import_from_row_intermediate	symmetric_io	NEW_ELMA	4940.947651230368
EXT:DE:EXT	IND:DE:NEW_OFMA	external	industry	import_from_row_intermediate	symmetric_io	NEW_OFMA	0.19409093130632915
EXT:DE:EXT	IND:DE:NEW_RATV	external	industry	import_from_row_intermediate	symmetric_io	NEW_RATV	4709.032127066426
EXT:DE:EXT	IND:DE:OTHER_MANUFACTURING	external	industry	import_from_row_intermediate	symmetric_io	OTHER_MANUFACTURING	79672.10721073698
EXT:DE:EXT	IND:DE:OTHER_SERVICES	external	industry	import_from_row_intermediate	symmetric_io	OTHER_SERVICES	25046.017613363743
EXT:DE:EXT	IND:DE:PUBLIC_SOCIAL	external	industry	import_from_row_intermediate	symmetric_io	PUBLIC_SOCIAL	7642.17405932975
EXT:DE:EXT	IND:DE:REC_EE	external	industry	import_from_row_intermediate	symmetric_io	REC_EE	4.006349146476346
EXT:DE:EXT	IND:DE:REF_ELMA	external	industry	import_from_row_intermediate	symmetric_io	REF_ELMA	219.90168202967783
EXT:DE:EXT	IND:DE:REF_OFMA	external	industry	import_from_row_intermediate	symmetric_io	REF_OFMA	0.00524915633154535
EXT:DE:EXT	IND:DE:REF_RATV	external	industry	import_from_row_intermediate	symmetric_io	REF_RATV	202.87289541819922
EXT:DE:EXT	IND:DE:REP_ELMA	external	industry	import_from_row_intermediate	symmetric_io	REP_ELMA	1.2134944732356057
EXT:DE:EXT	IND:DE:REP_RATV	external	industry	import_from_row_intermediate	symmetric_io	REP_RATV	2.9682026448851566
EXT:DE:EXT	IND:DE:REU_ELMA	external	industry	import_from_row_intermediate	symmetric_io	REU_ELMA	42.87164727556813
EXT:DE:EXT	IND:DE:REU_RATV	external	industry	import_from_row_intermediate	symmetric_io	REU_RATV	63.58791403581025
EXT:DE:EXT	IND:DE:TRADE	external	industry	import_from_row_intermediate	symmetric_io	TRADE	8985.176582583801
EXT:DE:EXT	IND:DE:TRANSPORT	external	industry	import_from_row_intermediate	symmetric_io	TRANSPORT	14228.55335436017
EXT:DE:EXT	IND:DE:UTIL_WASTE	external	industry	import_from_row_intermediate	symmetric_io	UTIL_WASTE	8474.64835813083
EXT:DE:EXT	INS:DE:GOV	external	institution	import_from_row_institution	symmetric_io	P3_S13	3360.10850692261
EXT:DE:EXT	INS:DE:HH	external	institution	import_from_row_institution	symmetric_io	P3_S14	55408.81755124471
EXT:DE:EXT	INS:DE:HH	external	institution	tourism_outbound_adjustment	balanced_sut	OP_RES	54088.6
EXT:DE:EXT	INS:DE:INV	external	institution	import_from_row_institution	symmetric_io	P51G	34423.93272968905
EXT:DE:EXT	INS:DE:INV	external	institution	import_from_row_institution	symmetric_io	P5M	18468.425618562982
EXT:FR:EXT	IND:FR:AGRI_FOOD	external	industry	import_from_row_intermediate	symmetric_io	AGRI_FOOD	11610.145918916904
EXT:FR:EXT	IND:FR:BASIC_METALS	external	industry	import_from_row_intermediate	symmetric_io	BASIC_METALS	2455.9674690338625
EXT:FR:EXT	IND:FR:CONSTRUCTION	external	industry	import_from_row_intermediate	symmetric_io	CONSTRUCTION	12122.00003951976
EXT:FR:EXT	IND:FR:EXTRACTIVE	external	industry	import_from_row_intermediate	symmetric_io	EXTRACTIVE	319.84351919080285
EXT:FR:EXT	IND:FR:INC_EE	external	industry	import_from_row_intermediate	symmetric_io	INC_EE	2.890496055439914
EXT:FR:EXT	IND:FR:METAL_COMPONENTS	external	industry	import_from_row_intermediate	symmetric_io	METAL_COMPONENTS	3412.2337126836146
EXT:FR:EXT	IND:FR:NEW_ELMA	external	industry	import_from_row_intermediate	symmetric_io	NEW_ELMA	1798.9176072039875
EXT:FR:EXT	IND:FR:NEW_OFMA	external	industry	import_from_row_intermediate	symmetric_io	NEW_OFMA	0.10754303058432914
EXT:FR:EXT	IND:FR:NEW_RATV	external	industry	import_from_row_intermediate	symmetric_io	NEW_RATV	1898.297628369754
EXT:FR:EXT	IND:FR:OTHER_MANUFACTURING	external	industry	import_from_row_intermediate	symmetric_io	OTHER_MANUFACTURING	59018.067477415454
EXT:FR:EXT	IND:FR:OTHER_SERVICES	external	industry	import_from_row_intermediate	symmetric_io	OTHER_SERVICES	34755.49985344353
EXT:FR:EXT	IND:FR:PUBLIC_SOCIAL	external	industry	import_from_row_intermediate	symmetric_io	PUBLIC_SOCIAL	10058.665371797773
EXT:FR:EXT	IND:FR:REC_EE	external	industry	import_from_row_intermediate	symmetric_io	REC_EE	3.4543164757850895
EXT:FR:EXT	IND:FR:REF_ELMA	external	industry	import_from_row_intermediate	symmetric_io	REF_ELMA	91.17145435376054
EXT:FR:EXT	IND:FR:REF_RATV	external	industry	import_from_row_intermediate	symmetric_io	REF_RATV	102.58551399478587
EXT:FR:EXT	IND:FR:REP_ELMA	external	industry	import_from_row_intermediate	symmetric_io	REP_ELMA	3.4800081438076944
EXT:FR:EXT	IND:FR:REP_RATV	external	industry	import_from_row_intermediate	symmetric_io	REP_RATV	3.557620663760197
EXT:FR:EXT	IND:FR:REU_ELMA	external	industry	import_from_row_intermediate	symmetric_io	REU_ELMA	12.80031749757245
EXT:FR:EXT	IND:FR:REU_RATV	external	industry	import_from_row_intermediate	symmetric_io	REU_RATV	12.169107870374129
EXT:FR:EXT	IND:FR:TRADE	external	industry	import_from_row_intermediate	symmetric_io	TRADE	12484.161148444064
EXT:FR:EXT	IND:FR:TRANSPORT	external	industry	import_from_row_intermediate	symmetric_io	TRANSPORT	7275.741960597888
EXT:FR:EXT	IND:FR:UTIL_WASTE	external	industry	import_from_row_intermediate	symmetric_io	UTIL_WASTE	10137.698736729855
EXT:FR:EXT	INS:FR:GOV	external	institution	import_from_row_institution	symmetric_io	P3_S13	5602.407851352434
EXT:FR:EXT	INS:FR:HH	external	institution	import_from_row_institution	symmetric_io	P3_S14	45076.977949587366
EXT:FR:EXT	INS:FR:HH	external	institution	tourism_outbound_adjustment	balanced_sut	OP_RES	38510.485
EXT:FR:EXT	INS:FR:INV	external	institution	import_from_row_institution	symmetric_io	P51G	16876.362534601816
EXT:FR:EXT	INS:FR:INV	external	institution	import_from_row_institution	symmetric_io	P5M	3056.9212112930504
EXT:IT:EXT	IND:IT:AGRI_FOOD	external	industry	import_from_row_intermediate	symmetric_io	AGRI_FOOD	10155.401687460935
EXT:IT:EXT	IND:IT:BASIC_METALS	external	industry	import_from_row_intermediate	symmetric_io	BASIC_METALS	6243.385331367085
EXT:IT:EXT	IND:IT:CONSTRUCTION	external	industry	import_from_row_intermediate	symmetric_io	CONSTRUCTION	1962.6850533293177
EXT:IT:EXT	IND:IT:EXTRACTIVE	external	industry	import_from_row_intermediate	symmetric_io	EXTRACTIVE	183.67002513867004
EXT:IT:EXT	IND:IT:INC_EE	external	industry	import_from_row_intermediate	symmetric_io	INC_EE	1.6028915995216324
EXT:IT:EXT	IND:IT:METAL_COMPONENTS	external	industry	import_from_row_intermediate	symmetric_io	METAL_COMPONENTS	3077.4361012702325
EXT:IT:EXT	IND:IT:NEW_ELMA	external	industry	import_from_row_intermediate	symmetric_io	NEW_ELMA	2128.007548223161
EXT:IT:EXT	IND:IT:NEW_OFMA	external	industry	import_from_row_intermediate	symmetric_io	NEW_OFMA	221.34502930865216
EXT:IT:EXT	IND:IT:NEW_RATV	external	industry	import_from_row_intermediate	symmetric_io	NEW_RATV	770.4723572639671
EXT:IT:EXT	IND:IT:OTHER_MANUFACTURING	external	industry	import_from_row_intermediate	symmetric_io	OTHER_MANUFACTURING	51995.67920823089
