account_id	account_type	region	source_code	account_label
COM:SK:REP_ELMA	commodity	SK	REP_ELMA	SK commodity: Repair activities linked to ELMA
COM:SK:REP_OFMA	commodity	SK	REP_OFMA	SK commodity: Repair activities linked to OFMA
COM:SK:REP_RATV	commodity	SK	REP_RATV	SK commodity: Repair activities linked to RATV
COM:SK:REU_ELMA	commodity	SK	REU_ELMA	SK commodity: Reuse route for ELMA
COM:SK:REU_OFMA	commodity	SK	REU_OFMA	SK commodity: Reuse route for OFMA
COM:SK:REU_RATV	commodity	SK	REU_RATV	SK commodity: Reuse route for RATV
COM:SK:TRADE	commodity	SK	TRADE	SK commodity: Trade services
COM:SK:TRANSPORT	commodity	SK	TRANSPORT	SK commodity: Transport and storage
COM:SK:UTIL_WASTE	commodity	SK	UTIL_WASTE	SK commodity: Utilities, water, and residual waste services
FD:DE:P3_S13	final_demand	DE	P3_S13	DE final demand: Final consumption expenditure by government
FD:DE:P3_S14	final_demand	DE	P3_S14	DE final demand: Final consumption expenditure by households
FD:DE:P3_S15	final_demand	DE	P3_S15	DE final demand: Final consumption expenditure by non-profit organisations serving households (NPISH)
FD:DE:P51G	final_demand	DE	P51G	DE final demand: Gross fixed capital formation
FD:DE:P5M	final_demand	DE	P5M	DE final demand: Changes in inventories and acquisition less disposals of valuables
FD:FR:P3_S13	final_demand	FR	P3_S13	FR final demand: Final consumption expenditure by government
FD:FR:P3_S14	final_demand	FR	P3_S14	FR final demand: Final consumption expenditure by households
FD:FR:P3_S15	final_demand	FR	P3_S15	FR final demand: Final consumption expenditure by non-profit organisations serving households (NPISH)
FD:FR:P51G	final_demand	FR	P51G	FR final demand: Gross fixed capital formation
FD:FR:P5M	final_demand	FR	P5M	FR final demand: Changes in inventories and acquisition less disposals of valuables
FD:IT:P3_S13	final_demand	IT	P3_S13	IT final demand: Final consumption expenditure by government
FD:IT:P3_S14	final_demand	IT	P3_S14	IT final demand: Final consumption expenditure by households
FD:IT:P3_S15	final_demand	IT	P3_S15	IT final demand: Final consumption expenditure by non-profit organisations serving households (NPISH)
FD:IT:P51G	final_demand	IT	P51G	IT final demand: Gross fixed capital formation
FD:IT:P5M	final_demand	IT	P5M	IT final demand: Changes in inventories and acquisition less disposals of valuables
FD:PL:P3_S13	final_demand	PL	P3_S13	PL final demand: Final consumption expenditure by government
FD:PL:P3_S14	final_demand	PL	P3_S14	PL final demand: Final consumption expenditure by households
FD:PL:P3_S15	final_demand	PL	P3_S15	PL final demand: Final consumption expenditure by non-profit organisations serving households (NPISH)
FD:PL:P51G	final_demand	PL	P51G	PL final demand: Gross fixed capital formation
FD:PL:P5M	final_demand	PL	P5M	PL final demand: Changes in inventories and acquisition less disposals of valuables
FD:ROW:P3_S13	final_demand	ROW	P3_S13	ROW final demand: Final consumption expenditure by government
FD:ROW:P3_S14	final_demand	ROW	P3_S14	ROW final demand: Final consumption expenditure by households
FD:ROW:P3_S15	final_demand	ROW	P3_S15	ROW final demand: Final consumption expenditure by non-profit organisations serving households (NPISH)
FD:ROW:P51G	final_demand	ROW	P51G	ROW final demand: Gross fixed capital formation
FD:ROW:P5M	final_demand	ROW	P5M	ROW final demand: Changes in inventories and acquisition less disposals of valuables
FD:SK:P3_S13	final_demand	SK	P3_S13	SK final demand: Final consumption expenditure by government
FD:SK:P3_S14	final_demand	SK	P3_S14	SK final demand: Final consumption expenditure by households
FD:SK:P3_S15	final_demand	SK	P3_S15	SK final demand: Final consumption expenditure by non-profit organisations serving households (NPISH)
FD:SK:P51G	final_demand	SK	P51G	SK final demand: Gross fixed capital formation
FD:SK:P5M	final_demand	SK	P5M	SK final demand: Changes in inventories and acquisition less disposals of valuables
SAT:DE:B2A3G	satellite	DE	B2A3G	DE satellite: Operating surplus and mixed income, gross
SAT:DE:D1	satellite	DE	D1	DE satellite: Compensation of employees
SAT:DE:D21X31	satellite	DE	D21X31	DE satellite: Taxes less subsidies on products
SAT:DE:D29X39	satellite	DE	D29X39	DE satellite: Other taxes less other subsidies on production
SAT:DE:OP_NRES	satellite	DE	OP_NRES	DE satellite: Purchases on the domestic territory by non-residents
SAT:DE:OP_RES	satellite	DE	OP_RES	DE satellite: Direct purchases abroad by residents
SAT:FR:B2A3G	satellite	FR	B2A3G	FR satellite: Operating surplus and mixed income, gross
SAT:FR:D1	satellite	FR	D1	FR satellite: Compensation of employees
SAT:FR:D21X31	satellite	FR	D21X31	FR satellite: Taxes less subsidies on products
SAT:FR:D29X39	satellite	FR	D29X39	FR satellite: Other taxes less other subsidies on production
SAT:FR:OP_NRES	satellite	FR	OP_NRES	FR satellite: Purchases on the domestic territory by non-residents
SAT:FR:OP_RES	satellite	FR	OP_RES	FR satellite: Direct purchases abroad by residents
SAT:IT:B2A3G	satellite	IT	B2A3G	IT satellite: Operating surplus and mixed income, gross
SAT:IT:D1	satellite	IT	D1	IT satellite: Compensation of employees
SAT:IT:D21X31	satellite	IT	D21X31	IT satellite: Taxes less subsidies on products
SAT:IT:D29X39	satellite	IT	D29X39	IT satellite: Other taxes less other subsidies on production
SAT:IT:OP_NRES	satellite	IT	OP_NRES	IT satellite: Purchases on the domestic territory by non-residents
SAT:IT:OP_RES	satellite	IT	OP_RES	IT satellite: Direct purchases abroad by residents
SAT:PL:B2A3G	satellite	PL	B2A3G	PL satellite: Operating surplus and mixed income, gross
SAT:PL:D1	satellite	PL	D1	PL satellite: Compensation of employees
SAT:PL:D21X31	satellite	PL	D21X31	PL satellite: Taxes less subsidies on products
SAT:PL:D29X39	satellite	PL	D29X39	PL satellite: Other taxes less other subsidies on production
SAT:PL:OP_NRES	satellite	PL	OP_NRES	PL satellite: Purchases on the domestic territory by non-residents
SAT:PL:OP_RES	satellite	PL	OP_RES	PL satellite: Direct purchases abroad by residents
SAT:ROW:B2A3G	satellite	ROW	B2A3G	ROW satellite: Operating surplus and mixed income, gross
SAT:ROW:D1	satellite	ROW	D1	ROW satellite: Compensation of employees
SAT:ROW:D21X31	satellite	ROW	D21X31	ROW satellite: Taxes less subsidies on products
SAT:ROW:D29X39	satellite	ROW	D29X39	ROW satellite: Other taxes less other subsidies on production
SAT:ROW:OP_NRES	satellite	ROW	OP_NRES	ROW satellite: Purchases on the domestic territory by non-residents
SAT:ROW:OP_RES	satellite	ROW	OP_RES	ROW satellite: Direct purchases abroad by residents
SAT:SK:B2A3G	satellite	SK	B2A3G	SK satellite: Operating surplus and mixed income, gross
SAT:SK:D1	satellite	SK	D1	SK satellite: Compensation of employees
SAT:SK:D21X31	satellite	SK	D21X31	SK satellite: Taxes less subsidies on products
SAT:SK:D29X39	satellite	SK	D29X39	SK satellite: Other taxes less other subsidies on production
SAT:SK:OP_NRES	satellite	SK	OP_NRES	SK satellite: Purchases on the domestic territory by non-residents
SAT:SK:OP_RES	satellite	SK	OP_RES	SK satellite: Direct purchases abroad by residents
