recycled_origin	destination_region	destination_activity	source_use_kind	source_use_target	allocated_value_meur	primary_metal_reduction_meur	allocation_weight
DE	DE	REU_ELMA	final	P3_S13	1.1715695701317966e-8	1.1715695701317966e-8	2.471465882303636e-9
DE	DE	REU_RATV	final	P3_S13	2.1512954543957995e-8	2.1512954543957995e-8	4.53823097991184e-9
DE	DE	TRADE	final	P3_S13	5.2433336864456717e-5	5.2433336864456717e-5	1.1060990867256844e-5
DE	DE	TRANSPORT	final	P3_S13	6.918042425336014e-5	6.918042425336014e-5	1.459384595028671e-5
DE	DE	UTIL_WASTE	final	P3_S13	0.0001616259716012436	0.0001616259716012436	3.409554879969383e-5
DE	DE	AGRI_FOOD	final	P3_S14	0.12422635488307712	0.12422635488307712	0.0024293887857553694
DE	DE	BASIC_METALS	final	P3_S14	9.4837046605044	9.4837046605044	0.18546471697837702
DE	DE	CONSTRUCTION	final	P3_S14	1.0330001800063244	1.0330001800063244	0.020201502775740787
DE	DE	EXTRACTIVE	final	P3_S14	0.03204595203582817	0.03204595203582817	0.000626695330294207
DE	DE	INC_EE	final	P3_S14	5.4163321035951074e-5	5.4163321035951074e-5	1.059225836963945e-6
DE	DE	METAL_COMPONENTS	final	P3_S14	4.9122683461091725	4.9122683461091725	0.09606503904820275
DE	DE	NEW_ELMA	final	P3_S14	1.0976295236761615	1.0976295236761615	0.021465403683805027
DE	DE	NEW_OFMA	final	P3_S14	4.6281249744257054e-7	4.6281249744257054e-7	9.05082896662842e-9
DE	DE	NEW_RATV	final	P3_S14	0.38281198312824044	0.38281198312824044	0.007486327194739344
DE	DE	OTHER_MANUFACTURING	final	P3_S14	13.58014839506336	13.58014839506336	0.26557537046718094
DE	DE	OTHER_SERVICES	final	P3_S14	1.296980997493328	1.296980997493328	0.02536395029552086
DE	DE	PUBLIC_SOCIAL	final	P3_S14	0.128298774570757	0.128298774570757	0.00250902962146572
DE	DE	REC_EE	final	P3_S14	0.0001456393937672465	0.0001456393937672465	2.8481453095470145e-6
DE	DE	REF_ELMA	final	P3_S14	0.033474300651446326	0.033474300651446326	0.0006546283249650879
DE	DE	REF_RATV	final	P3_S14	0.024241205793043157	0.024241205793043157	0.00047406456997177557
DE	DE	REP_ELMA	final	P3_S14	0.00018274963126094348	0.00018274963126094348	3.5738785477858793e-6
DE	DE	REP_RATV	final	P3_S14	0.0004676761568304509	0.0004676761568304509	9.145943401772005e-6
DE	DE	REU_ELMA	final	P3_S14	0.0013483801949384473	0.0013483801949384473	2.6369120526809756e-5
DE	DE	REU_RATV	final	P3_S14	0.0020010451684348224	0.0020010451684348224	3.913273231401688e-5
DE	DE	TRADE	final	P3_S14	0.46343059947536586	0.46343059947536586	0.00906291666048645
DE	DE	TRANSPORT	final	P3_S14	0.1616079685507767	0.1616079685507767	0.003160429096188886
DE	DE	UTIL_WASTE	final	P3_S14	0.3210047049588715	0.3210047049588715	0.00627761501281906
DE	DE	AGRI_FOOD	final	P3_S14	0.005160951423398158	0.005160951423398158	0.00010092832172072121
DE	DE	BASIC_METALS	final	P3_S14	0.7851859631883851	0.7851859631883851	0.015355211665815731
DE	DE	CONSTRUCTION	final	P3_S14	0.04616154332284892	0.04616154332284892	0.0009027419003579473
DE	DE	EXTRACTIVE	final	P3_S14	0.0017323600542883861	0.0017323600542883861	3.38782868799452e-5
DE	DE	METAL_COMPONENTS	final	P3_S14	0.24783360271467994	0.24783360271467994	0.004846670223360263
DE	DE	NEW_ELMA	final	P3_S14	0.04741638619294185	0.04741638619294185	0.0009272817912640124
DE	DE	NEW_RATV	final	P3_S14	0.009524324161326665	0.009524324161326665	0.00018625907788410805
DE	DE	OTHER_MANUFACTURING	final	P3_S14	0.40215655709128656	0.40215655709128656	0.007864632515661558
DE	DE	OTHER_SERVICES	final	P3_S14	0.025776117022431145	0.025776117022431145	0.0005040815187208138
DE	DE	PUBLIC_SOCIAL	final	P3_S14	0.0005823728494062868	0.0005823728494062868	1.138896871608013e-5
DE	DE	REF_ELMA	final	P3_S14	0.0008405208003199292	0.0008405208003199292	1.643734784308262e-5
DE	DE	REF_RATV	final	P3_S14	0.0005892036852573479	0.0005892036852573479	1.1522553542178609e-5
DE	DE	REU_ELMA	final	P3_S14	9.076181759023786e-6	9.076181759023786e-6	1.7749513944607862e-7
DE	DE	REU_RATV	final	P3_S14	1.702699776749526e-5	1.702699776749526e-5	3.329824614943258e-7
DE	DE	TRADE	final	P3_S14	0.003028412481137289	0.003028412481137289	5.922407791197909e-5
DE	DE	TRANSPORT	final	P3_S14	0.004419022995150754	0.004419022995150754	8.641906074213246e-5
DE	DE	UTIL_WASTE	final	P3_S14	0.010602673442510957	0.010602673442510957	0.00020734743432266085
DE	DE	AGRI_FOOD	final	P3_S14	0.008158678271807666	0.008158678271807666	0.000159552306905977
DE	DE	BASIC_METALS	final	P3_S14	0.9498154884489237	0.9498154884489237	0.018574730767447735
