table	row_region	row_sector	column_region	column_code	original_value_meur	constructed_value_meur	balanced_value_meur	change_from_original_meur	balancing_adjustment_meur
intermediate	DE	BASIC_METALS	DE	NEW_RATV	592.5043199941672	591.1017498443955	591.1017498443955	-1.402570149771691	0.0
intermediate	DE	BASIC_METALS	DE	OTHER_MANUFACTURING	21018.925594973916	20969.169809868294	20969.169809868294	-49.755785105622635	0.0
intermediate	DE	BASIC_METALS	DE	OTHER_SERVICES	2007.4263028169305	2002.6743438603692	2002.6743438603692	-4.751958956561339	0.0
intermediate	DE	BASIC_METALS	DE	PUBLIC_SOCIAL	198.5767988816216	198.10672991984373	198.10672991984373	-0.4700689617778835	0.0
intermediate	DE	BASIC_METALS	DE	REC_EE	0.22541606264064537	0.2248824600489513	0.2248824600489513	-0.0005336025916940768	0.0
intermediate	DE	BASIC_METALS	DE	REF_ELMA	51.81046732834723	51.687822121437726	51.687822121437726	-0.1226452069095032	0.0
intermediate	DE	BASIC_METALS	DE	REF_RATV	37.51977416400299	37.43095773939174	37.43095773939174	-0.08881642461125239	0.0
intermediate	DE	BASIC_METALS	DE	REP_ELMA	0.28285411839675034	0.2821845490285352	0.2821845490285352	-0.0006695693682151616	0.0
intermediate	DE	BASIC_METALS	DE	REP_RATV	0.7238544128528087	0.722140912110303	0.722140912110303	-0.001713500742505758	0.0
intermediate	DE	BASIC_METALS	DE	REU_ELMA	2.0869803603508723	2.0820400818451956	2.0820400818451956	-0.004940278505676687	0.0
intermediate	DE	BASIC_METALS	DE	REU_RATV	3.097154632183778	3.089823079501815	3.089823079501815	-0.0073315526819630605	0.0
intermediate	DE	BASIC_METALS	DE	TRADE	717.2832730125278	715.5853274048608	715.5853274048608	-1.6979456076670658	0.0
intermediate	DE	BASIC_METALS	DE	TRANSPORT	250.13171930863956	249.5396100679562	249.5396100679562	-0.5921092406833566	0.0
intermediate	DE	BASIC_METALS	DE	UTIL_WASTE	496.8409632121399	495.6648463794525	495.6648463794525	-1.1761168326873985	0.0
intermediate	DE	BASIC_METALS	FR	AGRI_FOOD	15.948425317795884	15.886741784136763	15.886741784136763	-0.061683533659120826	0.0
intermediate	DE	BASIC_METALS	FR	BASIC_METALS	650.551384486501	648.0352546854489	648.0352546854489	-2.5161298010521023	0.0
intermediate	DE	BASIC_METALS	FR	CONSTRUCTION	437.3399400877323	435.64844563750734	435.64844563750734	-1.6914944502249796	0.0
intermediate	DE	BASIC_METALS	FR	EXTRACTIVE	1.821717952027607	1.8146721153150676	1.8146721153150676	-0.007045836712539444	0.0
